,eventairport_conv,lat,lon
1172,kobuk,66.91222222222223,-156.8972222222222
1173,kodiak,57.749722222222225,-152.49388888888888
1174,kodiak international,57.749722222222225,-152.49388888888888
1175,kodiak municipal,57.80583,-152.37389
1176,kokhanok,59.43306,-154.8025
1177,kokomo municipal,40.52806,-86.05889
1178,kona international at keahole,19.73888888888889,-156.04555555555555
1179,kongiganak,59.96083,-162.88111
1180,kotlik,63.03056,-163.53278
1181,koyuk alfred adams,64.93944,-161.15417
1182,kwethluk,60.79028,-161.44361
1183,l o simenstad municipal,45.309444444444445,-92.69
1184,la belle municipal,26.740583333333333,-81.42827777777778
1185,la crosse municipal,43.87916666666667,-91.25666666666666
1186,la grande union county,45.290277777777774,-118.00722222222223
1187,la guardia,40.77725,-73.8726111111111
1188,la guardia international,40.77725,-73.8726111111111
1189,laconia municipal,43.57277777777778,-71.41888888888889
1190,lada,56.92361111111111,23.97111111111111
1191,lafayette municipal,30.20528,-91.9875
1192,lafayette regional,30.20528,-91.9875
1193,lagrange callaway,33.00889,-85.0725
1194,lake,40.788333333333334,-111.97777777777777
1195,lake charles municipal,40.788333333333334,-111.97777777777777
1196,lake charles regional,30.12611111111111,-93.22333333333333
1197,lake city gateway,30.181944444444447,-82.57694444444444
1198,lake city municipal cj evans field,33.85361,-79.76806
1199,lake country regional,44.38527777777778,-74.20611111111111
1200,lake cumberland regional,37.05361,-84.61556
1201,lake elmo,44.9975,-92.85555555555555
1202,lake havasu city,34.571111111111115,-114.35833333333333
1203,lake havasu municipal,34.571111111111115,-114.35833333333333
1204,lake isabella cal brewer memorial,43.64444,-84.98194
1205,lake jackson municipal,43.60722222222223,-110.73777777777778
1206,lake lawn,42.63388888888889,-88.60111111111111
1207,lake montezuma municipal,37.30305555555555,-108.62805555555555
1208,lake placid,44.26444,-73.96194
1209,lake placid municipal,44.65083333333333,-73.46805555555555
1210,lake pomona municipal,34.05611111111111,-117.60111111111111
1211,lake providence municipal,41.78611111111111,-87.7525
1212,lake tahoe,38.89388888888889,-119.99527777777777
1213,lake tahoe municipal,40.788333333333334,-111.97777777777777
1214,lake village,41.15,-87.4625
1215,lake village municipal,41.535,-87.52944444444444
1216,lake wenatchee state,47.81944444444445,-120.72
1217,lakefront,30.0425,-90.02833333333334
1218,lakeland linder regional,27.98888888888889,-82.01861111111111
1219,lakeland noble f. lee memorial field,45.92777777777778,-89.73083333333334
1220,lakes of the north,40.788333333333334,-111.97777777777777
1221,lakeside,43.58317027777778,-124.18039166666667
1222,lambert st louis international,38.74722222222222,-90.36138888888888
1223,lanai,20.785555555555558,-156.95138888888889
1224,lancaster municipal,42.78055555555555,-90.68083333333334
1225,lancaster regional,32.5775,-96.7175
1226,landing municipal,60.54388888888889,-145.72666666666666
1227,langlade county,45.15417,-89.11083
1228,lansing international,42.778638888888885,-84.58619444444444
1229,lansing municipal,41.535,-87.52944444444444
1230,laramie regional,41.31194444444444,-105.67500000000001
1231,larsen bay,57.535,-153.97666666666666
1232,las cruces international,32.28944444444444,-106.92194444444445
1233,las vegas international,36.080000000000005,-115.15222222222222
1234,las vegas municipal,35.65416666666667,-105.14250000000001
1235,laughlin bullhead international,35.15611111111111,-114.55944444444444
1236,laurel municipal,45.70444444444445,-108.75944444444444
1237,laurens county,34.50694,-81.94722
1238,lawrence field,43.11027777777778,-88.03444444444445
1239,lawrence j timmerman,43.11027777777778,-88.03444444444445
1240,lawrence smith memorial,38.61027777777778,-94.3436111111111
1241,lawrenceburg lawrence county,35.23444444444444,-87.25805555555556
1242,lawrenceville vincennes international,38.76416666666667,-87.60555555555555
1243,lawton,34.56777777777778,-98.41638888888889
1244,lawton fort sill regional,34.56777777777778,-98.41638888888889
1245,lawton municipal,34.56777777777778,-98.41638888888889
1246,le mars municipal,42.77806,-96.19361
1247,lea county regional,32.6875,-103.21694444444445
1248,lea county zip franklin memorial,32.95388888888889,-103.4088888888889
1249,lebanon springfield,37.63361111111111,-85.24194444444444
1250,lebanon state,44.529845,-122.92953333333334
1251,lebanon warren county,39.46222222222222,-84.25194444444445
1252,lee,38.94277777777778,-76.56833333333333
1253,lee bottom,38.63138888888889,-85.44333333333334
1254,lee c fine memorial,38.09603333333334,-92.54948611111111
1255,lee gilmer memorial,34.2725,-83.83027777777778
1256,lee vining,37.95778,-119.10583
1257,lee's summit municipal,38.959722222222226,-94.37138888888889
1258,leesburg executive,39.07806,-77.5575
1259,leesburg international,28.823083333333333,-81.80872222222222
1260,lehigh valley international,40.652333,-75.440472
1261,lemhi county,45.12388888888889,-113.88138888888888
1262,lemoore municipal,36.16306,-120.29389
1263,lenawee county,41.86778,-84.07722
1264,lester b. pearson international,43.67666666666666,-79.63055555555555
1265,lester field,43.67666666666666,-79.63055555555555
1266,levelock,59.12806,-156.85861
1267,lewis,41.60583333333334,-88.09388888888888
1268,lewis county regional,39.69111,-83.99194
1269,lewis university,41.60583333333334,-88.09388888888888
1270,lewiston nez perce county,46.37444444444444,-117.01527777777778
1271,lewistown municipal,47.049166666666665,-109.46666666666667
1272,lexington municipal,39.20972,-93.92806
1273,liberal mid america regional,37.04416666666666,-100.96000000000001
1274,lihue,21.97611111111111,-159.3388888888889
1275,lihue municipal,37.61888888888889,-122.375
1276,lima allen county,40.70833,-84.0275
1277,lime village,39.57,-104.84944444444444
1278,lincoln park,40.9475,-74.31444444444445
1279,lincoln regional karl harder field,38.90917,-121.35139
1280,lincolnton lincoln county regional,35.48333,-81.16111
1281,lindbergh,32.73361111111111,-117.18972222222223
1282,linden,40.6175,-74.24444444444444
1283,linden municipal,40.6175,-74.24444444444444
1284,lisbon airfield,38.774166666666666,-9.134166666666665
1285,little river,39.26194,-123.75361
1286,littlefield municipal,33.92389,-102.38667
1287,logan cache,41.79122222222222,-111.85158333333332
1288,logan international,42.363055555555555,-71.00638888888889
1289,logan municipal,45.80777777777777,-108.54277777777777
1290,lompoc,34.665619444444445,-120.46750277777778
1291,london gatwick,51.14805555555556,-0.19027777777777777
1292,london heathrow,51.4775,-0.4613888888888889
1293,lone pine,36.58826666666667,-118.05203055555555
1294,lone star executive,30.352500000000003,-95.41444444444446
1295,lonesome pine,36.987500000000004,-82.53
1296,long beach daugherty field,33.81777777777778,-118.15166666666667
1297,long island mac arthur,40.79528,-73.10028
1298,long lake,40.788333333333334,-111.97777777777777
1299,longview bridge medical emergency,32.89694444444444,-97.03805555555556
1300,lonnie pool field weaverville,40.74583333333334,-122.92194444444445
1301,lorain county regional,41.34427777777778,-82.1776388888889
1302,los alamos municipal,29.526666666666667,-98.47194444444445
1303,los angeles international,33.942499999999995,-118.40805555555556
1304,los angeles municipal,33.942499999999995,-118.40805555555556
1305,louis armstrong new orleans international,29.993333333333336,-90.25805555555556
1306,louisa county freeman field,38.00972,-77.97
1307,louisville international standiford field,38.174166666666665,-85.7363888888889
1308,loveland municipal,40.45194444444445,-105.01138888888889
1309,lovell field,35.03527777777778,-85.2038888888889
1310,lowcountry regional,32.92111111111111,-80.64055555555557
1311,lt warren eaton,42.56639,-75.52417
1312,lubbock international,33.66361111111111,-101.82055555555556
1313,lubbock preston smith international,33.66361111111111,-101.82055555555556
1314,luce county,46.311,-85.4571667
1315,luck field,39.10333333333333,-84.41861111111112
1316,luis munoz marin international,18.439166666666665,-66.00194444444445
1317,lumberton,34.609722222222224,-79.05944444444444
1318,lynchburg regional preston glenn field,37.32527777777778,-79.20111111111112
1319,lynden,25.03888888888889,-77.46611111111112
1320,lynden pindling international,25.03888888888889,-77.46611111111112
1321,m. graham clark downtown,36.62583333333333,-93.22888888888889
1322,maben,42.27222222222222,-74.39416666666668
1323,mac crenshaw memorial,31.84556,-86.61056
1324,mackay,-21.171666666666667,149.1797222222222
1325,mackinac island,45.865,-84.63722222222223
1326,macon county,35.222500000000004,-83.41916666666667
1327,macon downtown,32.82222222222222,-83.56194444444444
1328,macon municipal,32.69277777777778,-83.64916666666667
1329,madera municipal,36.98861111111111,-120.1125
1330,madison county executive tom sharp jr field,34.86139,-86.5575
1331,mahlon sweet field,44.12306,-123.21861
1332,maize,37.76555555555556,-97.43583333333333
1333,major samuel b cornelius field,32.221,-101.1945
1334,majors,33.06777777777778,-96.06527777777778
1335,malcolm mc kinnon,31.151944444444442,-81.3913888888889
1336,malden regional,36.598333333333336,-89.9925
1337,mallory,38.33583333333333,-81.73944444444444
1338,malta,35.8575,14.477500000000001
1339,mammoth yosemite,37.62416666666667,-118.83888888888889
1340,manassas,38.72139,-77.51556
1341,manassas regional harry p. davis field,38.72139,-77.51556
1342,manchester,53.35388888888889,-2.275
1343,manhattan regional,39.14111111111111,-96.67166666666667
1344,manila,14.508333333333333,121.01972222222223
1345,manistee co.-blacker,44.2725,-86.24694444444445
1346,manitowoc county,44.12888888888889,-87.68055555555556
1347,mankato,44.22167,-93.91861
1348,mankato regional,44.22167,-93.91861
1349,manokotak,58.98861,-159.04889
1350,mansfield lahm,40.82138888888889,-82.51666666666667
1351,mansfield lahm regional,40.82138888888889,-82.51666666666667
1352,mansfield municipal,42.0,-71.19666666666667
1353,manteo municipal,36.89472222222222,-76.20111111111112
1354,marana regional,32.409555555555556,-111.2183888888889
1355,marco island,25.995,-81.6725
1356,marfa municipal,30.37111,-104.0175
1357,marianna lee county steve edwards field,34.782777777777774,-90.81
1358,marion,42.02972222222222,-91.53166666666667
1359,marion county brown field,35.06056,-85.58528
1360,marion county rankin fite,34.1175,-87.99833333333333
1361,marion county regional,36.29083333333333,-92.59027777777777
1362,mariposa yosemite,37.51083333333333,-120.03944444444444
1363,mark anton,35.486111111111114,-84.93111111111112
1364,marlboro,42.34316666666667,-71.509
1365,marquette municipal,42.40917,-83.01
1366,marshall aaf,33.942499999999995,-118.40805555555556
1367,marshall don hunter sr,61.86417,-162.02611
1368,marshall islands international,7.064722222222222,171.27194444444447
1369,marshall memorial municipal,39.095555555555556,-93.20277777777778
1370,marshfield municipal george harlow field,42.09833,-70.67222
1371,marthas vineyard,41.393055555555556,-70.61444444444444
1372,martin county,35.86222222222222,-77.17833333333334
1373,martin field,61.63805555555555,-149.0288888888889
1374,martin state,39.32555555555556,-76.41388888888889
1375,marv skie lincoln county,43.455000000000005,-96.80138888888888
1376,marysville municipal,39.09777777777778,-121.56972222222223
1377,mason city municipal,43.157777777777774,-93.33111111111111
1378,mason municipal,43.157777777777774,-93.33111111111111
1379,massena international richards field,44.93583333333333,-74.84555555555555
1380,mathis,34.10120833333333,-84.16102500000001
1381,mattituck,40.987500000000004,-72.51888888888888
1382,maury county,35.55444,-87.17917
1383,maverick county memorial international,28.857222222222223,-100.51333333333334
1384,may,39.00861111111111,-74.90861111111111
1385,mayport municipal,30.611944444444447,-81.46111111111111
1386,mbs international,43.532777777777774,-84.07972222222222
1387,mc alester regional,34.8825,-95.78333333333333
1388,mc allen miller international,26.175833333333333,-98.23861111111111
1389,mc call municipal,44.88861111111111,-116.10166666666666
1390,mc carran international,36.080000000000005,-115.15222222222222
1391,mc clellan airfield,38.66777777777777,-121.40055555555556
1392,mc clellan palomar,33.12833333333333,-117.28
1393,mc cook ben nelson regional,40.20638888888889,-100.59222222222222
1394,mc coy,28.429444444444446,-81.30888888888889
1395,mc ghee tyson,35.81111111111111,-83.99388888888889
1396,mc kellar sipes regional,35.599722222222226,-88.91555555555556
1397,mc minnville municipal,45.19444,-123.13611
1398,mc pherson,67.40694444444445,-134.85972222222222
1399,mc ville,40.733333333333334,-79.59972222222221
1400,mcallen international,26.175833333333333,-98.23861111111111
1401,mcclellan,38.66777777777777,-121.40055555555556
1402,mccook municipal,40.20638888888889,-100.59222222222222
1403,mccoy,28.429444444444446,-81.30888888888889
1404,mcgee municipal,42.158055555555556,-72.71583333333334
1405,mcgehee catfish restaurant,33.89889,-97.17056
1406,mcminn county,35.39722,-84.5625
1407,mcminnville municipal,45.19444,-123.13611
1408,mcpherson municipal,45.79972222222222,-99.64277777777778
1409,meade municipal,44.41806,-103.37556
1410,meadowlark,33.719,-118.037
1411,meadows,35.43388888888889,-119.05777777777777
1412,meadows field,35.43388888888889,-119.05777777777777
1413,medford municipal,36.79055555555556,-97.74888888888889
1414,mefford field,36.156666666666666,-119.32666666666667
1415,mekoryuk,60.37139,-166.27056
1416,melbourne international,28.102777777777778,-80.64527777777778
1417,memaloose,45.42765833333333,-116.69375833333334
1418,memorial field,34.47805555555556,-93.0961111111111
1419,memphis international,35.0425,-89.97666666666667
1420,memphis municipal,34.73972,-100.52972
1421,menominee marinette twin county,45.126666666666665,-87.63833333333334
1422,mercedita,18.008333333333333,-66.56305555555555
1423,mercer county regional,47.29,-101.58111111111111
1424,meriden markham municipal,41.50861111111111,-72.82944444444443
1425,merkel field sylacauga municipal,33.17194,-86.30556
1426,merle k mudhole smith,60.49166666666667,-145.4775
1427,merrill field,61.21361111111111,-149.84444444444446
1428,merrill municipal,45.19888888888889,-89.71277777777777
1429,merritt island,28.34167,-80.68556
1430,mesa del rey,36.228611111111114,-121.12138888888889
1431,metropolitan,42.223286111111115,-72.3113861111111
1432,metropolitan oakland international,37.72138888888889,-122.22083333333333
1433,mexico city international,19.43611111111111,-99.07194444444444
1434,mexico city municipal,33.922777777777775,-118.33527777777778
1435,mexico farms,39.60472222222222,-78.76055555555556
1436,mexico international,19.43611111111111,-99.07194444444444
1437,mexico memorial,39.1575,-91.81833
1438,meyers diver,42.02506944444444,-83.9391638888889
1439,miami,25.793333333333337,-80.29055555555556
1440,miami county,38.54,-94.92
1441,miami international,25.793333333333337,-80.29055555555556
1442,miami university,39.50222,-84.78444
1443,mid america industrial,36.2253944,-95.3300639
1444,mid delta regional,33.48277777777778,-90.98555555555555
1445,mid ohio valley regional,39.345,-81.43944444444445
1446,mid state,40.88333,-78.08722
1447,mid valley,26.1779,-97.9727
1448,mid valley airpark,36.486111111111114,-121.7238888888889
1449,mid way regional,32.458333333333336,-96.91250000000001
1450,middle bass east point,41.69444444444444,-82.79655555555556
1451,middle georgia regional,32.69277777777778,-83.64916666666667
1452,middlebury state,43.98478278,-73.09594889
1453,middlesboro bell county,36.61,-83.73722222222223
1454,middleton island,59.44972222222222,-146.30722222222224
1455,middleton municipal morey field,43.11416666666667,-89.53138888888888
1456,middletown international,40.19305555555555,-76.76333333333334
1457,middletown municipal,40.19305555555555,-76.76333333333334
1458,middletown regional hook field,39.53167,-84.39639
1459,midland international,31.9425,-102.20194444444445
1460,mifflin county,40.6775,-77.62694
1461,miley memorial field,42.585,-110.1111111111111
1462,miller field,42.85667,-100.54889
1463,miller's field,42.85667,-100.54889
1464,millington regional jetport,35.35666666666667,-89.87027777777777
1465,millinocket,45.647777777777776,-68.68555555555555
1466,millinocket municipal,45.647777777777776,-68.68555555555555
1467,mills field,37.61888888888889,-122.375
1468,minden,32.64611111111111,-93.29805555555555
1469,minden tahoe,39.00083333333333,-119.75194444444445
1470,mineola wisener field,32.67666666666666,-95.51083333333334
1471,mineral wells,32.781666666666666,-98.06027777777777
1472,mineral wells m municipal,32.781666666666666,-98.06027777777777
1473,mingo county regional,37.681666666666665,-82.12194444444444
1474,minneapolis,44.88194444444444,-93.22166666666666
1475,minneapolis international,44.88194444444444,-93.22166666666666
1476,minneapolis municipal,43.157777777777774,-93.33111111111111
1477,minneapolis st paul international wold,44.88194444444444,-93.22166666666666
1478,minot international,48.257777777777775,-101.27805555555555
1479,mission sioux,43.30694444444444,-100.62805555555555
1480,mississippi county,36.842222222222226,-89.35972222222222
1481,missoula international,46.91638888888889,-114.09055555555555
1482,mobile downtown,30.62667,-88.06806
1483,mobile regional,30.691388888888888,-88.24277777777777
1484,mobridge municipal,45.54639,-100.40639
1485,mojave,35.05944,-118.15167
1486,moline international,41.448611111111106,-90.5075
1487,molokai,21.152777777777775,-157.0963888888889
1488,monmouth executive,40.18666666666666,-74.12444444444444
1489,monroe municipal,42.615,-89.59027777777777
1490,montague yreka rohrer field,41.73027777777778,-122.54555555555555
1491,montauk,41.07666666666667,-71.92055555555557
1492,monterey municipal,36.68139,-121.76167
1493,monterey peninsula,36.58694444444445,-121.84305555555555
1494,montevideo chippewa county,44.971387,-95.712014
1495,montgomery field,32.81583333333333,-117.13944444444445
1496,montgomery regional dannelly field,32.300555555555555,-86.3938888888889
1497,montgomery wehrman,39.01278,-91.41944
1498,montrose regional,38.5097944,-107.8942417
1499,moontown,34.74722,-86.46139
1500,moore murrell,36.17833333333333,-83.37722222222222
1501,morehouse memorial,32.75611111111111,-91.88055555555555
1502,morgantown,39.64277777777778,-79.91638888888889
1503,morgantown municipal walter l. bill hart field,39.64277777777778,-79.91638888888889
1504,morning star,32.89694444444444,-97.03805555555556
1505,morrilton,35.13611111111111,-92.71361111111112
1506,morrilton municipal,35.13611111111111,-92.71361111111112
1507,morris municipal charlie schmidt field,45.56583,-95.96694
1508,morristown municipal,40.79944444444444,-74.415
1509,morristownn municipal,40.79944444444444,-74.415
1510,morrisville stowe state,44.53472222222222,-72.61388888888888
1511,morrow county,40.52444444444444,-82.85
1512,moses lake municipal,47.143055555555556,-119.24138888888889
1513,mott municipal,41.26306,-122.27222
1514,mount airy surry county,36.459722222222226,-80.55305555555556
1515,mount hawley auxiliary,40.79527777777778,-89.61333333333333
1516,mount olive municipal,35.22222222222222,-78.03888888888889
1517,mount pleasant scottdale,40.108333333333334,-79.54138888888889
1518,mount snow,42.92722222222222,-72.86555555555555
1519,mount sterling montgomery county,38.05806,-83.97944
1520,mount vernon,38.32333333333334,-88.8586111111111
1521,mount washington regional,44.36761388888889,-71.54446944444445
1522,mountain air park,39.90888888888889,-105.11722222222221
1523,mountain empire,36.894999999999996,-81.34972222222221
1524,mountain top,39.90888888888889,-105.11722222222221
1525,mountain view wilcox memorial field,35.864444444444445,-92.09027777777777
1526,mountain village,62.09528,-163.68194
1527,mulino state,45.21638888888889,-122.58999999999999
1528,municipal office bldg,40.63972222222222,-73.77888888888889
1529,murfreesboro municipal,35.8775,-86.3775
1530,murray field,40.80333,-124.11278
1531,muskegon county,43.16777777777777,-86.23555555555555
1532,muskegon municipal,44.865833333333335,-91.48416666666667
1533,myers,26.53611111111111,-81.75527777777778
1534,myrick,41.83905555555556,-71.02647222222222
1535,myrtle beach international,33.67972222222222,-78.92833333333334
1536,myrtle creek municipal,42.99845055555556,-123.30950833333333
1537,nantucket memorial,41.25288888888889,-70.059
1538,nanwalek,59.35222,-151.92528
1539,napa county,38.21319444444445,-122.28069444444445
1540,napakiak,60.69028,-161.97861
1541,napaskiak,60.70278,-161.77833
1542,narita international,35.765277777777776,140.38555555555556
1543,nashville international,36.126666666666665,-86.68194444444445
1544,nashville municipal,36.126666666666665,-86.68194444444445
1545,nassau,25.03888888888889,-77.46611111111112
1546,nassau international,25.03888888888889,-77.46611111111112
1547,natchitoches regional,31.735833333333336,-93.09916666666666
1548,national,38.852222222222224,-77.03777777777778
1549,natomas,38.69555555555555,-121.59083333333332
1550,naylor,-37.724,144.879
1551,nebraska city municipal,40.60556,-95.86778
1552,needles,34.76639,-114.62333
1553,neil armstrong,40.493611111111115,-84.29805555555555
1554,neillsville municipal,44.558055555555555,-90.51222222222222
1555,nemacolin,39.95916666666667,-79.65722222222223
1556,nenana municipal,64.54729999999999,-149.07400277777776
1557,neosho hugh robinson,36.81083333333333,-94.39166666666668
1558,nervino,39.81861111111112,-120.35277777777777
1559,new albany union co,34.54888888888889,-89.02444444444444
1560,new bedford municipal,41.67611,-70.95694
1561,new bedford regional,41.67611,-70.95694
1562,new braunfels municipal,29.703055555555554,-98.0411111111111
1563,new carlisle municipal,54.9375,-2.8091666666666666
1564,new castle,39.67861111111111,-75.60666666666665
1565,new castle international,39.67861111111111,-75.60666666666665
1566,new castle municipal,41.02528,-80.41333
1567,new coalinga municipal,36.16306,-120.29389
1568,new cuyama,34.94,-119.68555555555555
1569,new gulf,29.27611111111111,-95.88861111111112
1570,new holstein municipal,43.94416666666666,-88.11472222222221
1571,new koliganek municipal,59.04472222222222,-158.50555555555556
1572,new market,38.65556,-78.70806
1573,new meadows,35.43388888888889,-119.05777777777777
1574,new orleans international,29.993333333333336,-90.25805555555556
1575,new richmond regional,45.14776666666667,-92.53911666666667
1576,new river valley,37.13722,-80.67861
1577,new smyrna beac municipal,29.055555555555557,-80.94888888888889
1578,new smyrna beach municipal,29.055555555555557,-80.94888888888889
1579,new stuyahok,59.45167,-157.37306
1580,new tokyo international,35.765277777777776,140.38555555555556
1581,new york city international,40.63972222222222,-73.77888888888889
1582,new york international,40.63972222222222,-73.77888888888889
1583,new york mills municipal,46.50222,-95.3375
1584,newark heath,40.02472222222222,-82.46194444444444
1585,newark liberty international,40.692499999999995,-74.16861111111112
1586,newberry county,34.30944,-81.64056
1587,newnan coweta county,33.31166666666666,-84.76972222222223
1588,newport news williamsburg international,37.13194444444444,-76.49305555555556
1589,newtok,60.93917,-164.64111
1590,newton,41.02722222222222,-74.75861111111111
1591,newton city,38.05833,-97.27444
1592,nez perce municipal,46.37444444444444,-117.01527777777778
1593,niagara falls international,43.10722222222223,-78.94611111111111
1594,niagara falls municipal,43.10722222222223,-78.94611111111111
1595,nichols,14.508333333333333,121.01972222222223
1596,nick's flying service inc,33.2625,44.23444444444444
1597,nightmute,60.47111,-164.70083
1598,noatak,67.56111,-162.98028
1599,nome,64.51222222222222,-165.4452777777778
1600,nome city field,64.51222222222222,-165.4452777777778
1601,nondalton,59.98028,-154.83917
1602,norfolk international,36.89472222222222,-76.20111111111112
1603,norfolk regional karl stefan memorial field,41.98555555555556,-97.435
1604,norman y. mineta san jose international,37.36277777777778,-121.92916666666667
1605,north bend municipal,43.41722222222222,-124.26277777777777
1606,north central state,41.92083,-71.49139
1607,north central west virginia,39.29666666666667,-80.22805555555556
1608,north eleuthra municipal,35.21388888888889,-80.94305555555556
1609,north florida regional medical center,29.69,-82.27166666666666
1610,north hatfield municipal,42.382222222222225,-77.68222222222222
1611,north las vegas,36.21055555555556,-115.19444444444444
1612,north omaha,41.36833,-96.0225
1613,north palm beach county general aviation,26.84583,-80.22222
1614,north perry,26.00111111111111,-80.24083333333333
1615,north perry municipal,36.38556,-97.27722
1616,north platte regional airport lee bird field,41.126111111111115,-100.68361111111112
1617,north raleigh,35.87778,-78.7875
1618,north texas regional perrin field,33.71416666666667,-96.67361111111111
1619,north vernon,39.044999999999995,-85.60388888888889
1620,northampton,42.32805555555556,-72.61138888888888
1621,northeast alabama regional,33.97278,-86.08917
1622,northeast philadelphia,40.08194,-75.01056
1623,northeastern regional,36.02777777777778,-76.56722222222221
1624,northumberland county,40.836666666666666,-76.55222222222221
1625,northway,62.961111111111116,-141.92805555555555
1626,northway municipal,42.74917,-73.80194
1627,northwest alabama regional,34.74527777777778,-87.61027777777777
1628,northwest arkansas regional,36.281666666666666,-94.30777777777777
1629,northwest florida beaches international,30.358333333333334,-85.79555555555555
1630,northwest missouri regional,40.35333333333333,-94.91666666666667
1631,norwood memorial,42.1873,-71.1759
1632,nulato,64.72944444444444,-158.07416666666666
1633,o'brien flying service,51.34805555555556,-0.5586111111111112
1634,o'hare,41.978611111111114,-87.90472222222223
1635,o'hare international,41.978611111111114,-87.90472222222223
1636,o'hare international airport,41.978611111111114,-87.90472222222223
1637,o'hare international arpt,32.11611111111111,-110.94111111111111
1638,o'neal,38.69139,-87.55222
1639,oakdale,37.756388888888885,-120.80027777777778
1640,oakland county international,42.66556,-83.42028
1641,oakland municipal,37.72138888888889,-122.22083333333333
1642,oakland troy,42.543055555555554,-83.17777777777778
1643,oakridge state,43.75262333333333,-122.50255277777778
1644,ocala international jim taylor field,29.1725,-82.22417
1645,ocala municipal,27.975555555555555,-82.53333333333333
1646,ocean reef club,25.32027777777778,-80.27833333333334
1647,oceano county,35.10138888888889,-120.62222222222222
1648,oconee county regional,34.671917,-82.886806
1649,ofu,-14.184444444444445,-169.67
1650,ogden hinckley,41.19555555555555,-112.01305555555555
1651,ogdensburg international,44.68194444444444,-75.46555555555555
1652,ohare international,41.978611111111114,-87.90472222222223
1653,ohio state university,40.07972222222222,-83.07305555555556
1654,ohio university snyder field,39.21194444444445,-82.22916666666667
1655,ohkay owingeh,36.02611111111111,-106.04527777777777
1656,okeechobee county,27.26597222222222,-80.85111111111111
1657,okmulgee regional,35.668055555555554,-95.94861111111112
1658,old bridge,40.32988666666667,-74.3467861111111
1659,old harbor,57.218333333333334,-153.26916666666668
1660,old harbor municipal,39.247461111111114,-76.52966944444444
1661,old orchard airpark,33.18333333333333,-84.37166666666666
1662,olive branch,34.97888888888889,-89.78694444444444
1663,olney municipal,33.36805555555556,-98.75805555555556
1664,olympia,46.96944,-122.9025
1665,olympia regional,46.96944,-122.9025
1666,omaha municipal,41.3012,-95.8954
1667,omak,48.46416666666667,-119.51805555555555
1668,omak municipal,48.46416666666667,-119.51805555555555
1669,omni airpark,15.18583,120.55972
1670,one oak,37.72138888888889,-122.22083333333333
1671,oneida county,43.145,-75.38389
1672,ontario international,34.05611111111111,-117.60111111111111
1673,opa locka executive,25.9075,-80.27833333333334
1674,opa locka west,25.948888888888888,-80.42333333333333
1675,opalocka municipal,25.9075,-80.27833333333334
1676,orange county,33.675555555555555,-117.86833333333333
1677,orange municipal,42.570126388888895,-72.28861111111111
1678,orangeburg municipal,33.456944444444446,-80.85944444444443
1679,orcas island,48.70805555555556,-122.91055555555556
1680,orchard park municipal,41.978611111111114,-87.90472222222223
1681,orlando apopka,28.70722222222222,-81.58166666666666
1682,orlando international,28.429444444444446,-81.30888888888889
1683,orlando sanford international,28.77777777777778,-81.2375
1684,ormond beach municipal,29.30111,-81.113806
1685,oroville municipal,39.48780555555555,-121.622
1686,orr regional,48.01583,-92.85611
1687,oscoda wurtsmith,44.45167,-83.39417
1688,oswego county,43.35083,-76.38806
1689,ottawa executive,45.52166666666667,-75.56361111111111
1690,ottawa macdonald international,45.322500000000005,-75.66722222222222
1691,ottumwa regional,41.10667,-92.44806
1692,outagamie county regional,44.25805555555556,-88.51916666666666
1693,outlaw field,36.621944444444445,-87.415
1694,ouzinkie,57.94222,-152.465
1695,owatonna degner regional,44.123333333333335,-93.26
1696,owen field,33.97056,-80.99528
1697,owensboro daviess county,37.73888888888889,-87.16694444444445
1698,owensboro municipal,40.783055555555556,-91.12555555555555
1699,owosso community,42.9929611,-84.1384861
1700,oxford county regional,44.1575,-70.48138888888889
1701,oxnard,34.200833333333335,-119.20722222222223
1702,pacific city state,45.19972222222222,-123.96222222222222
1703,pago pago international,-14.328055555555554,-170.71194444444444
1704,palm beach county park,26.593055555555555,-80.085
1705,palm beach international,26.6832,-80.0956
1706,palm springs international,33.82972222222222,-116.50666666666666
1707,palmdale municipal,34.629444444444445,-118.08444444444444
1708,palmer municipal,61.595,-149.08861
1709,panama city beach airstrip,18.495,-67.12944
1710,pangborn memorial,47.39806,-120.20583
1711,para tech,35.15,33.27722222222222
1712,park falls municipal,45.955000000000005,-90.42444444444445
1713,park township,42.795833333333334,-86.16194444444444
1714,parker county,32.74638888888889,-97.6825
1715,parkersburg municipal,39.64277777777778,-79.91638888888889
1716,parkland,53.474444444444444,-113.82944444444443
1717,parrish,32.12222222222222,-92.05444444444444
1718,pasco,46.2646778,-119.119028
1719,paso robles municipal,35.672777777777775,-120.62694444444443
1720,patterson municipal,39.90222222222222,-84.21944444444445
1721,paulding northwest atlanta,33.911944444444444,-84.94055555555556
1722,pauls valley municipal,34.70944444444445,-97.22333333333333
1723,payson,34.25694444444444,-111.33916666666666
1724,payson municipal,34.25694444444444,-111.33916666666666
1725,pearland regional,29.52138888888889,-95.24222222222222
1726,pearson field,45.62056,-122.65639
1727,pecos municipal,31.3825,-103.51083
1728,pelican,56.16083333333333,-113.47361111111111
1729,pellston regional airport of emmet county,45.57083333333334,-84.79666666666667
1730,pendleton municipal,45.69499999999999,-118.84138888888889
