,acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform
33674,deg/at,1.0,0,neg_nonalpha_abrev,,,
33685,'airlines,1.0,0,neg_nonalpha_abrev,,,
33686,airline',1.0,0,neg_nonalpha_abrev,,,
33687,dme/arc,1.0,0,neg_nonalpha_abrev,,,
33693,effort),1.0,0,neg_nonalpha_abrev,,,
33696,feeder/arr,1.0,0,neg_nonalpha_abrev,,,
33697,'hubbard,1.0,0,neg_nonalpha_abrev,,,
33698,'concurrent,1.0,0,neg_nonalpha_abrev,,,
33700,f04),1.0,0,neg_nonalpha_abrev,,,
33701,targets?,1.0,0,neg_nonalpha_abrev,,,
33702,prob/complaint,1.0,0,neg_nonalpha_abrev,,,
33703,analyst),1.0,0,neg_nonalpha_abrev,,,
33705,shadowing),1.0,0,neg_nonalpha_abrev,,,
33706,4508',1.0,0,neg_nonalpha_abrev,,,
33709,smoke/fog,1.0,0,neg_nonalpha_abrev,,,
33710,socks',1.0,0,neg_nonalpha_abrev,,,
33712,'jaunt',1.0,0,neg_nonalpha_abrev,,,
33713,tonto',1.0,0,neg_nonalpha_abrev,,,
33715,forcefully),1.0,0,neg_nonalpha_abrev,,,
33717,'35',1.0,0,neg_nonalpha_abrev,,,
33719,1508',1.0,0,neg_nonalpha_abrev,,,
33720,'restart,1.0,0,neg_nonalpha_abrev,,,
33723,'will',1.0,0,neg_nonalpha_abrev,,,
33727,hsi/rnav,1.0,0,neg_nonalpha_abrev,,,
33729,scy2),1.0,0,neg_nonalpha_abrev,,,
33732,created),1.0,0,neg_nonalpha_abrev,,,
33734,rpts/forecasts,1.0,0,neg_nonalpha_abrev,,,
33743,'cadre',1.0,0,neg_nonalpha_abrev,,,
33747,dep/overflt,1.0,0,neg_nonalpha_abrev,,,
33748,moderate/hvy,1.0,0,neg_nonalpha_abrev,,,
33749,'robbi,1.0,0,neg_nonalpha_abrev,,,
33750,'gloze,1.0,0,neg_nonalpha_abrev,,,
33751,lift/pitch,1.0,0,neg_nonalpha_abrev,,,
33752,instantaneous),1.0,0,neg_nonalpha_abrev,,,
33759,r330',1.0,0,neg_nonalpha_abrev,,,
33760,t/as,1.0,0,neg_nonalpha_abrev,,,
33761,lbs/tank,1.0,0,neg_nonalpha_abrev,,,
33763,'fluid',1.0,0,neg_nonalpha_abrev,,,
33765,'learn',1.0,0,neg_nonalpha_abrev,,,
33766,'creek',1.0,0,neg_nonalpha_abrev,,,
33768,'rose,1.0,0,neg_nonalpha_abrev,,,
33769,tiredness/fatigue,1.0,0,neg_nonalpha_abrev,,,
33770,turnout/gar,1.0,0,neg_nonalpha_abrev,,,
33771,b/s,1.0,0,neg_nonalpha_abrev,,,
33773,rain/excellent,1.0,0,neg_nonalpha_abrev,,,
33774,62),1.0,0,neg_nonalpha_abrev,,,
33775,'bottrop,1.0,0,neg_nonalpha_abrev,,,
33777,wash),1.0,0,neg_nonalpha_abrev,,,
33779,feature',1.0,0,neg_nonalpha_abrev,,,
33785,chapter),1.0,0,neg_nonalpha_abrev,,,
33795,crew/company,1.0,0,neg_nonalpha_abrev,,,
33799,'pullup',1.0,0,neg_nonalpha_abrev,,,
33802,3c),1.0,0,neg_nonalpha_abrev,,,
33803,acceptable?,1.0,0,neg_nonalpha_abrev,,,
33804,'pack',1.0,0,neg_nonalpha_abrev,,,
33808,nashville),1.0,0,neg_nonalpha_abrev,,,
33810,'learns,1.0,0,neg_nonalpha_abrev,,,
33815,recover?,1.0,0,neg_nonalpha_abrev,,,
33817,flood/dome,1.0,0,neg_nonalpha_abrev,,,
33819,'nod,1.0,0,neg_nonalpha_abrev,,,
33821,area/rte,1.0,0,neg_nonalpha_abrev,,,
33826,hint),1.0,0,neg_nonalpha_abrev,,,
33827,across/through,1.0,0,neg_nonalpha_abrev,,,
33828,'shuts,1.0,0,neg_nonalpha_abrev,,,
33829,n40),1.0,0,neg_nonalpha_abrev,,,
33831,'participating,1.0,0,neg_nonalpha_abrev,,,
33832,'sage,1.0,0,neg_nonalpha_abrev,,,
33834,opens),1.0,0,neg_nonalpha_abrev,,,
33835,dozen),1.0,0,neg_nonalpha_abrev,,,
33836,'jaike,1.0,0,neg_nonalpha_abrev,,,
33837,bernardino/sbd,1.0,0,neg_nonalpha_abrev,,,
33841,sources',1.0,0,neg_nonalpha_abrev,,,
33843,tasks:,1.0,0,neg_nonalpha_abrev,,,
33845,'rialto',1.0,0,neg_nonalpha_abrev,,,
33846,effectively?,1.0,0,neg_nonalpha_abrev,,,
33848,windscreen/canopy,1.0,0,neg_nonalpha_abrev,,,
33849,'winging,1.0,0,neg_nonalpha_abrev,,,
33852,'aid',1.0,0,neg_nonalpha_abrev,,,
33853,11600),1.0,0,neg_nonalpha_abrev,,,
33854,'padlocked',1.0,0,neg_nonalpha_abrev,,,
33856,confign/attitude,1.0,0,neg_nonalpha_abrev,,,
33857,pulling/pushing,1.0,0,neg_nonalpha_abrev,,,
33858,'shv',1.0,0,neg_nonalpha_abrev,,,
33861,'pitot,1.0,0,neg_nonalpha_abrev,,,
33862,clrncs/separations,1.0,0,neg_nonalpha_abrev,,,
33863,'paralleling,1.0,0,neg_nonalpha_abrev,,,
33865,fatigue?,1.0,0,neg_nonalpha_abrev,,,
33869,'padlock',1.0,0,neg_nonalpha_abrev,,,
33873,'ours',1.0,0,neg_nonalpha_abrev,,,
33875,everyday),1.0,0,neg_nonalpha_abrev,,,
33876,f67),1.0,0,neg_nonalpha_abrev,,,
33878,vnav/nav,1.0,0,neg_nonalpha_abrev,,,
33879,'bumping',1.0,0,neg_nonalpha_abrev,,,
33880,'hand',1.0,0,neg_nonalpha_abrev,,,
33882,situation/xing,1.0,0,neg_nonalpha_abrev,,,
33884,alarm?,1.0,0,neg_nonalpha_abrev,,,
33886,040032),1.0,0,neg_nonalpha_abrev,,,
33893,ifr/no,1.0,0,neg_nonalpha_abrev,,,
33900,verify/acknowledge,1.0,0,neg_nonalpha_abrev,,,
33901,executed),1.0,0,neg_nonalpha_abrev,,,
33905,placarded),1.0,0,neg_nonalpha_abrev,,,
33908,scurry),1.0,0,neg_nonalpha_abrev,,,
33914,10250',1.0,0,neg_nonalpha_abrev,,,
33919,answered/repeated,1.0,0,neg_nonalpha_abrev,,,
33923,alkaid),1.0,0,neg_nonalpha_abrev,,,
33925,l/o,1.0,0,neg_nonalpha_abrev,,,
33933,clbing/leveling,1.0,0,neg_nonalpha_abrev,,,
33934,crucial/busy,1.0,0,neg_nonalpha_abrev,,,
33936,'unrelated,1.0,0,neg_nonalpha_abrev,,,
33937,reduction),1.0,0,neg_nonalpha_abrev,,,
33940,typed),1.0,0,neg_nonalpha_abrev,,,
33941,baton),1.0,0,neg_nonalpha_abrev,,,
33942,10150',1.0,0,neg_nonalpha_abrev,,,
33944,10280',1.0,0,neg_nonalpha_abrev,,,
33947,'hooked,1.0,0,neg_nonalpha_abrev,,,
33948,contouring),1.0,0,neg_nonalpha_abrev,,,
33952,impending/existing,1.0,0,neg_nonalpha_abrev,,,
33954,proper/timely,1.0,0,neg_nonalpha_abrev,,,
33955,'meacham,1.0,0,neg_nonalpha_abrev,,,
33956,lndg/taking,1.0,0,neg_nonalpha_abrev,,,
33959,'biggest,1.0,0,neg_nonalpha_abrev,,,
33960,'450',1.0,0,neg_nonalpha_abrev,,,
33962,'screeching,1.0,0,neg_nonalpha_abrev,,,
33963,fmc/map,1.0,0,neg_nonalpha_abrev,,,
33965,8280',1.0,0,neg_nonalpha_abrev,,,
33967,otherwise?,1.0,0,neg_nonalpha_abrev,,,
33969,discussions/inquiries,1.0,0,neg_nonalpha_abrev,,,
33970,guy),1.0,0,neg_nonalpha_abrev,,,
33974,'record',1.0,0,neg_nonalpha_abrev,,,
33980,asked/inquired,1.0,0,neg_nonalpha_abrev,,,
33982,muni),1.0,0,neg_nonalpha_abrev,,,
33986,sensitive/responsive,1.0,0,neg_nonalpha_abrev,,,
33988,talk/xmit,1.0,0,neg_nonalpha_abrev,,,
33990,501),1.0,0,neg_nonalpha_abrev,,,
33991,carelessness),1.0,0,neg_nonalpha_abrev,,,
33994,'be20,1.0,0,neg_nonalpha_abrev,,,
33997,'navigating,1.0,0,neg_nonalpha_abrev,,,
33998,listen/hear,1.0,0,neg_nonalpha_abrev,,,
33999,'lesson,1.0,0,neg_nonalpha_abrev,,,
34000,correctives:,1.0,0,neg_nonalpha_abrev,,,
34001,drafts),1.0,0,neg_nonalpha_abrev,,,
34002,'clapr',1.0,0,neg_nonalpha_abrev,,,
34003,'clapr,1.0,0,neg_nonalpha_abrev,,,
34009,'executive,1.0,0,neg_nonalpha_abrev,,,
34013,tersely),1.0,0,neg_nonalpha_abrev,,,
34014,isol),1.0,0,neg_nonalpha_abrev,,,
34016,syndrome',1.0,0,neg_nonalpha_abrev,,,
34020,lce/lcw,1.0,0,neg_nonalpha_abrev,,,
34023,terpz6',1.0,0,neg_nonalpha_abrev,,,
34024,pack/fuel,1.0,0,neg_nonalpha_abrev,,,
34025,cockpit/flying,1.0,0,neg_nonalpha_abrev,,,
34026,before',1.0,0,neg_nonalpha_abrev,,,
34027,boat',1.0,0,neg_nonalpha_abrev,,,
34030,'brushed,1.0,0,neg_nonalpha_abrev,,,
34031,freqs',1.0,0,neg_nonalpha_abrev,,,
34034,kjnx),1.0,0,neg_nonalpha_abrev,,,
34035,kjyo),1.0,0,neg_nonalpha_abrev,,,
34036,hef',1.0,0,neg_nonalpha_abrev,,,
34038,'supplemental',1.0,0,neg_nonalpha_abrev,,,
34040,supplemental),1.0,0,neg_nonalpha_abrev,,,
34042,'cfit,1.0,0,neg_nonalpha_abrev,,,
34044,turb/subsequent,1.0,0,neg_nonalpha_abrev,,,
34046,a/f,1.0,0,neg_nonalpha_abrev,,,
34047,risks),1.0,0,neg_nonalpha_abrev,,,
34050,'luxor',1.0,0,neg_nonalpha_abrev,,,
34051,mlf),1.0,0,neg_nonalpha_abrev,,,
34053,'tragr,1.0,0,neg_nonalpha_abrev,,,
34057,ctr/nellis,1.0,0,neg_nonalpha_abrev,,,
34058,monitoring/communicating,1.0,0,neg_nonalpha_abrev,,,
34060,'dir,1.0,0,neg_nonalpha_abrev,,,
34061,'utare,1.0,0,neg_nonalpha_abrev,,,
34064,arr/short,1.0,0,neg_nonalpha_abrev,,,
34065,'towards',1.0,0,neg_nonalpha_abrev,,,
34066,edited/revised,1.0,0,neg_nonalpha_abrev,,,
34067,'clarr',1.0,0,neg_nonalpha_abrev,,,
34073,'gather,1.0,0,neg_nonalpha_abrev,,,
34074,profiles),1.0,0,neg_nonalpha_abrev,,,
34075,controllers/pilots,1.0,0,neg_nonalpha_abrev,,,
34076,point/turn,1.0,0,neg_nonalpha_abrev,,,
34077,proficient?,1.0,0,neg_nonalpha_abrev,,,
34081,xm/wx,1.0,0,neg_nonalpha_abrev,,,
34083,anyhow),1.0,0,neg_nonalpha_abrev,,,
34085,runways/closed,1.0,0,neg_nonalpha_abrev,,,
34086,deleted/omitted,1.0,0,neg_nonalpha_abrev,,,
34088,turning?,1.0,0,neg_nonalpha_abrev,,,
34089,pct/iad,1.0,0,neg_nonalpha_abrev,,,
34094,intc',1.0,0,neg_nonalpha_abrev,,,
34095,'lodzy,1.0,0,neg_nonalpha_abrev,,,
34096,seeing:,1.0,0,neg_nonalpha_abrev,,,
34103,top/ahead,1.0,0,neg_nonalpha_abrev,,,
34104,idale),1.0,0,neg_nonalpha_abrev,,,
34105,heating/air,1.0,0,neg_nonalpha_abrev,,,
34107,'utare',1.0,0,neg_nonalpha_abrev,,,
34108,'martinsburg,1.0,0,neg_nonalpha_abrev,,,
34110,truckin',1.0,0,neg_nonalpha_abrev,,,
34111,invalid',1.0,0,neg_nonalpha_abrev,,,
34114,cable/loose,1.0,0,neg_nonalpha_abrev,,,
34116,brain?,1.0,0,neg_nonalpha_abrev,,,
34118,'171,1.0,0,neg_nonalpha_abrev,,,
34119,yelling),1.0,0,neg_nonalpha_abrev,,,
34122,aural/scan,1.0,0,neg_nonalpha_abrev,,,
34123,verification?,1.0,0,neg_nonalpha_abrev,,,
34124,terms/descriptions,1.0,0,neg_nonalpha_abrev,,,
34125,'gte,1.0,0,neg_nonalpha_abrev,,,
34128,hpy),1.0,0,neg_nonalpha_abrev,,,
34130,'rooster',1.0,0,neg_nonalpha_abrev,,,
34133,oxxen),1.0,0,neg_nonalpha_abrev,,,
34134,'xx18,1.0,0,neg_nonalpha_abrev,,,
34135,equipped?,1.0,0,neg_nonalpha_abrev,,,
34136,uplink:,1.0,0,neg_nonalpha_abrev,,,
34137,advises:,1.0,0,neg_nonalpha_abrev,,,
34139,never',1.0,0,neg_nonalpha_abrev,,,
34141,retraction/clb,1.0,0,neg_nonalpha_abrev,,,
34143,'tiny',1.0,0,neg_nonalpha_abrev,,,
34144,'boundary',1.0,0,neg_nonalpha_abrev,,,
34146,'mrb',1.0,0,neg_nonalpha_abrev,,,
34150,ne/ny,1.0,0,neg_nonalpha_abrev,,,
34151,data/dep,1.0,0,neg_nonalpha_abrev,,,
34161,'activated',1.0,0,neg_nonalpha_abrev,,,
34163,concerns',1.0,0,neg_nonalpha_abrev,,,
34164,'deeply,1.0,0,neg_nonalpha_abrev,,,
34165,concern',1.0,0,neg_nonalpha_abrev,,,
34166,'deep,1.0,0,neg_nonalpha_abrev,,,
34169,'northeaster',1.0,0,neg_nonalpha_abrev,,,
34170,outflow),1.0,0,neg_nonalpha_abrev,,,
34172,adjoining),1.0,0,neg_nonalpha_abrev,,,
34179,ba31),1.0,0,neg_nonalpha_abrev,,,
34180,emo),1.0,0,neg_nonalpha_abrev,,,
34181,speculate),1.0,0,neg_nonalpha_abrev,,,
34182,degs/slow,1.0,0,neg_nonalpha_abrev,,,
34183,'aml,1.0,0,neg_nonalpha_abrev,,,
34184,'manne,1.0,0,neg_nonalpha_abrev,,,
34185,atc/iad,1.0,0,neg_nonalpha_abrev,,,
34187,'capitol,1.0,0,neg_nonalpha_abrev,,,
34189,host/non,1.0,0,neg_nonalpha_abrev,,,
34195,1796',1.0,0,neg_nonalpha_abrev,,,
34196,'reduce',1.0,0,neg_nonalpha_abrev,,,
34197,tcasii/ivsi,1.0,0,neg_nonalpha_abrev,,,
34199,'2300,1.0,0,neg_nonalpha_abrev,,,
34200,vnav/fmc,1.0,0,neg_nonalpha_abrev,,,
34206,'ellington,1.0,0,neg_nonalpha_abrev,,,
34213,deficiencies:,1.0,0,neg_nonalpha_abrev,,,
34214,14l),1.0,0,neg_nonalpha_abrev,,,
34215,calling',1.0,0,neg_nonalpha_abrev,,,
34222,'trios,1.0,0,neg_nonalpha_abrev,,,
34223,announcement:,1.0,0,neg_nonalpha_abrev,,,
34224,auto/coupled,1.0,0,neg_nonalpha_abrev,,,
34225,'evac,1.0,0,neg_nonalpha_abrev,,,
34228,'inspect,1.0,0,neg_nonalpha_abrev,,,
34236,'hooker,1.0,0,neg_nonalpha_abrev,,,
34242,criterion),1.0,0,neg_nonalpha_abrev,,,
34244,apologetic',1.0,0,neg_nonalpha_abrev,,,
34246,'10800,1.0,0,neg_nonalpha_abrev,,,
34252,gnsxls),1.0,0,neg_nonalpha_abrev,,,
34254,westwind),1.0,0,neg_nonalpha_abrev,,,
34256,alignments/updates,1.0,0,neg_nonalpha_abrev,,,
34258,'hints',1.0,0,neg_nonalpha_abrev,,,
34259,lessons',1.0,0,neg_nonalpha_abrev,,,
34260,rte/alts,1.0,0,neg_nonalpha_abrev,,,
34263,preprogrammed),1.0,0,neg_nonalpha_abrev,,,
34266,requiring],1.0,0,neg_nonalpha_abrev,,,
34271,mirok',1.0,0,neg_nonalpha_abrev,,,
34279,'grnpa,1.0,0,neg_nonalpha_abrev,,,
34282,luxor),1.0,0,neg_nonalpha_abrev,,,
34287,las:,1.0,0,neg_nonalpha_abrev,,,
34288,item/duty,1.0,0,neg_nonalpha_abrev,,,
34289,'gauge',1.0,0,neg_nonalpha_abrev,,,
34294,violations/devs,1.0,0,neg_nonalpha_abrev,,,
34295,dep/dvc,1.0,0,neg_nonalpha_abrev,,,
34297,lnav/rnav,1.0,0,neg_nonalpha_abrev,,,
34298,'mccarran,1.0,0,neg_nonalpha_abrev,,,
34302,arr/dest,1.0,0,neg_nonalpha_abrev,,,
34308,w/fr,1.0,0,neg_nonalpha_abrev,,,
34310,fixix),1.0,0,neg_nonalpha_abrev,,,
34312,extend),1.0,0,neg_nonalpha_abrev,,,
34313,unplanned/early,1.0,0,neg_nonalpha_abrev,,,
34315,'relax,1.0,0,neg_nonalpha_abrev,,,
34316,'re',1.0,0,neg_nonalpha_abrev,,,
34318,reduction/vectors,1.0,0,neg_nonalpha_abrev,,,
34322,'aaces2,1.0,0,neg_nonalpha_abrev,,,
34326,'skebr',1.0,0,neg_nonalpha_abrev,,,
34328,climb/early,1.0,0,neg_nonalpha_abrev,,,
34330,'lvl,1.0,0,neg_nonalpha_abrev,,,
34331,'handoffs',1.0,0,neg_nonalpha_abrev,,,
34332,reservations),1.0,0,neg_nonalpha_abrev,,,
34333,675',1.0,0,neg_nonalpha_abrev,,,
34335,reversal/proc,1.0,0,neg_nonalpha_abrev,,,
34336,heard/misheard,1.0,0,neg_nonalpha_abrev,,,
34339,given/accepted,1.0,0,neg_nonalpha_abrev,,,
34342,smoothly:,1.0,0,neg_nonalpha_abrev,,,
34343,assigned:,1.0,0,neg_nonalpha_abrev,,,
34344,'leak',1.0,0,neg_nonalpha_abrev,,,
34345,chg',1.0,0,neg_nonalpha_abrev,,,
34346,modec),1.0,0,neg_nonalpha_abrev,,,
34349,box/hand,1.0,0,neg_nonalpha_abrev,,,
34352,'2l',1.0,0,neg_nonalpha_abrev,,,
34358,cause/contributing,1.0,0,neg_nonalpha_abrev,,,
34360,r/n,1.0,0,neg_nonalpha_abrev,,,
34361,'lynsy,1.0,0,neg_nonalpha_abrev,,,
34373,misunderstanding/break,1.0,0,neg_nonalpha_abrev,,,
34374,utare),1.0,0,neg_nonalpha_abrev,,,
34375,inaccuracies',1.0,0,neg_nonalpha_abrev,,,
34381,misunderstanding/readback,1.0,0,neg_nonalpha_abrev,,,
34382,ackar/ackde,1.0,0,neg_nonalpha_abrev,,,
34385,route:,1.0,0,neg_nonalpha_abrev,,,
34386,'vip',1.0,0,neg_nonalpha_abrev,,,
34387,process:,1.0,0,neg_nonalpha_abrev,,,
34388,where/spelling,1.0,0,neg_nonalpha_abrev,,,
34389,'pleasure',1.0,0,neg_nonalpha_abrev,,,
34391,'care,1.0,0,neg_nonalpha_abrev,,,
34393,winchester',1.0,0,neg_nonalpha_abrev,,,
34394,nav/gpr,1.0,0,neg_nonalpha_abrev,,,
34396,'prnce',1.0,0,neg_nonalpha_abrev,,,
34397,nellis?,1.0,0,neg_nonalpha_abrev,,,
34398,'flips',1.0,0,neg_nonalpha_abrev,,,
34399,info/discussion,1.0,0,neg_nonalpha_abrev,,,
34403,ime),1.0,0,neg_nonalpha_abrev,,,
34404,'lrp,1.0,0,neg_nonalpha_abrev,,,
34410,tags/loss,1.0,0,neg_nonalpha_abrev,,,
34411,targets/dropped,1.0,0,neg_nonalpha_abrev,,,
34412,in/outbound,1.0,0,neg_nonalpha_abrev,,,
34413,dixxe),1.0,0,neg_nonalpha_abrev,,,
34414,'vicinity',1.0,0,neg_nonalpha_abrev,,,
34415,'proximity,1.0,0,neg_nonalpha_abrev,,,
34418,kpym),1.0,0,neg_nonalpha_abrev,,,
34421,nmac/exceeded,1.0,0,neg_nonalpha_abrev,,,
34424,star/sids,1.0,0,neg_nonalpha_abrev,,,
34427,[however,1.0,0,neg_nonalpha_abrev,,,
34428,nbw),1.0,0,neg_nonalpha_abrev,,,
34429,ils/rnav,1.0,0,neg_nonalpha_abrev,,,
34430,ks25l),1.0,0,neg_nonalpha_abrev,,,
34431,determination?,1.0,0,neg_nonalpha_abrev,,,
34432,location/altitude,1.0,0,neg_nonalpha_abrev,,,
34433,'c208,1.0,0,neg_nonalpha_abrev,,,
34435,fmh),1.0,0,neg_nonalpha_abrev,,,
34437,tilus/dir,1.0,0,neg_nonalpha_abrev,,,
34442,anthm',1.0,0,neg_nonalpha_abrev,,,
34444,vegas/mccarran,1.0,0,neg_nonalpha_abrev,,,
34447,day/tfc,1.0,0,neg_nonalpha_abrev,,,
34448,fdc:,1.0,0,neg_nonalpha_abrev,,,
34449,'aob',1.0,0,neg_nonalpha_abrev,,,
34451,'aob,1.0,0,neg_nonalpha_abrev,,,
34454,view',1.0,0,neg_nonalpha_abrev,,,
34456,'roppr,1.0,0,neg_nonalpha_abrev,,,
34457,faa/user,1.0,0,neg_nonalpha_abrev,,,
34458,'tralr,1.0,0,neg_nonalpha_abrev,,,
34460,'agility,1.0,0,neg_nonalpha_abrev,,,
34462,'vintage',1.0,0,neg_nonalpha_abrev,,,
34467,avionics/warning,1.0,0,neg_nonalpha_abrev,,,
34468,'gulped',1.0,0,neg_nonalpha_abrev,,,
34470,cuts/scratches,1.0,0,neg_nonalpha_abrev,,,
34471,'filps,1.0,0,neg_nonalpha_abrev,,,
34472,member:,1.0,0,neg_nonalpha_abrev,,,
34474,silencing),1.0,0,neg_nonalpha_abrev,,,
34477,'sub,1.0,0,neg_nonalpha_abrev,,,
34479,visual/radar,1.0,0,neg_nonalpha_abrev,,,
34482,pictures',1.0,0,neg_nonalpha_abrev,,,
34483,proc/sid,1.0,0,neg_nonalpha_abrev,,,
34484,procs/sid,1.0,0,neg_nonalpha_abrev,,,
34485,j146',1.0,0,neg_nonalpha_abrev,,,
34487,'realistic,1.0,0,neg_nonalpha_abrev,,,
34490,'closely',1.0,0,neg_nonalpha_abrev,,,
34493,'hardball',1.0,0,neg_nonalpha_abrev,,,
34494,fmc/star,1.0,0,neg_nonalpha_abrev,,,
34495,'lowest',1.0,0,neg_nonalpha_abrev,,,
34496,'ipumy',1.0,0,neg_nonalpha_abrev,,,
34497,avail),1.0,0,neg_nonalpha_abrev,,,
34498,supvr:,1.0,0,neg_nonalpha_abrev,,,
34501,d/c,1.0,0,neg_nonalpha_abrev,,,
34503,whigg),1.0,0,neg_nonalpha_abrev,,,
34506,data/arr,1.0,0,neg_nonalpha_abrev,,,
34508,occurrence/event,1.0,0,neg_nonalpha_abrev,,,
34509,disconcerting),1.0,0,neg_nonalpha_abrev,,,
34512,ca/fo,1.0,0,neg_nonalpha_abrev,,,
34513,'depressed,1.0,0,neg_nonalpha_abrev,,,
34515,'return',1.0,0,neg_nonalpha_abrev,,,
34517,stearsman),1.0,0,neg_nonalpha_abrev,,,
34518,tasks),1.0,0,neg_nonalpha_abrev,,,
34519,turb/strong,1.0,0,neg_nonalpha_abrev,,,
34521,worried',1.0,0,neg_nonalpha_abrev,,,
34524,vfr/marginal,1.0,0,neg_nonalpha_abrev,,,
34525,'cloud,1.0,0,neg_nonalpha_abrev,,,
34526,cxo),1.0,0,neg_nonalpha_abrev,,,
34529,iadfe),1.0,0,neg_nonalpha_abrev,,,
34531,bumps),1.0,0,neg_nonalpha_abrev,,,
34532,habits/inst,1.0,0,neg_nonalpha_abrev,,,
34535,dmw),1.0,0,neg_nonalpha_abrev,,,
34537,alt/acft,1.0,0,neg_nonalpha_abrev,,,
34539,13500),1.0,0,neg_nonalpha_abrev,,,
34540,'transponder',1.0,0,neg_nonalpha_abrev,,,
34541,a/v,1.0,0,neg_nonalpha_abrev,,,
34542,miss/midair,1.0,0,neg_nonalpha_abrev,,,
34546,pos/error,1.0,0,neg_nonalpha_abrev,,,
34547,prob/corrective,1.0,0,neg_nonalpha_abrev,,,
34548,t02),1.0,0,neg_nonalpha_abrev,,,
34549,inadvertently),1.0,0,neg_nonalpha_abrev,,,
34550,'arcing',1.0,0,neg_nonalpha_abrev,,,
34555,reflection),1.0,0,neg_nonalpha_abrev,,,
34561,'receiver,1.0,0,neg_nonalpha_abrev,,,
34567,alerting),1.0,0,neg_nonalpha_abrev,,,
34570,jst),1.0,0,neg_nonalpha_abrev,,,
34571,how?,1.0,0,neg_nonalpha_abrev,,,
34573,arpt/fbo,1.0,0,neg_nonalpha_abrev,,,
34577,scope],1.0,0,neg_nonalpha_abrev,,,
34579,quandary:,1.0,0,neg_nonalpha_abrev,,,
34581,sump/drain,1.0,0,neg_nonalpha_abrev,,,
34582,terpz),1.0,0,neg_nonalpha_abrev,,,
34583,hfy),1.0,0,neg_nonalpha_abrev,,,
34588,duct),1.0,0,neg_nonalpha_abrev,,,
34589,incorrectly?,1.0,0,neg_nonalpha_abrev,,,
34590,fbo/flt,1.0,0,neg_nonalpha_abrev,,,
34592,noticed),1.0,0,neg_nonalpha_abrev,,,
34593,changed/replaced,1.0,0,neg_nonalpha_abrev,,,
34596,v0r),1.0,0,neg_nonalpha_abrev,,,
34597,relays/towers,1.0,0,neg_nonalpha_abrev,,,
34599,4i8),1.0,0,neg_nonalpha_abrev,,,
34600,stop/dsnd,1.0,0,neg_nonalpha_abrev,,,
34601,[potomac,1.0,0,neg_nonalpha_abrev,,,
34605,lgt/mdt,1.0,0,neg_nonalpha_abrev,,,
34612,wed/july,1.0,0,neg_nonalpha_abrev,,,
34613,amo),1.0,0,neg_nonalpha_abrev,,,
34615,r3401),1.0,0,neg_nonalpha_abrev,,,
34616,shorthanded',1.0,0,neg_nonalpha_abrev,,,
34618,iadfc),1.0,0,neg_nonalpha_abrev,,,
34620,mistakes/lessons,1.0,0,neg_nonalpha_abrev,,,
34621,plural),1.0,0,neg_nonalpha_abrev,,,
34623,'cbrez,1.0,0,neg_nonalpha_abrev,,,
34626,'classics',1.0,0,neg_nonalpha_abrev,,,
34630,frdmm3),1.0,0,neg_nonalpha_abrev,,,
34634,efis/cockpit,1.0,0,neg_nonalpha_abrev,,,
34636,radio/headset,1.0,0,neg_nonalpha_abrev,,,
34637,briskly),1.0,0,neg_nonalpha_abrev,,,
34644,sternly),1.0,0,neg_nonalpha_abrev,,,
34645,'shells,1.0,0,neg_nonalpha_abrev,,,
34647,canyon',1.0,0,neg_nonalpha_abrev,,,
34649,personal:,1.0,0,neg_nonalpha_abrev,,,
34653,rtp),1.0,0,neg_nonalpha_abrev,,,
34655,'manipulate,1.0,0,neg_nonalpha_abrev,,,
34656,radios?,1.0,0,neg_nonalpha_abrev,,,
34661,'dad,1.0,0,neg_nonalpha_abrev,,,
34663,'adad',1.0,0,neg_nonalpha_abrev,,,
34664,thunderstorms/convective,1.0,0,neg_nonalpha_abrev,,,
34665,adad),1.0,0,neg_nonalpha_abrev,,,
34670,top/center,1.0,0,neg_nonalpha_abrev,,,
34678,efas',1.0,0,neg_nonalpha_abrev,,,
34679,outs?,1.0,0,neg_nonalpha_abrev,,,
34686,iws),1.0,0,neg_nonalpha_abrev,,,
34690,alt/segments,1.0,0,neg_nonalpha_abrev,,,
34693,rokit1),1.0,0,neg_nonalpha_abrev,,,
34695,flying/arriving,1.0,0,neg_nonalpha_abrev,,,
34697,ad00),1.0,0,neg_nonalpha_abrev,,,
34698,pwr/spd,1.0,0,neg_nonalpha_abrev,,,
34700,'drxlr,1.0,0,neg_nonalpha_abrev,,,
34707,caution/eng,1.0,0,neg_nonalpha_abrev,,,
34709,concluded:,1.0,0,neg_nonalpha_abrev,,,
34710,bpt),1.0,0,neg_nonalpha_abrev,,,
34713,through/around,1.0,0,neg_nonalpha_abrev,,,
34714,sfra/vfr,1.0,0,neg_nonalpha_abrev,,,
34715,iah9),1.0,0,neg_nonalpha_abrev,,,
34716,stn),1.0,0,neg_nonalpha_abrev,,,
34719,target/mode,1.0,0,neg_nonalpha_abrev,,,
34720,meaning:,1.0,0,neg_nonalpha_abrev,,,
34722,'birds,1.0,0,neg_nonalpha_abrev,,,
34723,'supvr',1.0,0,neg_nonalpha_abrev,,,
34724,atc/flcs,1.0,0,neg_nonalpha_abrev,,,
