airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
KCRG,Jacksonville Executive at Craig Airport,1999,11,1,0
KCRG,Jacksonville Executive at Craig Airport,2003,01,1,0
KCRG,Jacksonville Executive at Craig Airport,2003,11,1,0
KCRG,Jacksonville Executive at Craig Airport,2005,01,1,0
KCRG,Jacksonville Executive at Craig Airport,2005,03,0,1
KCRG,Jacksonville Executive at Craig Airport,2005,10,1,0
KCRG,Jacksonville Executive at Craig Airport,2006,06,1,0
KCRG,Jacksonville Executive at Craig Airport,2007,06,1,0
KCRG,Jacksonville Executive at Craig Airport,2011,04,1,0
KCRG,Jacksonville Executive at Craig Airport,2011,12,1,0
KCRG,Jacksonville Executive at Craig Airport,2013,12,1,0
KCRG,Jacksonville Executive at Craig Airport,2015,04,1,0
KCRG,Jacksonville Executive at Craig Airport,2016,12,2,0
KCRG,Jacksonville Executive at Craig Airport,2018,02,1,0
KCRG,Jacksonville Executive at Craig Airport,2019,08,1,0
KCRO,Corcoran Airport,1982,08,1,0
KCRP,Corpus Christi International Airport,1982,09,1,0
KCRP,Corpus Christi International Airport,1983,10,1,0
KCRP,Corpus Christi International Airport,1985,01,1,0
KCRP,Corpus Christi International Airport,1986,01,1,0
KCRP,Corpus Christi International Airport,1986,05,0,1
KCRP,Corpus Christi International Airport,1995,05,1,0
KCRP,Corpus Christi International Airport,2007,05,1,0
KCRP,Corpus Christi International Airport,2012,04,1,0
KCRP,Corpus Christi International Airport,2016,12,1,0
KCRQ,Mc Clellan-Palomar Airport,1982,02,1,0
KCRQ,Mc Clellan-Palomar Airport,1984,03,1,0
KCRQ,Mc Clellan-Palomar Airport,1984,09,1,0
KCRQ,Mc Clellan-Palomar Airport,1986,02,2,0
KCRQ,Mc Clellan-Palomar Airport,1986,09,1,0
KCRQ,Mc Clellan-Palomar Airport,1988,12,1,0
KCRQ,Mc Clellan-Palomar Airport,1990,06,1,0
KCRQ,Mc Clellan-Palomar Airport,1991,12,1,0
KCRQ,Mc Clellan-Palomar Airport,1993,03,1,0
KCRQ,Mc Clellan-Palomar Airport,1994,02,1,0
KCRQ,Mc Clellan-Palomar Airport,1994,06,1,0
KCRQ,Mc Clellan-Palomar Airport,1994,12,1,0
KCRQ,Mc Clellan-Palomar Airport,1995,07,1,0
KCRQ,Mc Clellan-Palomar Airport,1999,09,1,0
KCRQ,Mc Clellan-Palomar Airport,2000,12,1,0
KCRQ,Mc Clellan-Palomar Airport,2001,09,1,0
KCRQ,Mc Clellan-Palomar Airport,2002,09,2,0
KCRQ,Mc Clellan-Palomar Airport,2004,05,1,0
KCRQ,Mc Clellan-Palomar Airport,2005,06,2,0
KCRQ,Mc Clellan-Palomar Airport,2006,01,1,0
KCRQ,Mc Clellan-Palomar Airport,2006,06,1,0
KCRQ,Mc Clellan-Palomar Airport,2007,07,1,0
KCRQ,Mc Clellan-Palomar Airport,2007,11,1,0
KCRQ,Mc Clellan-Palomar Airport,2008,04,2,0
KCRQ,Mc Clellan-Palomar Airport,2008,09,2,0
KCRQ,Mc Clellan-Palomar Airport,2009,04,1,0
KCRQ,Mc Clellan-Palomar Airport,2010,08,1,0
KCRQ,Mc Clellan-Palomar Airport,2012,11,1,0
KCRQ,Mc Clellan-Palomar Airport,2015,05,1,0
KCRQ,Mc Clellan-Palomar Airport,2015,11,2,0
KCRQ,Mc Clellan-Palomar Airport,2017,06,1,0
KCRQ,Mc Clellan-Palomar Airport,2017,07,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,1982,11,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,1983,08,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,1985,02,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,2000,08,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,2000,09,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,2004,09,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,2009,03,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,2011,01,1,0
KCRS,C David Campbell Field Corsicana Municipal Airport,2018,07,1,0
KCRT,Z M Jack Stell Field,2019,05,1,0
KCRW,Yeager Airport,1983,04,1,0
KCRW,Yeager Airport,1983,09,1,0
KCRW,Yeager Airport,1985,03,1,0
KCRW,Yeager Airport,1985,05,1,0
KCRW,Yeager Airport,1987,03,1,0
KCRW,Yeager Airport,1988,04,1,0
KCRW,Yeager Airport,1988,08,2,0
KCRW,Yeager Airport,1990,06,1,0
KCRW,Yeager Airport,1990,08,1,0
KCRW,Yeager Airport,1992,03,1,0
KCRW,Yeager Airport,1996,04,1,0
KCRW,Yeager Airport,1996,12,1,0
KCRW,Yeager Airport,1997,01,0,1
KCRW,Yeager Airport,2000,12,1,0
KCRW,Yeager Airport,2002,07,1,0
KCRW,Yeager Airport,2004,09,1,0
KCRW,Yeager Airport,2009,07,1,0
KCRW,Yeager Airport,2010,01,0,1
KCRW,Yeager Airport,2016,03,1,0
KCRW,Yeager Airport,2017,01,1,0
KCRX,Roscoe Turner Airport,1995,05,1,0
KCRX,Roscoe Turner Airport,2015,12,1,0
KCRZ,Corning Municipal Airport,1987,01,1,0
KCRZ,Corning Municipal Airport,2000,11,1,0
KCSB,Cambridge Municipal Airport,2001,06,1,0
KCSB,Cambridge Municipal Airport,2003,01,1,0
KCSB,Cambridge Municipal Airport,2011,07,1,0
KCSG,Columbus Metropolitan Airport,1984,09,1,0
KCSG,Columbus Metropolitan Airport,1986,06,2,0
KCSG,Columbus Metropolitan Airport,1986,11,0,1
KCSG,Columbus Metropolitan Airport,1990,11,0,1
KCSG,Columbus Metropolitan Airport,1994,07,1,0
KCSG,Columbus Metropolitan Airport,1999,10,1,0
KCSG,Columbus Metropolitan Airport,2008,04,2,0
KCSG,Columbus Metropolitan Airport,2009,06,1,0
KCSG,Columbus Metropolitan Airport,2009,07,1,0
KCSG,Columbus Metropolitan Airport,2012,05,1,0
KCSG,Columbus Metropolitan Airport,2012,08,1,0
KCSG,Columbus Metropolitan Airport,2013,04,1,0
KCSG,Columbus Metropolitan Airport,2013,07,1,0
KCSG,Columbus Metropolitan Airport,2014,09,1,0
KCSG,Columbus Metropolitan Airport,2016,11,1,0
KCSM,Clinton Sherman Airport,1998,10,1,0
KCSM,Clinton Sherman Airport,2008,06,1,0
KCSM,Clinton Sherman Airport,2016,08,1,0
KCSQ,Creston Municipal Airport,1987,08,1,0
KCSQ,Creston Municipal Airport,1991,05,1,0
KCSQ,Creston Municipal Airport,2009,08,1,0
KCSV,Crossville Memorial Whitson Field,1986,03,1,0
KCSV,Crossville Memorial Whitson Field,1993,01,1,0
KCSV,Crossville Memorial Whitson Field,1997,11,1,0
KCSV,Crossville Memorial Whitson Field,2000,08,1,0
KCSV,Crossville Memorial Whitson Field,2006,09,1,0
KCSV,Crossville Memorial Whitson Field,2009,02,1,0
KCSV,Crossville Memorial Whitson Field,2012,05,1,0
KCSV,Crossville Memorial Whitson Field,2012,10,1,0
KCTB,Cut Bank International Airport,1982,11,1,0
KCTB,Cut Bank International Airport,1982,12,1,0
KCTB,Cut Bank International Airport,1987,08,1,0
KCTB,Cut Bank International Airport,1988,05,1,0
KCTB,Cut Bank International Airport,1994,09,1,0
KCTB,Cut Bank International Airport,1996,05,1,0
KCTB,Cut Bank International Airport,2004,07,1,0
KCTB,Cut Bank International Airport,2018,07,1,0
KCTJ,West Georgia Regional O V Gray Field,1982,03,1,0
KCTJ,West Georgia Regional O V Gray Field,1993,10,1,0
KCTJ,West Georgia Regional O V Gray Field,1994,12,1,0
KCTJ,West Georgia Regional O V Gray Field,1995,08,1,0
KCTJ,West Georgia Regional O V Gray Field,1997,04,1,0
KCTJ,West Georgia Regional O V Gray Field,2002,06,1,0
KCTJ,West Georgia Regional O V Gray Field,2003,03,1,0
KCTJ,West Georgia Regional O V Gray Field,2007,12,1,0
KCTJ,West Georgia Regional O V Gray Field,2010,04,1,0
KCTJ,West Georgia Regional O V Gray Field,2010,05,1,0
KCTJ,West Georgia Regional O V Gray Field,2011,03,1,0
KCTJ,West Georgia Regional O V Gray Field,2016,09,2,0
KCTK,Ingersoll Airport,1986,04,1,0
KCTK,Ingersoll Airport,1993,08,1,0
KCTK,Ingersoll Airport,1994,03,1,0
KCTK,Ingersoll Airport,2002,09,1,0
KCTK,Ingersoll Airport,2003,07,1,0
KCTK,Ingersoll Airport,2017,10,1,0
KCTY,Cross City Airport,1984,11,1,0
KCTY,Cross City Airport,1997,07,1,0
KCTY,Cross City Airport,2004,10,1,0
KCTY,Cross City Airport,2010,04,1,0
KCTY,Cross City Airport,2014,06,1,0
KCTZ,Sampson County Airport,1996,06,1,0
KCTZ,Sampson County Airport,2006,08,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1983,01,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1983,06,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1983,12,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1986,02,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1987,01,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1992,01,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1997,11,1,0
KCUB,Jim Hamilton L.B. Owens Airport,1998,06,1,0
KCUB,Jim Hamilton L.B. Owens Airport,2000,03,1,0
KCUB,Jim Hamilton L.B. Owens Airport,2002,11,1,0
KCUB,Jim Hamilton L.B. Owens Airport,2003,11,1,0
KCUB,Jim Hamilton L.B. Owens Airport,2007,09,1,0
KCUB,Jim Hamilton L.B. Owens Airport,2007,10,1,0
KCUH,Cushing Municipal Airport,1982,06,1,0
KCUH,Cushing Municipal Airport,1985,08,1,0
KCUH,Cushing Municipal Airport,1998,04,1,0
KCUL,Carmi Municipal Airport,1991,12,1,0
KCUL,Carmi Municipal Airport,2004,06,1,0
KCUL,Carmi Municipal Airport,2010,06,1,0
KCUT,Custer County Airport,1999,10,1,0
KCUT,Custer County Airport,2004,07,1,0
KCUT,Custer County Airport,2004,09,1,0
KCUT,Custer County Airport,2010,06,1,0
KCVB,Castroville Municipal Airport,2011,06,1,0
KCVB,Castroville Municipal Airport,2013,09,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1983,03,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1983,06,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1984,02,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1984,03,0,1
KCVG,Cincinnati Northern Kentucky International Airport,1984,05,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1984,12,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1985,01,0,1
KCVG,Cincinnati Northern Kentucky International Airport,1987,03,0,1
KCVG,Cincinnati Northern Kentucky International Airport,1989,03,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1989,11,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1990,11,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1991,12,0,1
KCVG,Cincinnati Northern Kentucky International Airport,1994,03,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1995,03,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1996,11,0,1
KCVG,Cincinnati Northern Kentucky International Airport,1997,02,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1997,06,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1998,03,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1998,10,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1998,11,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1999,02,1,0
KCVG,Cincinnati Northern Kentucky International Airport,1999,05,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2002,01,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2002,06,0,1
KCVG,Cincinnati Northern Kentucky International Airport,2003,03,0,1
KCVG,Cincinnati Northern Kentucky International Airport,2003,09,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2003,12,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2004,08,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2005,01,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2005,10,1,0
KCVG,Cincinnati Northern Kentucky International Airport,2010,01,0,1
KCVG,Cincinnati Northern Kentucky International Airport,2010,12,0,2
KCVG,Cincinnati Northern Kentucky International Airport,2013,02,1,0
KCVN,Clovis Municipal Airport,1982,02,1,0
KCVN,Clovis Municipal Airport,1985,05,1,0
KCVN,Clovis Municipal Airport,1985,07,1,0
KCVN,Clovis Municipal Airport,1988,01,1,0
KCVN,Clovis Municipal Airport,1988,10,1,0
KCVN,Clovis Municipal Airport,1990,07,1,0
KCVN,Clovis Municipal Airport,1990,11,1,0
KCVN,Clovis Municipal Airport,1992,07,1,0
KCVN,Clovis Municipal Airport,1993,02,1,0
KCVN,Clovis Municipal Airport,1999,08,1,0
KCVN,Clovis Municipal Airport,2001,02,1,0
KCVN,Clovis Municipal Airport,2001,03,1,0
KCVN,Clovis Municipal Airport,2004,03,1,0
KCVN,Clovis Municipal Airport,2005,10,1,0
KCVN,Clovis Municipal Airport,2008,12,1,0
KCVN,Clovis Municipal Airport,2011,01,1,0
KCVN,Clovis Municipal Airport,2015,08,1,0
KCVN,Clovis Municipal Airport,2017,05,1,0
KCVN,Clovis Municipal Airport,2018,06,1,0
KCVN,Clovis Municipal Airport,2018,11,1,0
KCVO,Corvallis Municipal Airport,1982,07,1,0
KCVO,Corvallis Municipal Airport,1982,09,1,0
KCVO,Corvallis Municipal Airport,1991,09,1,0
KCVO,Corvallis Municipal Airport,1993,10,1,0
KCVO,Corvallis Municipal Airport,1995,02,1,0
KCVO,Corvallis Municipal Airport,1995,09,1,0
KCVO,Corvallis Municipal Airport,1996,05,1,0
KCVO,Corvallis Municipal Airport,2000,09,1,0
KCVO,Corvallis Municipal Airport,2001,05,1,0
KCVO,Corvallis Municipal Airport,2005,04,1,0
KCVO,Corvallis Municipal Airport,2009,04,1,0
KCVO,Corvallis Municipal Airport,2010,01,1,0
KCVO,Corvallis Municipal Airport,2010,05,1,0
KCVO,Corvallis Municipal Airport,2013,04,1,0
KCVO,Corvallis Municipal Airport,2016,08,1,0
KCVO,Corvallis Municipal Airport,2018,08,1,0
KCVO,Corvallis Municipal Airport,2018,11,1,0
KCVO,Corvallis Municipal Airport,2019,03,1,0
KCVX,Charlevoix Municipal Airport,1986,07,1,0
KCVX,Charlevoix Municipal Airport,1987,02,1,0
KCVX,Charlevoix Municipal Airport,1987,08,1,0
KCVX,Charlevoix Municipal Airport,2001,02,1,0
KCWA,Central Wisconsin Airport,1985,06,1,0
KCWA,Central Wisconsin Airport,1986,08,1,0
KCWA,Central Wisconsin Airport,1986,12,1,0
KCWA,Central Wisconsin Airport,1988,12,0,1
KCWA,Central Wisconsin Airport,1990,01,1,0
KCWA,Central Wisconsin Airport,2003,12,1,0
KCWC,Kickapoo Downtown Airport,2008,09,1,0
KCWC,Kickapoo Downtown Airport,2010,04,1,0
KCWC,Kickapoo Downtown Airport,2014,03,1,0
KCWC,Kickapoo Downtown Airport,2014,07,1,0
KCWC,Kickapoo Downtown Airport,2016,08,1,0
KCWF,Chennault International Airport,2010,06,1,0
KCWI,Clinton Municipal Airport,1986,01,1,0
KCWI,Clinton Municipal Airport,1988,11,1,0
KCWI,Clinton Municipal Airport,2012,09,2,0
KCWN,White Mountain Airport,1983,10,1,0
KCWN,White Mountain Airport,1985,10,1,0
KCWS,Dennis F Cantrell Field,2007,06,1,0
KCWS,Dennis F Cantrell Field,2012,07,1,0
KCWS,Dennis F Cantrell Field,2012,11,1,0
KCWS,Dennis F Cantrell Field,2013,09,1,0
KCWV,Claxton Evans County Airport,2001,04,1,0
KCXL,Calexico International Airport,1985,12,1,0
KCXL,Calexico International Airport,1987,04,1,0
KCXL,Calexico International Airport,1989,01,1,0
KCXL,Calexico International Airport,1990,08,1,0
KCXL,Calexico International Airport,1994,05,1,0
KCXL,Calexico International Airport,1998,06,1,0
KCXL,Calexico International Airport,2009,03,1,0
KCXL,Calexico International Airport,2012,10,1,0
KCXL,Calexico International Airport,2013,10,1,0
KCXL,Calexico International Airport,2015,02,1,0
KCXO,Conroe-North Houston Regional Airport,2011,05,1,0
KCXP,Carson Airport,1998,05,1,0
KCXP,Carson Airport,1998,10,1,0
KCXP,Carson Airport,1999,08,1,0
KCXP,Carson Airport,2000,06,1,0
KCXP,Carson Airport,2000,11,1,0
KCXP,Carson Airport,2001,07,1,0
KCXP,Carson Airport,2001,09,1,0
KCXP,Carson Airport,2004,05,1,0
KCXP,Carson Airport,2007,05,1,0
KCXP,Carson Airport,2008,08,1,0
KCXP,Carson Airport,2009,01,1,0
KCXP,Carson Airport,2009,07,1,0
KCXP,Carson Airport,2009,11,1,0
KCXP,Carson Airport,2013,05,1,0
KCXP,Carson Airport,2013,08,1,0
KCXP,Carson Airport,2013,12,1,0
KCXP,Carson Airport,2015,02,1,0
KCXP,Carson Airport,2015,05,1,0
KCXP,Carson Airport,2016,02,1,0
KCXP,Carson Airport,2016,10,1,0
KCXP,Carson Airport,2017,02,1,0
KCXP,Carson Airport,2017,03,1,0
KCXP,Carson Airport,2017,05,1,0
KCXP,Carson Airport,2018,02,3,0
KCXP,Carson Airport,2018,09,1,0
KCXP,Carson Airport,2018,10,2,0
KCXU,Camilla Mitchell County Airport,1991,06,1,0
KCXU,Camilla Mitchell County Airport,2003,08,1,0
KCXU,Camilla Mitchell County Airport,2007,03,1,0
KCXW,Cantrell Field Airport,2017,03,1,0
KCXY,Capital City Airport,1983,01,1,0
KCXY,Capital City Airport,1984,09,1,0
KCXY,Capital City Airport,1986,08,1,0
KCXY,Capital City Airport,1987,09,1,0
KCXY,Capital City Airport,1990,02,1,0
KCXY,Capital City Airport,1993,02,1,0
KCXY,Capital City Airport,1993,03,1,0
KCXY,Capital City Airport,1996,07,1,0
KCXY,Capital City Airport,1997,10,1,0
KCXY,Capital City Airport,2005,06,1,0
KCXY,Capital City Airport,2014,05,1,0
KCYO,Pickaway County Memorial Airport,1990,08,1,0
KCYO,Pickaway County Memorial Airport,2002,09,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1983,08,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1984,05,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1984,06,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1984,08,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1984,10,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1986,05,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1986,06,2,0
KCYS,Cheyenne Regional Jerry Olson Field,1986,11,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1989,01,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1989,04,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1990,09,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1991,09,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1992,07,0,1
KCYS,Cheyenne Regional Jerry Olson Field,1993,05,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1993,12,1,0
KCYS,Cheyenne Regional Jerry Olson Field,1996,04,2,0
KCYS,Cheyenne Regional Jerry Olson Field,2002,04,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2002,05,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2003,07,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2004,07,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2008,07,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2011,11,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2011,12,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2015,08,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2018,06,1,0
KCYS,Cheyenne Regional Jerry Olson Field,2019,07,1,0
KCZD,Cozad Municipal Airport,1982,05,1,0
KCZG,Tri Cities Airport,1982,12,1,0
KCZG,Tri Cities Airport,2019,06,1,0
KCZL,Tom B. David Field,1996,06,1,0
KCZL,Tom B. David Field,2003,10,1,0
KCZL,Tom B. David Field,2011,07,1,0
KCZL,Tom B. David Field,2012,12,1,0
KCZL,Tom B. David Field,2016,07,1,0
KCZL,Tom B. David Field,2019,03,1,0
KCZT,Dimmit County Airport,2013,06,1,0
KDAB,Daytona Beach International Airport,1997,01,1,0
KDAB,Daytona Beach International Airport,2000,11,1,0
KDAB,Daytona Beach International Airport,2005,05,1,0
KDAB,Daytona Beach International Airport,2005,08,1,0
KDAB,Daytona Beach International Airport,2005,11,1,0
KDAB,Daytona Beach International Airport,2005,12,1,0
KDAB,Daytona Beach International Airport,2007,05,1,0
KDAB,Daytona Beach International Airport,2008,04,1,0
KDAB,Daytona Beach International Airport,2015,05,2,0
KDAG,Barstow Daggett Airport,2007,03,1,0
KDAG,Barstow Daggett Airport,2011,10,1,0
KDAG,Barstow Daggett Airport,2014,04,1,0
KDAY,James M Cox Dayton International Airport,2011,01,0,1
KDAY,James M Cox Dayton International Airport,2013,06,2,0
KDCA,Ronald Reagan Washington National Airport,2008,02,2,0
KDEC,Decatur Airport,1983,08,1,0
KDEC,Decatur Airport,1986,10,1,0
KDEC,Decatur Airport,1987,01,1,0
KDEC,Decatur Airport,1987,11,1,0
KDEC,Decatur Airport,1989,04,1,0
KDEC,Decatur Airport,1991,09,1,0
KDEC,Decatur Airport,1992,05,1,0
KDEC,Decatur Airport,1998,01,1,0
KDEC,Decatur Airport,2000,04,1,0
KDEC,Decatur Airport,2000,06,1,0
KDEC,Decatur Airport,2001,11,1,0
KDEC,Decatur Airport,2004,09,1,0
KDEC,Decatur Airport,2010,12,1,0
KDEC,Decatur Airport,2014,08,1,0
KDED,Deland Municipal Sidney H Taylor Field,1982,01,1,0
KDED,Deland Municipal Sidney H Taylor Field,1984,04,2,0
KDED,Deland Municipal Sidney H Taylor Field,1985,12,1,0
KDED,Deland Municipal Sidney H Taylor Field,1987,06,1,0
KDED,Deland Municipal Sidney H Taylor Field,1987,10,1,0
KDED,Deland Municipal Sidney H Taylor Field,1990,05,1,0
KDED,Deland Municipal Sidney H Taylor Field,1991,01,1,0
KDED,Deland Municipal Sidney H Taylor Field,1994,11,1,0
KDED,Deland Municipal Sidney H Taylor Field,1999,12,2,0
KDED,Deland Municipal Sidney H Taylor Field,2000,01,1,0
KDED,Deland Municipal Sidney H Taylor Field,2000,09,1,0
KDED,Deland Municipal Sidney H Taylor Field,2000,10,1,0
KDED,Deland Municipal Sidney H Taylor Field,2001,11,1,0
KDED,Deland Municipal Sidney H Taylor Field,2002,05,1,0
KDED,Deland Municipal Sidney H Taylor Field,2002,09,1,0
KDED,Deland Municipal Sidney H Taylor Field,2004,07,1,0
KDED,Deland Municipal Sidney H Taylor Field,2005,04,1,0
KDED,Deland Municipal Sidney H Taylor Field,2005,10,1,0
KDED,Deland Municipal Sidney H Taylor Field,2006,07,1,0
KDED,Deland Municipal Sidney H Taylor Field,2008,03,1,0
KDED,Deland Municipal Sidney H Taylor Field,2010,09,1,0
KDED,Deland Municipal Sidney H Taylor Field,2011,10,1,0
KDED,Deland Municipal Sidney H Taylor Field,2012,03,1,0
KDED,Deland Municipal Sidney H Taylor Field,2012,04,1,0
KDED,Deland Municipal Sidney H Taylor Field,2012,08,1,0
KDED,Deland Municipal Sidney H Taylor Field,2014,05,1,0
KDED,Deland Municipal Sidney H Taylor Field,2015,01,1,0
KDEN,Denver International Airport,1989,05,0,1
KDEN,Denver International Airport,2008,12,1,0
KDEN,Denver International Airport,2009,05,1,0
KDEN,Denver International Airport,2009,06,0,1
KDEN,Denver International Airport,2010,12,0,1
KDEN,Denver International Airport,2011,12,0,1
KDEN,Denver International Airport,2012,02,0,1
KDEN,Denver International Airport,2012,09,0,1
KDEN,Denver International Airport,2015,08,0,1
KDEQ,J Lynn Helms Sevier County Airport,2011,04,1,0
KDET,Coleman A. Young Municipal Airport,1982,09,1,0
KDET,Coleman A. Young Municipal Airport,1983,01,1,0
KDET,Coleman A. Young Municipal Airport,1983,02,1,0
KDET,Coleman A. Young Municipal Airport,1983,05,1,0
KDET,Coleman A. Young Municipal Airport,1983,12,1,0
KDET,Coleman A. Young Municipal Airport,1984,03,1,0
KDET,Coleman A. Young Municipal Airport,1984,07,1,0
KDET,Coleman A. Young Municipal Airport,1984,08,1,0
KDET,Coleman A. Young Municipal Airport,1985,07,2,0
KDET,Coleman A. Young Municipal Airport,1987,07,1,0
KDET,Coleman A. Young Municipal Airport,1987,11,2,0
KDET,Coleman A. Young Municipal Airport,1988,08,1,0
KDET,Coleman A. Young Municipal Airport,1989,04,1,0
KDET,Coleman A. Young Municipal Airport,1990,02,1,0
KDET,Coleman A. Young Municipal Airport,1990,05,1,0
KDET,Coleman A. Young Municipal Airport,1991,06,1,0
KDET,Coleman A. Young Municipal Airport,1991,07,1,0
KDET,Coleman A. Young Municipal Airport,1991,10,1,0
KDET,Coleman A. Young Municipal Airport,1995,04,1,0
KDET,Coleman A. Young Municipal Airport,1999,09,1,0
KDET,Coleman A. Young Municipal Airport,2001,08,1,0
KDET,Coleman A. Young Municipal Airport,2002,05,1,0
KDET,Coleman A. Young Municipal Airport,2004,09,1,0
KDET,Coleman A. Young Municipal Airport,2004,11,1,0
KDET,Coleman A. Young Municipal Airport,2008,08,1,0
KDET,Coleman A. Young Municipal Airport,2012,06,1,0
KDET,Coleman A. Young Municipal Airport,2016,06,1,0
KDET,Coleman A. Young Municipal Airport,2018,06,1,0
KDEW,Deer Park Airport,2004,06,1,0
KDFW,Dallas Fort Worth International Airport,2009,12,0,1
KDHT,Dalhart Municipal Airport,1983,02,1,0
KDHT,Dalhart Municipal Airport,1983,04,1,0
KDHT,Dalhart Municipal Airport,1991,08,1,0
KDHT,Dalhart Municipal Airport,1995,03,1,0
KDHT,Dalhart Municipal Airport,2002,06,1,0
KDHT,Dalhart Municipal Airport,2009,09,1,0
KDHT,Dalhart Municipal Airport,2017,06,1,0
KDIJ,Driggs Reed Memorial Airport,2006,03,1,0
KDIJ,Driggs Reed Memorial Airport,2008,06,1,0
KDIJ,Driggs Reed Memorial Airport,2011,08,1,0
KDIJ,Driggs Reed Memorial Airport,2015,08,1,0
KDIK,Dickinson Theodore Roosevelt Regional Airport,1984,07,1,0
KDIK,Dickinson Theodore Roosevelt Regional Airport,1986,03,1,0
KDIK,Dickinson Theodore Roosevelt Regional Airport,1993,08,0,1
KDIK,Dickinson Theodore Roosevelt Regional Airport,1994,11,1,0
KDIK,Dickinson Theodore Roosevelt Regional Airport,1995,08,1,0
KDIK,Dickinson Theodore Roosevelt Regional Airport,1997,05,1,0
KDIK,Dickinson Theodore Roosevelt Regional Airport,2007,02,1,0
KDKB,De Kalb Taylor Municipal Airport,2015,05,1,0
KDKK,Chautauqua County-Dunkirk Airport,1982,06,1,0
KDKK,Chautauqua County-Dunkirk Airport,1983,08,1,0
KDKK,Chautauqua County-Dunkirk Airport,1983,11,2,0
KDKK,Chautauqua County-Dunkirk Airport,1989,11,1,0
KDKK,Chautauqua County-Dunkirk Airport,1998,10,1,0
KDKK,Chautauqua County-Dunkirk Airport,2000,08,1,0
KDKK,Chautauqua County-Dunkirk Airport,2005,12,2,0
KDKK,Chautauqua County-Dunkirk Airport,2007,05,1,0
KDKK,Chautauqua County-Dunkirk Airport,2015,07,1,0
KDKK,Chautauqua County-Dunkirk Airport,2017,09,1,0
KDKX,Knoxville Downtown Island Airport,1983,11,1,0
KDKX,Knoxville Downtown Island Airport,1985,03,1,0
KDKX,Knoxville Downtown Island Airport,1985,11,1,0
KDKX,Knoxville Downtown Island Airport,1987,08,1,0
KDKX,Knoxville Downtown Island Airport,1988,03,2,0
KDKX,Knoxville Downtown Island Airport,1989,06,1,0
KDKX,Knoxville Downtown Island Airport,1990,01,1,0
