,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/1994 To 12/1998,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,, 
MLI ,IL,03/1996,CE,Towers with Radar,AGL,"1,027","1,390","1,930",181,"4,528",47,554,"1,171",37,"1,809",0,64,"1,079",15,"1,158",0,8,734,22,764,"8,259"
MLI ,IL,04/1996,CE,Towers with Radar,AGL,"1,028","1,235","2,075",174,"4,512",55,588,"1,229",28,"1,900",0,65,914,14,993,0,18,675,19,712,"8,117"
MLI ,IL,05/1996,CE,Towers with Radar,AGL,"1,015","1,246","2,361",108,"4,730",61,660,"1,429",20,"2,170",0,45,743,7,795,0,6,601,17,624,"8,319"
MLI ,IL,06/1996,CE,Towers with Radar,AGL,"1,032","1,264","2,321",271,"4,888",65,616,"1,462",46,"2,189",0,23,"1,016",8,"1,047",0,6,925,18,949,"9,073"
MLI ,IL,07/1996,CE,Towers with Radar,AGL,987,"1,411","2,182",193,"4,773",84,662,"1,548",19,"2,313",0,18,"1,388",12,"1,418",0,18,"1,371",21,"1,410","9,914"
MLI ,IL,08/1996,CE,Towers with Radar,AGL,"1,057","1,335","2,459",158,"5,009",41,605,"1,716",23,"2,385",0,31,"1,243",20,"1,294",0,31,"1,368",26,"1,425","10,113"
MLI ,IL,09/1996,CE,Towers with Radar,AGL,"1,008","1,422","2,377",122,"4,929",46,611,"1,558",30,"2,245",0,24,"1,091",14,"1,129",0,16,"1,060",17,"1,093","9,396"
MLI ,IL,10/1996,CE,Towers with Radar,AGL,"1,015","1,554","2,409",135,"5,113",52,656,"1,612",18,"2,338",0,14,"1,027",5,"1,046",0,6,967,6,979,"9,476"
MLI ,IL,11/1996,CE,Towers with Radar,AGL,981,"1,296","2,201",141,"4,619",51,600,"1,181",12,"1,844",0,16,580,1,597,0,11,499,14,524,"7,584"
MLI ,IL,12/1996,CE,Towers with Radar,AGL,901,"1,339","2,057",126,"4,423",76,545,981,2,"1,604",0,9,375,3,387,0,13,302,4,319,"6,733"
MLI ,IL,01/1997,CE,Towers with Radar,AGL,"1,025","1,281","1,820",130,"4,256",63,501,900,15,"1,479",0,8,492,5,505,0,6,345,4,355,"6,595"
MLI ,IL,02/1997,CE,Towers with Radar,AGL,"1,018","1,161","2,041",114,"4,334",63,560,"1,001",13,"1,637",0,9,504,11,524,0,8,369,15,392,"6,887"
MLI ,IL,03/1997,CE,Towers with Radar,AGL,"1,205","1,291","2,022",144,"4,662",65,637,"1,285",14,"2,001",0,11,932,2,945,0,22,836,15,873,"8,481"
MLI ,IL,04/1997,CE,Towers with Radar,AGL,"1,158","1,184","2,092",103,"4,537",38,503,"1,204",13,"1,758",0,13,857,18,888,0,59,799,11,869,"8,052"
MLI ,IL,05/1997,CE,Towers with Radar,AGL,"1,141","1,225","2,286",179,"4,831",60,492,"1,492",22,"2,066",0,22,873,11,906,0,54,922,14,990,"8,793"
MLI ,IL,06/1997,CE,Towers with Radar,AGL,"1,155","1,105","2,327",169,"4,756",53,473,"1,515",50,"2,091",0,17,"1,147",6,"1,170",0,95,"1,161",24,"1,280","9,297"
MLI ,IL,07/1997,CE,Towers with Radar,AGL,"1,187","1,215","2,134",109,"4,645",54,499,"1,681",14,"2,248",0,6,"1,052",8,"1,066",0,126,"1,340",6,"1,472","9,431"
MLI ,IL,08/1997,CE,Towers with Radar,AGL,"1,157","1,087","2,371",97,"4,712",58,554,"1,779",21,"2,412","1,599",0,0,0,"1,599",0,0,0,0,0,"8,723"
MLI ,IL,09/1997,CE,Towers with Radar,AGL,"1,169","1,083","2,351",72,"4,675",51,493,"1,587",12,"2,143",0,2,"1,183",0,"1,185",0,96,"1,112",7,"1,215","9,218"
MLI ,IL,10/1997,CE,Towers with Radar,AGL,"1,157","1,220","2,328",202,"4,907",55,528,"1,607",22,"2,212",0,12,"1,048",3,"1,063",0,32,"1,124",9,"1,165","9,347"
MLI ,IL,11/1997,CE,Towers with Radar,AGL,"1,092","1,068","2,153",131,"4,444",82,596,"1,322",30,"2,030",3,18,772,3,796,0,14,579,8,601,"7,871"
MLI ,IL,12/1997,CE,Towers with Radar,AGL,"1,049","1,116","1,883",115,"4,163",81,564,"1,077",12,"1,734",0,3,663,11,677,3,10,474,7,494,"7,068"
MLI ,IL,01/1998,CE,Towers with Radar,AGL,"1,080","1,133","1,837",142,"4,192",53,559,922,15,"1,549",0,0,440,2,442,0,0,282,4,286,"6,469"
MLI ,IL,02/1998,CE,Towers with Radar,AGL,"1,004","1,039","2,090",117,"4,250",70,507,"1,189",24,"1,790",0,7,666,6,679,0,0,383,9,392,"7,111"
MLI ,IL,03/1998,CE,Towers with Radar,AGL,"1,125","1,110","2,113",103,"4,451",70,594,"1,288",36,"1,988",0,20,878,1,899,0,27,537,7,571,"7,909"
MLI ,IL,04/1998,CE,Towers with Radar,AGL,"1,114","1,137","2,453",125,"4,829",53,556,"1,478",26,"2,113",0,17,924,3,944,0,11,770,9,790,"8,676"
MLI ,IL,05/1998,CE,Towers with Radar,AGL,"1,021","1,102","2,368",159,"4,650",53,556,"1,563",21,"2,193",0,18,"1,103",2,"1,123",0,78,"1,002",28,"1,108","9,074"
MLI ,IL,06/1998,CE,Towers with Radar,AGL,965,"1,171","2,304",113,"4,553",54,668,"1,606",28,"2,356",0,9,"1,226",13,"1,248",0,51,"1,181",39,"1,271","9,428"
MLI ,IL,07/1998,CE,Towers with Radar,AGL,980,"1,277","2,518",203,"4,978",74,569,"1,825",63,"2,531",0,3,"1,685",17,"1,705",0,115,"1,700",12,"1,827","11,041"
MLI ,IL,08/1998,CE,Towers with Radar,AGL,"1,025","1,216","2,575",160,"4,976",84,580,"1,916",22,"2,602",2,12,"1,354",12,"1,380",0,98,"1,812",22,"1,932","10,890"
MLI ,IL,09/1998,CE,Towers with Radar,AGL,"1,066","1,054","2,566",152,"4,838",78,564,"1,750",26,"2,418",0,17,"1,341",6,"1,364",0,82,"1,995",20,"2,097","10,717"
MLI ,IL,10/1998,CE,Towers with Radar,AGL,"1,167","1,148","2,565",208,"5,088",73,653,"1,731",35,"2,492",0,1,"1,056",3,"1,060",0,78,"1,411",20,"1,509","10,149"
MLI ,IL,11/1998,CE,Towers with Radar,AGL,"1,146",997,"1,971",91,"4,205",79,584,"1,297",19,"1,979",0,13,926,1,940,0,42,"1,102",10,"1,154","8,278"
MLI ,IL,12/1998,CE,Towers with Radar,AGL,"1,144","1,030","2,006",164,"4,344",88,693,"1,211",14,"2,006",0,27,874,9,910,0,33,"1,024",12,"1,069","8,329"
MLU ,LA,01/1994,CE,Towers with Radar,ASW,424,893,"3,783",572,"5,672",9,184,883,141,"1,217",0,0,0,0,0,0,0,0,0,0,"6,889"
MLU ,LA,02/1994,CE,Towers with Radar,ASW,401,763,"4,121",640,"5,925",17,202,998,165,"1,382",0,0,0,0,0,0,0,0,0,0,"7,307"
MLU ,LA,03/1994,CE,Towers with Radar,ASW,435,871,"5,194",778,"7,278",19,255,"1,373",222,"1,869",0,0,0,0,0,0,0,0,0,0,"9,147"
MLU ,LA,04/1994,CE,Towers with Radar,ASW,421,843,"5,420",662,"7,346",10,187,"1,236",129,"1,562",0,0,0,0,0,0,0,0,0,0,"8,908"
MLU ,LA,05/1994,CE,Towers with Radar,ASW,430,879,"5,439",732,"7,480",14,218,"1,365",148,"1,745",0,0,0,0,0,0,0,0,0,0,"9,225"
MLU ,LA,06/1994,CE,Towers with Radar,ASW,418,864,"4,840",584,"6,706",8,175,"1,656",128,"1,967",0,0,0,0,0,0,0,0,0,0,"8,673"
MLU ,LA,07/1994,CE,Towers with Radar,ASW,421,850,"4,638",443,"6,352",14,202,"1,781",217,"2,214",0,0,0,0,0,0,0,0,0,0,"8,566"
MLU ,LA,08/1994,CE,Towers with Radar,ASW,431,916,"4,858",706,"6,911",15,193,"1,546",162,"1,916",0,0,0,0,0,0,0,0,0,0,"8,827"
MLU ,LA,09/1994,CE,Towers with Radar,ASW,403,"1,017","5,500",561,"7,481",10,188,"1,990",151,"2,339",0,0,0,0,0,0,0,0,0,0,"9,820"
MLU ,LA,10/1994,CE,Towers with Radar,ASW,392,"1,218","1,780",183,"3,573",8,294,775,103,"1,180",0,11,"2,641",348,"3,000",0,2,582,8,592,"8,345"
MLU ,LA,11/1994,CE,Towers with Radar,ASW,360,"1,205","1,616",119,"3,300",12,298,733,112,"1,155",0,8,"1,963",209,"2,180",0,1,417,32,450,"7,085"
MLU ,LA,12/1994,CE,Towers with Radar,ASW,370,"1,318","1,780",105,"3,573",7,453,713,90,"1,263",0,18,"1,804",122,"1,944",0,2,333,5,340,"7,120"
MLU ,LA,01/1995,CE,Towers with Radar,ASW,371,"1,272","1,749",183,"3,575",4,263,658,179,"1,104",1,16,"2,102",371,"2,490",0,3,333,8,344,"7,513"
MLU ,LA,02/1995,CE,Towers with Radar,ASW,332,"1,104","1,624",205,"3,265",4,216,650,134,"1,004",0,24,"2,363",327,"2,714",0,3,429,26,458,"7,441"
MLU ,LA,03/1995,CE,Towers with Radar,ASW,376,"1,158","1,743",198,"3,475",7,238,697,192,"1,134",1,12,"2,139",438,"2,590",0,2,407,39,448,"7,647"
MLU ,LA,04/1995,CE,Towers with Radar,ASW,361,"1,095","1,716",207,"3,379",3,200,732,127,"1,062",2,17,"2,750",470,"3,239",0,1,703,4,708,"8,388"
MLU ,LA,05/1995,CE,Towers with Radar,ASW,368,"1,097","1,919",226,"3,610",9,277,832,218,"1,336",0,14,"2,646",395,"3,055",0,1,422,31,454,"8,455"
MLU ,LA,06/1995,CE,Towers with Radar,ASW,359,"1,128","1,822",227,"3,536",10,184,738,169,"1,101",1,44,"3,247",384,"3,676",0,11,963,16,990,"9,303"
MLU ,LA,07/1995,CE,Towers with Radar,ASW,365,"1,197","1,410",206,"3,178",11,196,676,94,977,0,11,"2,823",388,"3,222",0,6,"1,399",15,"1,420","8,797"
MLU ,LA,08/1995,CE,Towers with Radar,ASW,376,"1,253","1,867",320,"3,816",7,175,693,162,"1,037",0,16,"2,884",464,"3,364",0,1,"1,285",21,"1,307","9,524"
MLU ,LA,09/1995,CE,Towers with Radar,ASW,384,"1,189","1,752",307,"3,632",19,303,690,147,"1,159",0,7,"2,553",488,"3,048",0,6,902,12,920,"8,759"
MLU ,LA,10/1995,CE,Towers with Radar,ASW,393,"1,057","1,821",205,"3,476",19,260,670,111,"1,060",0,9,"2,450",296,"2,755",0,0,599,12,611,"7,902"
MLU ,LA,11/1995,CE,Towers with Radar,ASW,362,987,"1,945",278,"3,572",9,267,697,128,"1,101",0,3,"2,289",388,"2,680",0,1,507,14,522,"7,875"
MLU ,LA,12/1995,CE,Towers with Radar,ASW,415,"1,127","2,004",171,"3,717",17,369,630,77,"1,093",0,7,"2,122",165,"2,294",0,2,331,1,334,"7,438"
MLU ,LA,01/1996,CE,Towers with Radar,ASW,413,"1,133","1,999",259,"3,804",22,300,636,168,"1,126",0,19,"2,245",315,"2,579",0,23,402,45,470,"7,979"
MLU ,LA,02/1996,CE,Towers with Radar,ASW,385,"1,093","1,584",276,"3,338",11,281,629,136,"1,057",0,3,"2,437",339,"2,779",0,1,634,7,642,"7,816"
MLU ,LA,03/1996,CE,Towers with Radar,ASW,435,"1,211","1,746",220,"3,612",14,309,685,111,"1,119",0,18,"3,041",373,"3,432",0,4,518,36,558,"8,721"
MLU ,LA,04/1996,CE,Towers with Radar,ASW,405,935,"1,833",292,"3,465",6,221,627,108,962,0,11,"2,403",372,"2,786",0,0,572,10,582,"7,795"
MLU ,LA,05/1996,CE,Towers with Radar,ASW,431,967,"1,684",353,"3,435",10,192,732,109,"1,043",0,15,"2,114",410,"2,539",0,0,525,15,540,"7,557"
MLU ,LA,06/1996,CE,Towers with Radar,ASW,417,969,"1,610",196,"3,192",17,180,730,176,"1,103",0,32,"2,721",209,"2,962",0,4,"1,171",16,"1,191","8,448"
MLU ,LA,07/1996,CE,Towers with Radar,ASW,433,963,"1,576",328,"3,300",12,195,696,125,"1,028",0,6,"2,704",345,"3,055",0,0,"1,317",17,"1,334","8,717"
MLU ,LA,08/1996,CE,Towers with Radar,ASW,376,"1,253","1,867",320,"3,816",7,175,693,162,"1,037",0,16,"2,884",464,"3,364",0,1,"1,285",21,"1,307","9,524"
MLU ,LA,09/1996,CE,Towers with Radar,ASW,423,908,"1,689",613,"3,633",23,141,574,112,850,0,7,"2,346",766,"3,119",0,0,"1,501",16,"1,517","9,119"
MLU ,LA,10/1996,CE,Towers with Radar,ASW,440,900,"1,822",370,"3,532",22,223,695,123,"1,063",0,7,"2,023",324,"2,354",0,2,498,15,515,"7,464"
MLU ,LA,11/1996,CE,Towers with Radar,ASW,425,886,"1,617",293,"3,221",18,178,603,146,945,0,1,"1,625",368,"1,994",0,4,441,5,450,"6,610"
MLU ,LA,12/1996,CE,Towers with Radar,ASW,366,"1,069","1,391",268,"3,094",14,249,606,81,950,0,15,"1,543",287,"1,845",0,0,402,8,410,"6,299"
MLU ,LA,01/1997,CE,Towers with Radar,ASW,358,959,"1,446",309,"3,072",29,265,498,147,939,0,7,"1,504",442,"1,953",0,1,436,27,464,"6,428"
MLU ,LA,02/1997,CE,Towers with Radar,ASW,327,836,"1,456",208,"2,827",25,291,615,137,"1,068",0,4,"2,059",327,"2,390",0,9,613,87,709,"6,994"
MLU ,LA,03/1997,CE,Towers with Radar,ASW,374,918,"1,625",211,"3,128",36,313,725,191,"1,265",0,1,"2,758",342,"3,101",0,0,"1,310",28,"1,338","8,832"
MLU ,LA,04/1997,CE,Towers with Radar,ASW,358,923,"1,637",465,"3,383",31,316,641,243,"1,231",0,10,"2,369",528,"2,907",0,1,828,35,864,"8,385"
MLU ,LA,05/1997,CE,Towers with Radar,ASW,370,916,"1,593",276,"3,155",28,286,751,136,"1,201",0,2,"2,098",347,"2,447",0,1,635,19,655,"7,458"
MLU ,LA,06/1997,CE,Towers with Radar,ASW,355,910,"1,708",562,"3,535",26,275,763,158,"1,222",0,2,"2,292",279,"2,573",0,0,937,14,951,"8,281"
MLU ,LA,07/1997,CE,Towers with Radar,ASW,368,935,"1,527",638,"3,468",40,280,739,187,"1,246",0,1,"2,381",587,"2,969",0,0,"1,466",24,"1,490","9,173"
MLU ,LA,08/1997,CE,Towers with Radar,ASW,372,931,"1,589",589,"3,481",23,278,674,142,"1,117",0,2,"2,695",489,"3,186",0,5,"2,023",5,"2,033","9,817"
MLU ,LA,09/1997,CE,Towers with Radar,ASW,368,"1,011","1,635",480,"3,494",46,261,698,174,"1,179",0,3,"2,382",329,"2,714",0,7,"1,507",10,"1,524","8,911"
MLU ,LA,10/1997,CE,Towers with Radar,ASW,384,"1,046","1,975",457,"3,862",33,340,695,163,"1,231",0,19,"2,616",523,"3,158",0,3,769,7,779,"9,030"
MLU ,LA,11/1997,CE,Towers with Radar,ASW,361,879,"1,675",183,"3,098",46,373,686,133,"1,238",0,2,"1,599",130,"1,731",0,3,437,11,451,"6,518"
MLU ,LA,12/1997,CE,Towers with Radar,ASW,362,953,"1,554",384,"3,253",39,410,612,103,"1,164",0,3,"1,461",290,"1,754",0,0,368,7,375,"6,546"
MLU ,LA,01/1998,CE,Towers with Radar,ASW,372,913,"1,627",453,"3,365",30,265,539,129,963,0,1,"1,436",358,"1,795",0,2,288,5,295,"6,418"
MLU ,LA,02/1998,CE,Towers with Radar,ASW,328,849,"1,457",704,"3,338",29,262,508,220,"1,019",0,1,"1,707",509,"2,217",0,2,851,22,875,"7,449"
MLU ,LA,03/1998,CE,Towers with Radar,ASW,374,965,"1,559",882,"3,780",46,333,600,141,"1,120",0,7,"1,567",554,"2,128",0,1,527,9,537,"7,565"
MLU ,LA,04/1998,CE,Towers with Radar,ASW,360,995,"1,766",898,"4,019",29,298,702,183,"1,212",1,13,"2,135",495,"2,644",0,2,536,24,562,"8,437"
MLU ,LA,05/1998,CE,Towers with Radar,ASW,373,940,"1,842",469,"3,624",28,322,824,104,"1,278",5,8,"2,168",286,"2,467",0,0,729,9,738,"8,107"
MLU ,LA,06/1998,CE,Towers with Radar,ASW,350,957,"1,731",339,"3,377",56,281,745,178,"1,260",0,1,"2,272",236,"2,509",0,1,926,7,934,"8,080"
MLU ,LA,07/1998,CE,Towers with Radar,ASW,367,986,"1,474",491,"3,318",58,303,633,132,"1,126",0,5,"2,390",226,"2,621",0,2,"1,108",8,"1,118","8,183"
MLU ,LA,08/1998,CE,Towers with Radar,ASW,365,"1,086","1,551",323,"3,325",47,282,643,160,"1,132",0,2,"2,447",135,"2,584",0,2,"1,657",4,"1,663","8,704"
MLU ,LA,09/1998,CE,Towers with Radar,ASW,369,903,"1,307",294,"2,873",53,235,580,117,985,0,8,"2,469",118,"2,595",0,2,"1,409",1,"1,412","7,865"
MLU ,LA,10/1998,CE,Towers with Radar,ASW,383,"1,037","1,439",340,"3,199",28,308,700,164,"1,200",0,0,"2,429",225,"2,654",0,4,682,26,712,"7,765"
MLU ,LA,11/1998,CE,Towers with Radar,ASW,348,711,"1,299",185,"2,543",37,318,684,111,"1,150",2,7,"1,555",91,"1,655",2,5,312,4,323,"5,671"
MLU ,LA,12/1998,CE,Towers with Radar,ASW,343,683,"1,444",141,"2,611",33,376,636,84,"1,129",1,0,"1,393",41,"1,435",0,1,296,3,300,"5,475"
MOB ,AL,01/1994,CE,Towers with Radar,ASO,"1,046","1,396","3,649","1,776","7,867",45,361,"1,471","1,062","2,939",0,0,0,0,0,0,0,0,0,0,"10,806"
MOB ,AL,02/1994,CE,Towers with Radar,ASO,942,"1,218","3,980","1,772","7,912",53,339,"1,573","1,029","2,994",0,0,0,0,0,0,0,0,0,0,"10,906"
MOB ,AL,03/1994,CE,Towers with Radar,ASO,"1,028","1,212","4,294","2,374","8,908",96,399,"2,006","1,271","3,772",0,0,0,0,0,0,0,0,0,0,"12,680"
MOB ,AL,04/1994,CE,Towers with Radar,ASO,"1,116",987,"4,198","1,905","8,206",68,342,"2,118",845,"3,373",0,0,0,0,0,0,0,0,0,0,"11,579"
MOB ,AL,05/1994,CE,Towers with Radar,ASO,"1,158","1,018","4,502","2,072","8,750",59,373,"2,051",989,"3,472",0,0,0,0,0,0,0,0,0,0,"12,222"
MOB ,AL,06/1994,CE,Towers with Radar,ASO,"1,159","1,008","3,760","1,746","7,673",47,408,"1,782","1,049","3,286",0,0,0,0,0,0,0,0,0,0,"10,959"
MOB ,AL,07/1994,CE,Towers with Radar,ASO,"1,145","1,069","3,879","1,756","7,849",85,440,"1,951",863,"3,339",0,0,0,0,0,0,0,0,0,0,"11,188"
MOB ,AL,08/1994,CE,Towers with Radar,ASO,"1,167","1,064","4,147","2,443","8,821",78,368,"1,800","1,047","3,293",0,0,0,0,0,0,0,0,0,0,"12,114"
MOB ,AL,09/1994,CE,Towers with Radar,ASO,"1,077",981,"3,835","2,028","7,921",105,378,"1,685",903,"3,071",0,0,0,0,0,0,0,0,0,0,"10,992"
MOB ,AL,10/1994,CE,Towers with Radar,ASO,"1,171","1,005","2,244","1,465","5,885",114,477,"1,086",838,"2,515",0,5,"1,524",694,"2,223",0,2,562,93,657,"11,280"
MOB ,AL,11/1994,CE,Towers with Radar,ASO,"1,139",953,"2,242","1,341","5,675",108,417,918,799,"2,242",0,15,"1,776",616,"2,407",0,3,645,90,738,"11,062"
MOB ,AL,12/1994,CE,Towers with Radar,ASO,"1,168","1,064","1,975","1,079","5,286",90,578,901,833,"2,402",0,11,"1,464",434,"1,909",0,0,589,86,675,"10,272"
MOB ,AL,01/1995,CE,Towers with Radar,ASO,"1,109",993,"1,725","1,078","4,905",96,547,867,885,"2,395",0,17,"1,591",551,"2,159",0,4,554,122,680,"10,139"
MOB ,AL,02/1995,CE,Towers with Radar,ASO,"1,033",860,"1,665","1,267","4,825",78,494,872,689,"2,133",0,15,"1,230",522,"1,767",0,4,538,62,604,"9,329"
MOB ,AL,03/1995,CE,Towers with Radar,ASO,"1,139",938,"2,115","1,405","5,597",82,524,"1,123",997,"2,726",0,7,"1,538",708,"2,253",0,0,617,89,706,"11,282"
MOB ,AL,04/1995,CE,Towers with Radar,ASO,"1,108",898,"1,895","1,166","5,067",88,572,"1,201",791,"2,652",0,8,"2,079",621,"2,708",0,6,"1,160",98,"1,264","11,691"
MOB ,AL,05/1995,CE,Towers with Radar,ASO,"1,016",957,"1,966","1,705","5,644",75,592,"1,217",864,"2,748",8,11,"1,819",632,"2,470",0,9,751,110,870,"11,732"
MOB ,AL,06/1995,CE,Towers with Radar,ASO,987,864,"2,046","1,719","5,616",44,531,"1,283",947,"2,805",11,34,"1,550",845,"2,440",1,13,804,136,954,"11,815"
MOB ,AL,07/1995,CE,Towers with Radar,ASO,946,891,"1,902","1,418","5,157",30,526,"1,401",778,"2,735",2,14,"1,528",750,"2,294",0,5,707,79,791,"10,977"
MOB ,AL,08/1995,CE,Towers with Radar,ASO,958,867,"2,142","1,790","5,757",55,559,"1,027",944,"2,585",0,2,"1,521",709,"2,232",1,5,643,82,731,"11,305"
MOB ,AL,09/1995,CE,Towers with Radar,ASO,917,939,"2,319","1,832","6,007",53,540,"1,123",978,"2,694",4,6,"1,651",640,"2,301",0,6,680,120,806,"11,808"
MOB ,AL,10/1995,CE,Towers with Radar,ASO,954,861,"2,316","1,967","6,098",87,596,"1,291",924,"2,898",5,7,"1,714",675,"2,401",0,2,838,95,935,"12,332"
MOB ,AL,11/1995,CE,Towers with Radar,ASO,944,"1,257","2,190","1,811","6,202",58,558,"1,105",816,"2,537",0,10,"1,529",476,"2,015",0,5,699,83,787,"11,541"
MOB ,AL,12/1995,CE,Towers with Radar,ASO,837,"1,290","2,060","1,439","5,626",60,530,880,935,"2,405",0,18,"1,296",330,"1,644",0,7,463,77,547,"10,222"
MOB ,AL,01/1996,CE,Towers with Radar,ASO,875,"1,118","1,966","2,061","6,020",46,555,937,"1,064","2,602",2,7,"1,438",467,"1,914",0,3,588,118,709,"11,245"
MOB ,AL,02/1996,CE,Towers with Radar,ASO,833,"1,067","1,989","2,189","6,078",47,452,"1,023",962,"2,484",0,1,"1,322",583,"1,906",0,4,535,135,674,"11,142"
MOB ,AL,03/1996,CE,Towers with Radar,ASO,880,"1,123","2,225","1,789","6,017",67,491,"1,266","1,105","2,929",0,2,"1,632",665,"2,299",0,7,774,103,884,"12,129"
MOB ,AL,04/1996,CE,Towers with Radar,ASO,834,997,"2,460","2,243","6,534",91,465,"1,413","1,147","3,116",0,10,"1,608",752,"2,370",0,7,"1,010",130,"1,147","13,167"
MOB ,AL,05/1996,CE,Towers with Radar,ASO,959,601,"2,444","2,469","6,473",80,445,"1,427","1,237","3,189",0,5,"1,825",785,"2,615",0,9,972,155,"1,136","13,413"
MOB ,AL,06/1996,CE,Towers with Radar,ASO,969,530,"2,228","2,328","6,055",90,436,"1,319","1,182","3,027",3,7,"1,696",811,"2,517",0,1,813,145,959,"12,558"
MOB ,AL,07/1996,CE,Towers with Radar,ASO,822,582,"2,324","2,837","6,565",108,488,"1,507","1,590","3,693",3,52,"1,550",813,"2,418",0,2,909,174,"1,085","13,761"
MOB ,AL,08/1996,CE,Towers with Radar,ASO,840,597,"2,493","2,238","6,168",79,459,"1,380","1,586","3,504",0,6,"1,754",803,"2,563",0,9,765,197,971,"13,206"
MOB ,AL,09/1996,CE,Towers with Radar,ASO,755,519,"2,577","2,080","5,931",64,454,"1,162","1,579","3,259",4,10,"1,674",672,"2,360",0,3,730,204,937,"12,487"
MOB ,AL,10/1996,CE,Towers with Radar,ASO,900,632,"2,766","2,364","6,662",91,489,"1,143","1,783","3,506",9,19,"1,816",735,"2,579",0,4,802,231,"1,037","13,784"
MOB ,AL,11/1996,CE,Towers with Radar,ASO,857,570,"2,569","2,214","6,210",80,384,"1,158","1,568","3,190",0,26,"1,449",564,"2,039",0,5,736,146,887,"12,326"
MOB ,AL,12/1996,CE,Towers with Radar,ASO,990,621,"2,274","2,293","6,178",71,472,890,"1,350","2,783",7,12,"1,371",456,"1,846",0,1,562,127,690,"11,497"
MOB ,AL,01/1997,CE,Towers with Radar,ASO,962,664,"2,186","1,870","5,682",53,411,"1,049","1,339","2,852",1,5,"1,228",408,"1,642",0,7,473,90,570,"10,746"
MOB ,AL,02/1997,CE,Towers with Radar,ASO,854,650,"2,508","1,920","5,932",50,382,932,"1,091","2,455",6,13,"1,107",369,"1,495",1,7,473,80,561,"10,443"
MOB ,AL,03/1997,CE,Towers with Radar,ASO,945,713,"2,360","2,364","6,382",54,445,"1,285","1,725","3,509",0,20,"1,705",692,"2,417",1,5,665,140,811,"13,119"
MOB ,AL,04/1997,CE,Towers with Radar,ASO,929,704,"2,415","2,519","6,567",90,415,"1,222","1,915","3,642",1,9,"1,782",922,"2,714",0,8,901,184,"1,093","14,016"
MOB ,AL,05/1997,CE,Towers with Radar,ASO,991,714,"2,585","2,275","6,565",100,530,"1,398","1,589","3,617",38,36,"1,964",737,"2,775",1,22,741,185,949,"13,906"
MOB ,AL,06/1997,CE,Towers with Radar,ASO,969,708,"2,347","2,161","6,185",76,438,"1,399","1,639","3,552",97,37,"1,661",703,"2,498",0,7,662,140,809,"13,044"
MOB ,AL,07/1997,CE,Towers with Radar,ASO,915,699,"2,062","2,470","6,146",61,385,"1,390","1,440","3,276",2,17,"1,602",932,"2,553",0,2,835,161,998,"12,973"
MOB ,AL,08/1997,CE,Towers with Radar,ASO,"1,054",725,"2,275","2,451","6,505",92,426,"1,361","1,706","3,585",5,23,"2,156","1,219","3,403",1,2,"1,031",206,"1,240","14,733"
MOB ,AL,09/1997,CE,Towers with Radar,ASO,964,680,"2,559","2,175","6,378",88,444,"1,257","1,390","3,179",2,16,"2,293",890,"3,201",0,2,800,141,943,"13,701"
MOB ,AL,10/1997,CE,Towers with Radar,ASO,972,702,"2,713","3,157","7,544",116,426,"1,253","1,582","3,377",0,22,"2,085",950,"3,057",0,10,855,160,"1,025","15,003"
MOB ,AL,11/1997,CE,Towers with Radar,ASO,988,664,"2,049","1,599","5,300",92,382,"1,010","1,195","2,679",1,17,"1,707",696,"2,421",0,1,583,93,677,"11,077"
MOB ,AL,12/1997,CE,Towers with Radar,ASO,"1,015",773,"2,184","2,460","6,432",100,374,869,"1,260","2,603",1,34,"1,317",711,"2,063",0,3,488,94,585,"11,683"
MOB ,AL,01/1998,CE,Towers with Radar,ASO,"1,018",750,"2,332","1,886","5,986",109,432,983,"1,093","2,617",1,21,"1,709",593,"2,324",0,0,519,113,632,"11,559"
MOB ,AL,02/1998,CE,Towers with Radar,ASO,898,715,"1,899","2,299","5,811",109,391,919,"1,324","2,743",0,16,"1,417",750,"2,183",4,6,535,129,674,"11,411"
MOB ,AL,03/1998,CE,Towers with Radar,ASO,"1,075",802,"2,242","2,604","6,723",122,484,"1,265","1,528","3,399",0,17,"1,841",848,"2,706",1,9,687,140,837,"13,665"
MOB ,AL,04/1998,CE,Towers with Radar,ASO,"1,011",795,"2,513","2,204","6,523",96,441,"1,477","1,278","3,292",0,33,"1,722",923,"2,678",0,12,876,134,"1,022","13,515"
MOB ,AL,05/1998,CE,Towers with Radar,ASO,"1,025",852,"2,630","2,619","7,126",109,422,"1,515","1,303","3,349",1,32,"1,946","1,204","3,183",0,3,859,132,994,"14,652"
MOB ,AL,06/1998,CE,Towers with Radar,ASO,842,898,"2,456","3,378","7,574",115,426,"1,510","1,465","3,516",0,35,"1,894","1,348","3,277",0,6,988,190,"1,184","15,551"
MOB ,AL,07/1998,CE,Towers with Radar,ASO,945,931,"2,363","3,398","7,637",121,448,"1,698","1,189","3,456",2,17,"1,913","1,171","3,103",0,13,891,181,"1,085","15,281"
