acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform
'on-,2.0,0,neg_nonalpha_abrev,,,,,
oct/sun/04,2.0,0,neg_nonalpha_abrev,,,,,
believed--was,2.0,0,neg_word,,,,,
-1c,2.0,0,neg_nonalpha_abrev,,,,,
0-21,2.0,0,neg_word,,,,,
improve!,2.0,0,neg_nonalpha_abrev,,,,,
36l!',2.0,0,neg_nonalpha_abrev,,,,,
36l/36r,2.0,0,neg_nonalpha_abrev,,,,,
do-over,2.0,0,neg_word,,,,,
byweather,2.0,1,neg_nonword,,,,,
re-declared,2.0,0,neg_word,,,,,
y's],2.0,0,neg_nonalpha_abrev,,,,,
motivate,2.0,0,neg_word,,,,,
21-26-xx-x-skin,2.0,0,neg_word,,,,,
aevc,2.0,1,neg_nonword,,,,,
non-instrument,2.0,0,neg_word,,,,,
a-300-600,2.0,0,neg_word,,,,,
uni-comm,2.0,0,neg_nonalpha_abrev,,,,,
303573:,2.0,0,neg_nonalpha_abrev,,,,,
sorely,2.0,0,neg_word,,,,,
xctl,2.0,1,neg_nonword,,,,,
[15],2.0,0,neg_nonalpha_abrev,,,,,
100/12,2.0,0,neg_nonalpha_abrev,,,,,
21-26-xxx,2.0,0,neg_nonalpha_abrev,,,,,
by!,2.0,0,neg_nonalpha_abrev,,,,,
n/d's,2.0,0,neg_nonalpha_abrev,,,,,
55k,2.0,0,neg_nonalpha_abrev,,,,,
250kt,2.0,0,neg_nonalpha_abrev,,,,,
294057:,2.0,0,neg_nonalpha_abrev,,,,,
fm100,2.0,0,neg_nonalpha_abrev,,,,,
tieing,2.0,1,neg_nonword,,,,,
number1,2.0,0,neg_nonalpha_abrev,,,,,
100-70,2.0,0,neg_word,,,,,
sd330,2.0,0,neg_nonalpha_abrev,,,,,
'go-around/windshear',2.0,0,neg_nonalpha_abrev,,,,,
sanders,2.0,0,neg_word,,,,,
332000,2.0,0,neg_word,,,,,
0v3,2.0,0,neg_nonalpha_abrev,,,,,
bhm-mco,2.0,0,neg_nonalpha_abrev,,,,,
whims,2.0,0,neg_word,,,,,
472690:,2.0,0,neg_nonalpha_abrev,,,,,
ism-,2.0,0,neg_word,,,,,
rangers,2.0,0,neg_word,,,,,
misbehaving,2.0,0,neg_word,,,,,
369901:,2.0,0,neg_nonalpha_abrev,,,,,
turb'),2.0,0,neg_nonalpha_abrev,,,,,
deg/35,2.0,0,neg_nonalpha_abrev,,,,,
pathways,2.0,0,neg_word,,,,,
pete?',2.0,0,neg_nonalpha_abrev,,,,,
jul/xx/92,2.0,0,neg_nonalpha_abrev,,,,,
clearwater-st,2.0,0,neg_nonalpha_abrev,,,,,
loused,2.0,0,neg_word,,,,,
ram-air,2.0,0,neg_word,,,,,
r170,2.0,0,neg_nonalpha_abrev,,,,,
mcoy4,2.0,0,neg_nonalpha_abrev,,,,,
bickered,2.0,0,neg_word,,,,,
re-study,2.0,0,neg_word,,,,,
left-of-course,2.0,0,neg_word,,,,,
1790,2.0,0,neg_word,,,,,
aneroid,2.0,0,neg_word,,,,,
mco/296/30,2.0,0,neg_nonalpha_abrev,,,,,
x06,2.0,0,neg_nonalpha_abrev,,,,,
tpa-ewr,2.0,0,neg_nonalpha_abrev,,,,,
1000#,2.0,0,neg_nonalpha_abrev,,,,,
xzy,2.0,1,neg_nonword,,,,,
gainsville,2.0,1,neg_nonword,,,,,
arcane,2.0,0,neg_word,,,,,
yokoshiba,2.0,1,neg_nonword,,,,,
aroma,2.0,0,neg_word,,,,,
gr26,2.0,0,neg_nonalpha_abrev,,,,,
couldn't),2.0,0,neg_nonalpha_abrev,,,,,
downwash,2.0,1,neg_nonword,,,,,
whibey,2.0,1,neg_nonword,,,,,
70/75,2.0,0,neg_nonalpha_abrev,,,,,
fl081,2.0,0,neg_nonalpha_abrev,,,,,
321594:,2.0,0,neg_nonalpha_abrev,,,,,
dtw-cle,2.0,0,neg_nonalpha_abrev,,,,,
two?',2.0,0,neg_nonalpha_abrev,,,,,
6300-6500,2.0,0,neg_word,,,,,
321671:,2.0,0,neg_nonalpha_abrev,,,,,
much?',2.0,0,neg_nonalpha_abrev,,,,,
mugu's,2.0,0,neg_nonalpha_abrev,,,,,
disagree!,2.0,0,neg_nonalpha_abrev,,,,,
pwred-up,2.0,0,neg_nonalpha_abrev,,,,,
airspace-,2.0,0,neg_word,,,,,
chart-pilotage,2.0,0,neg_nonalpha_abrev,,,,,
segment's,2.0,0,neg_word,,,,,
336388:,2.0,0,neg_nonalpha_abrev,,,,,
fl078,2.0,0,neg_nonalpha_abrev,,,,,
noone,2.0,1,neg_nonword,,,,,
pre-approved,2.0,0,neg_nonalpha_abrev,,,,,
988,2.0,0,neg_word,,,,,
lhr-ewr,2.0,0,neg_nonalpha_abrev,,,,,
n1234,2.0,0,neg_nonalpha_abrev,,,,,
omega's,2.0,0,neg_word,,,,,
ambulatory,2.0,0,neg_word,,,,,
lax-lhr,2.0,0,neg_nonalpha_abrev,,,,,
disapproved?',2.0,0,neg_nonalpha_abrev,,,,,
non-safety,2.0,0,neg_word,,,,,
cindi,2.0,1,neg_nonword,,,,,
grin!),2.0,0,neg_nonalpha_abrev,,,,,
11/fri/01),2.0,0,neg_nonalpha_abrev,,,,,
4fh,2.0,0,neg_nonalpha_abrev,,,,,
raggz1,2.0,0,neg_nonalpha_abrev,,,,,
safety?',2.0,0,neg_nonalpha_abrev,,,,,
ckf,2.0,1,neg_nonword,,,,,
movie-makers,2.0,0,neg_word,,,,,
realtor,2.0,1,neg_nonword,,,,,
unforeseeable,2.0,0,neg_word,,,,,
ki-,2.0,0,neg_nonalpha_abrev,,,,,
turbocharged,2.0,0,neg_word,,,,,
mi's,2.0,0,neg_word,,,,,
x-17),2.0,0,neg_nonalpha_abrev,,,,,
solco,2.0,1,neg_nonword,,,,,
nwu,2.0,1,neg_nonword,,,,,
spd-break/gnd,2.0,0,neg_nonalpha_abrev,,,,,
flts!,2.0,0,neg_nonalpha_abrev,,,,,
potty,2.0,0,neg_word,,,,,
s43,2.0,0,neg_nonalpha_abrev,,,,,
spindle,2.0,0,neg_word,,,,,
sebastian,2.0,1,neg_nonword,,,,,
bused,2.0,0,neg_word,,,,,
'no-no,2.0,0,neg_nonalpha_abrev,,,,,
diabetic,2.0,0,neg_word,,,,,
9000'?',2.0,0,neg_nonalpha_abrev,,,,,
4-way,2.0,0,neg_word,,,,,
drmmm1,2.0,0,neg_nonalpha_abrev,,,,,
ill-functioning,2.0,0,neg_word,,,,,
blond,2.0,0,neg_word,,,,,
persmission,2.0,1,neg_nonword,,,,,
apopka,2.0,1,neg_nonword,,,,,
barbecue,2.0,0,neg_word,,,,,
perishable,2.0,0,neg_word,,,,,
unjust,2.0,0,neg_word,,,,,
272691:,2.0,0,neg_nonalpha_abrev,,,,,
xx49,2.0,0,neg_nonalpha_abrev,,,,,
farmers,2.0,0,neg_word,,,,,
executive's,2.0,0,neg_word,,,,,
bradenton,2.0,1,neg_nonword,,,,,
pegs,2.0,0,neg_word,,,,,
smugly,2.0,0,neg_word,,,,,
withdrew,2.0,0,neg_word,,,,,
6200-6500,2.0,0,neg_word,,,,,
hand-in-hand,2.0,0,neg_word,,,,,
cupfa,2.0,1,neg_nonword,,,,,
501777:,2.0,0,neg_nonalpha_abrev,,,,,
reinitialize,2.0,0,neg_word,,,,,
pvd-mco,2.0,0,neg_nonalpha_abrev,,,,,
pabba,2.0,1,neg_nonword,,,,,
pwc,2.0,1,neg_nonword,,,,,
manat,2.0,1,neg_nonword,,,,,
vyppr,2.0,1,neg_nonword,,,,,
impenetrable,2.0,0,neg_word,,,,,
v152,2.0,0,neg_nonalpha_abrev,,,,,
bartow,2.0,1,neg_nonword,,,,,
revolution,2.0,0,neg_word,,,,,
dme/354,2.0,0,neg_nonalpha_abrev,,,,,
v411,2.0,0,neg_nonalpha_abrev,,,,,
256kt,2.0,0,neg_nonalpha_abrev,,,,,
belfair,2.0,1,neg_nonword,,,,,
compilation,2.0,0,neg_word,,,,,
378809:,2.0,0,neg_nonalpha_abrev,,,,,
anxiousness,2.0,0,neg_word,,,,,
over-serviced,2.0,0,neg_word,,,,,
resectorization,2.0,1,neg_nonword,,,,,
anicu,2.0,1,neg_nonword,,,,,
sequim,2.0,1,neg_nonword,,,,,
ft/4500,2.0,0,neg_nonalpha_abrev,,,,,
fredericks,2.0,1,neg_nonword,,,,,
xx51,2.0,0,neg_nonalpha_abrev,,,,,
followed-up,2.0,0,neg_word,,,,,
deg/13,2.0,0,neg_nonalpha_abrev,,,,,
17?',2.0,0,neg_nonalpha_abrev,,,,,
18r?',2.0,0,neg_nonalpha_abrev,,,,,
2p,2.0,0,neg_nonalpha_abrev,,,,,
i-675,2.0,0,neg_word,,,,,
jordan's,2.0,0,neg_nonalpha_abrev,,,,,
bgc2a,2.0,0,neg_nonalpha_abrev,,,,,
md80/88,2.0,0,neg_nonalpha_abrev,,,,,
agua,2.0,1,neg_nonword,,,,,
henna,2.0,0,neg_word,,,,,
dulce,2.0,1,neg_nonword,,,,,
adheres,2.0,0,neg_word,,,,,
sf340-a,2.0,0,neg_nonalpha_abrev,,,,,
tkof/apchs/lndgs,2.0,0,neg_nonalpha_abrev,,,,,
required?),2.0,0,neg_nonalpha_abrev,,,,,
1400-1450,2.0,0,neg_word,,,,,
250-320,2.0,0,neg_word,,,,,
deserts,2.0,0,neg_word,,,,,
21b-6,2.0,0,neg_nonalpha_abrev,,,,,
utket,2.0,1,neg_nonword,,,,,
caliente,2.0,1,neg_nonword,,,,,
covur,2.0,1,neg_nonword,,,,,
zyz,2.0,1,neg_nonword,,,,,
etc--even,2.0,0,neg_word,,,,,
maintain?',2.0,0,neg_nonalpha_abrev,,,,,
browsed,2.0,0,neg_word,,,,,
temperamental,2.0,0,neg_word,,,,,
06g,2.0,0,neg_nonalpha_abrev,,,,,
nose-on,2.0,0,neg_word,,,,,
rosamond,2.0,1,neg_nonword,,,,,
040-050,2.0,0,neg_word,,,,,
lgb-l71,2.0,0,neg_nonalpha_abrev,,,,,
clt-ric,2.0,0,neg_nonalpha_abrev,,,,,
14000-8000,2.0,0,neg_word,,,,,
cures,2.0,0,neg_word,,,,,
*6000,2.0,0,neg_nonalpha_abrev,,,,,
pira,2.0,1,neg_nonword,,,,,
nov/wed/91,2.0,0,neg_nonalpha_abrev,,,,,
proactivism,2.0,1,neg_nonword,,,,,
lynxx-6,2.0,0,neg_nonalpha_abrev,,,,,
zambo,2.0,1,neg_nonword,,,,,
jul/sat/98,2.0,0,neg_nonalpha_abrev,,,,,
h/dc8,2.0,0,neg_nonalpha_abrev,,,,,
over-pressurization,2.0,0,neg_word,,,,,
210-270,2.0,0,neg_word,,,,,
petitioning,2.0,0,neg_word,,,,,
raalf,2.0,1,neg_nonword,,,,,
0966,2.0,0,neg_word,,,,,
degs/13,2.0,0,neg_nonalpha_abrev,,,,,
phl-alb,2.0,0,neg_nonalpha_abrev,,,,,
actioned,2.0,0,neg_word,,,,,
909,2.0,0,neg_word,,,,,
wallasey,2.0,1,neg_nonword,,,,,
4000-4200,2.0,0,neg_word,,,,,
375,2.0,0,neg_word,,,,,
actions/inactions:,2.0,0,neg_nonalpha_abrev,,,,,
21-14a,2.0,0,neg_nonalpha_abrev,,,,,
predictor,2.0,0,neg_word,,,,,
lynn,2.0,1,neg_nonword,,,,,
0994,2.0,0,neg_word,,,,,
mouthful,2.0,0,neg_word,,,,,
offramp,2.0,0,neg_word,,,,,
conferences,2.0,0,neg_word,,,,,
slip-skid,2.0,0,neg_word,,,,,
150/152,2.0,0,neg_nonalpha_abrev,,,,,
cultivate,2.0,0,neg_word,,,,,
hacks,2.0,0,neg_word,,,,,
redirection,2.0,0,neg_word,,,,,
2505,2.0,0,neg_word,,,,,
marpu,2.0,1,neg_nonword,,,,,
mohave,2.0,1,neg_nonword,,,,,
procrastinate,2.0,0,neg_word,,,,,
lpr's,2.0,0,neg_nonalpha_abrev,,,,,
5r/l,2.0,0,neg_nonalpha_abrev,,,,,
8000-12000,2.0,0,neg_word,,,,,
border5,2.0,0,neg_nonalpha_abrev,,,,,
reaffirms,2.0,0,neg_word,,,,,
highjacking,2.0,1,neg_nonword,,,,,
a/t),2.0,0,neg_nonalpha_abrev,,,,,
mystic,2.0,0,neg_word,,,,,
ballasts,2.0,0,neg_word,,,,,
dec/sat/98,2.0,0,neg_nonalpha_abrev,,,,,
wert,2.0,1,neg_nonword,,,,,
ft/0,2.0,0,neg_nonalpha_abrev,,,,,
r-096,2.0,0,neg_word,,,,,
skylight,2.0,0,neg_word,,,,,
dangerous!!,2.0,0,neg_nonalpha_abrev,,,,,
1964,2.0,0,neg_word,,,,,
blocked-in,2.0,0,neg_word,,,,,
quite2,2.0,0,neg_nonalpha_abrev,,,,,
v-268,2.0,0,neg_word,,,,,
isnt,2.0,1,neg_nonword,,,,,
aatm,2.0,1,neg_nonword,,,,,
804047:,2.0,0,neg_nonalpha_abrev,,,,,
oct/95,2.0,0,neg_nonalpha_abrev,,,,,
jawbn9,2.0,0,neg_nonalpha_abrev,,,,,
vor)we,2.0,0,neg_nonalpha_abrev,,,,,
unprofessionalism,2.0,1,neg_nonword,,,,,
90's),2.0,0,neg_nonalpha_abrev,,,,,
clb-to,2.0,0,neg_nonalpha_abrev,,,,,
modestly,2.0,0,neg_word,,,,,
3p,2.0,0,neg_nonalpha_abrev,,,,,
534447:,2.0,0,neg_nonalpha_abrev,,,,,
bellevue,2.0,1,neg_nonword,,,,,
c90-a,2.0,0,neg_nonalpha_abrev,,,,,
lam4m,2.0,0,neg_nonalpha_abrev,,,,,
verona,2.0,1,neg_nonword,,,,,
offshore5,2.0,0,neg_nonalpha_abrev,,,,,
vnw,2.0,1,neg_nonword,,,,,
prestore,2.0,1,neg_nonword,,,,,
jul/wed/94,2.0,0,neg_nonalpha_abrev,,,,,
soney,2.0,1,neg_nonword,,,,,
ingineered,2.0,1,neg_nonword,,,,,
iu,2.0,1,neg_nonword,,,,,
writing!,2.0,0,neg_nonalpha_abrev,,,,,
nite,2.0,1,neg_nonword,,,,,
hess,2.0,1,neg_nonword,,,,,
'seat-of-the-pants',2.0,0,neg_nonalpha_abrev,,,,,
4750,2.0,0,neg_word,,,,,
koogr,2.0,1,neg_nonword,,,,,
cle-yng,2.0,0,neg_nonalpha_abrev,,,,,
pfizer,2.0,1,neg_nonword,,,,,
41st,2.0,0,neg_word,,,,,
mco-bhm,2.0,0,neg_nonalpha_abrev,,,,,
spastic,2.0,0,neg_word,,,,,
dismal,2.0,0,neg_word,,,,,
versailles,2.0,1,neg_nonword,,,,,
recite,2.0,0,neg_word,,,,,
wevik,2.0,1,neg_nonword,,,,,
latent,2.0,0,neg_word,,,,,
regatta,2.0,0,neg_word,,,,,
doggs,2.0,1,neg_nonword,,,,,
secov,2.0,1,neg_nonword,,,,,
dc-9-40),2.0,0,neg_nonalpha_abrev,,,,,
kns-81,2.0,0,neg_nonalpha_abrev,,,,,
420468,2.0,0,neg_word,,,,,
cramping,2.0,0,neg_word,,,,,
h60's,2.0,0,neg_nonalpha_abrev,,,,,
roll-,2.0,0,neg_word,,,,,
prestwick,2.0,1,neg_nonword,,,,,
ablaze,2.0,0,neg_word,,,,,
lamenting,2.0,0,neg_word,,,,,
:50,2.0,0,neg_nonalpha_abrev,,,,,
scouted,2.0,0,neg_word,,,,,
steamrolled,2.0,0,neg_word,,,,,
1a5,2.0,0,neg_nonalpha_abrev,,,,,
xy45z,2.0,0,neg_nonalpha_abrev,,,,,
g-force,2.0,0,neg_word,,,,,
exurt,2.0,1,neg_nonword,,,,,
mizzo,2.0,1,neg_nonword,,,,,
couplers,2.0,0,neg_word,,,,,
non-conformity,2.0,0,neg_word,,,,,
shurt,2.0,1,neg_nonword,,,,,
may/sun/92,2.0,0,neg_nonalpha_abrev,,,,,
non-briefed,2.0,0,neg_word,,,,,
'1-niner',2.0,0,neg_nonalpha_abrev,,,,,
thickest,2.0,0,neg_word,,,,,
battles,2.0,0,neg_word,,,,,
/dep,2.0,0,neg_nonalpha_abrev,,,,,
used--at,2.0,0,neg_word,,,,,
70000,2.0,0,neg_word,,,,,
'0-niner,2.0,0,neg_nonalpha_abrev,,,,,
fascinates,2.0,0,neg_word,,,,,
furnishing,2.0,0,neg_word,,,,,
rucker,2.0,1,neg_nonword,,,,,
unsterile,2.0,1,neg_nonword,,,,,
5500-6500,2.0,0,neg_word,,,,,
v-585,2.0,0,neg_word,,,,,
270-290,2.0,0,neg_word,,,,,
piecing,2.0,0,neg_word,,,,,
30r?',2.0,0,neg_nonalpha_abrev,,,,,
chaka,2.0,1,neg_nonword,,,,,
strives,2.0,0,neg_word,,,,,
thumbwheel,2.0,1,neg_nonword,,,,,
533541:,2.0,0,neg_nonalpha_abrev,,,,,
bagram,2.0,1,neg_nonword,,,,,
9-27,2.0,0,neg_word,,,,,
donaldsonville,2.0,1,neg_nonword,,,,,
1495,2.0,0,neg_word,,,,,
perfectlyand,2.0,1,neg_nonword,,,,,
acft)),2.0,0,neg_nonalpha_abrev,,,,,
sablo,2.0,1,neg_nonword,,,,,
+5-10,2.0,0,neg_nonalpha_abrev,,,,,
terrorizing,2.0,0,neg_word,,,,,
517885:,2.0,0,neg_nonalpha_abrev,,,,,
admire,2.0,0,neg_word,,,,,
'round-robin',2.0,0,neg_nonalpha_abrev,,,,,
2051,2.0,0,neg_word,,,,,
celebrated,2.0,0,neg_word,,,,,
dotte,2.0,1,neg_nonword,,,,,
penzz,2.0,1,neg_nonword,,,,,
186+,2.0,0,neg_nonalpha_abrev,,,,,
rnav-1,2.0,0,neg_nonalpha_abrev,,,,,
covert,2.0,0,neg_word,,,,,
sidewise,2.0,1,neg_nonword,,,,,
o61,2.0,0,neg_nonalpha_abrev,,,,,
battery-pwred,2.0,0,neg_nonalpha_abrev,,,,,
towline,2.0,0,neg_word,,,,,
emails,2.0,0,neg_word,,,,,
dscnds,2.0,1,neg_nonword,,,,,
close--no,2.0,0,neg_word,,,,,
kidding!,2.0,0,neg_nonalpha_abrev,,,,,
room--you,2.0,0,neg_word,,,,,
11-9,2.0,0,neg_word,,,,,
palced,2.0,1,neg_nonword,,,,,
well-placed,2.0,0,neg_word,,,,,
6000-6500,2.0,0,neg_word,,,,,
503090:,2.0,0,neg_nonalpha_abrev,,,,,
out-run,2.0,0,neg_word,,,,,
kearney,2.0,1,neg_nonword,,,,,
521282:,2.0,0,neg_nonalpha_abrev,,,,,
'in-range,2.0,0,neg_nonalpha_abrev,,,,,
3:30),2.0,0,neg_nonalpha_abrev,,,,,
rosarito,2.0,1,neg_nonword,,,,,
xx09,2.0,0,neg_nonalpha_abrev,,,,,
public's,2.0,0,neg_nonalpha_abrev,,,,,
442830:,2.0,0,neg_nonalpha_abrev,,,,,
obliterates,2.0,0,neg_word,,,,,
staut,2.0,1,neg_nonword,,,,,
lnav'd,2.0,0,neg_nonalpha_abrev,,,,,
precondition,2.0,0,neg_word,,,,,
name)?',2.0,0,neg_nonalpha_abrev,,,,,
apr/sun/02,2.0,0,neg_nonalpha_abrev,,,,,
ready?',2.0,0,neg_nonalpha_abrev,,,,,
fighter's,2.0,0,neg_word,,,,,
edp,2.0,1,neg_nonword,,,,,
attracts,2.0,0,neg_word,,,,,
r763,2.0,0,neg_nonalpha_abrev,,,,,
drain-down,2.0,0,neg_word,,,,,
smarr,2.0,1,neg_nonword,,,,,
r-44,2.0,0,neg_word,,,,,
fondness,2.0,0,neg_word,,,,,
encoder!),2.0,0,neg_nonalpha_abrev,,,,,
non-fly,2.0,0,neg_word,,,,,
nill,2.0,1,neg_nonword,,,,,
amphib,2.0,1,neg_nonword,,,,,
4sd,2.0,0,neg_nonalpha_abrev,,,,,
[entry],2.0,0,neg_nonalpha_abrev,,,,,
harper's,2.0,0,neg_word,,,,,
zkc's,2.0,0,neg_nonalpha_abrev,,,,,
be35's,2.0,0,neg_nonalpha_abrev,,,,,
cf28l,2.0,0,neg_nonalpha_abrev,,,,,
7-12,2.0,0,neg_word,,,,,
kawed,2.0,1,neg_nonword,,,,,
bygec,2.0,1,neg_nonword,,,,,
rummaged,2.0,0,neg_word,,,,,
532925:,2.0,0,neg_nonalpha_abrev,,,,,
luvve2,2.0,0,neg_nonalpha_abrev,,,,,
dead--it,2.0,0,neg_word,,,,,
h130,2.0,0,neg_nonalpha_abrev,,,,,
know--but,2.0,0,neg_word,,,,,
hdof--i,2.0,0,neg_nonalpha_abrev,,,,,
coops,2.0,0,neg_word,,,,,
11/sun/89,2.0,0,neg_nonalpha_abrev,,,,,
oheat,2.0,1,neg_nonword,,,,,
lamentin,2.0,1,neg_nonword,,,,,
2:40,2.0,0,neg_nonalpha_abrev,,,,,
xc54,2.0,0,neg_nonalpha_abrev,,,,,
emola,2.0,1,neg_nonword,,,,,
pre-conditioned,2.0,0,neg_nonalpha_abrev,,,,,
croswell,2.0,1,neg_nonword,,,,,
-4c,2.0,0,neg_nonalpha_abrev,,,,,
moffett's,2.0,0,neg_nonalpha_abrev,,,,,
people!,2.0,0,neg_nonalpha_abrev,,,,,
oroville,2.0,1,neg_nonword,,,,,
murietta,2.0,1,neg_nonword,,,,,
sighing,2.0,0,neg_word,,,,,
v-198,2.0,0,neg_word,,,,,
surprise!,2.0,0,neg_nonalpha_abrev,,,,,
status--interfac,2.0,0,neg_nonalpha_abrev,,,,,
sj8,2.0,0,neg_nonalpha_abrev,,,,,
box!!,2.0,0,neg_nonalpha_abrev,,,,,
fly--i,2.0,0,neg_word,,,,,
boeing!,2.0,0,neg_nonalpha_abrev,,,,,
radio--same,2.0,0,neg_word,,,,,
a319/a320,2.0,0,neg_nonalpha_abrev,,,,,
tamed,2.0,0,neg_word,,,,,
459211:,2.0,0,neg_nonalpha_abrev,,,,,
vfr!',2.0,0,neg_nonalpha_abrev,,,,,
side-by-side',2.0,0,neg_nonalpha_abrev,,,,,
joseph,2.0,1,neg_nonword,,,,,
tar-h,2.0,0,neg_word,,,,,
atchison,2.0,1,neg_nonword,,,,,
signatures,2.0,0,neg_word,,,,,
e-mails,2.0,0,neg_word,,,,,
formulation,2.0,0,neg_word,,,,,
aims,2.0,0,neg_word,,,,,
xc48z,2.0,0,neg_nonalpha_abrev,,,,,
moving-map,2.0,0,neg_word,,,,,
loomed,2.0,0,neg_word,,,,,
r-5306c,2.0,0,neg_nonalpha_abrev,,,,,
scape,2.0,0,neg_word,,,,,
r-4005,2.0,0,neg_word,,,,,
r-6613,2.0,0,neg_word,,,,,
nibbled,2.0,0,neg_word,,,,,
borig,2.0,1,neg_nonword,,,,,
agnal,2.0,1,neg_nonword,,,,,
untuneable,2.0,1,neg_nonword,,,,,
'stop-gap',2.0,0,neg_nonalpha_abrev,,,,,
blyth,2.0,1,neg_nonword,,,,,
0060,2.0,0,neg_word,,,,,
divisible,2.0,0,neg_word,,,,,
azbic,2.0,1,neg_nonword,,,,,
wabep,2.0,1,neg_nonword,,,,,
noticed?),2.0,0,neg_nonalpha_abrev,,,,,
breakfasts,2.0,0,neg_word,,,,,
4-4-12,2.0,0,neg_word,,,,,
p34,2.0,0,neg_nonalpha_abrev,,,,,
gigged,2.0,0,neg_word,,,,,
chimney,2.0,0,neg_word,,,,,
kc130,2.0,0,neg_nonalpha_abrev,,,,,
1160,2.0,0,neg_word,,,,,
unease,2.0,0,neg_word,,,,,
r5802,2.0,0,neg_nonalpha_abrev,,,,,
9g7,2.0,0,neg_nonalpha_abrev,,,,,
w28,2.0,0,neg_nonalpha_abrev,,,,,
a554,2.0,0,neg_nonalpha_abrev,,,,,
yxxx,2.0,1,neg_nonword,,,,,
estuary,2.0,0,neg_word,,,,,
pan-pan,2.0,0,neg_word,,,,,
grandson,2.0,0,neg_word,,,,,
son-in-law,2.0,0,neg_word,,,,,
phot0/survey,2.0,0,neg_nonalpha_abrev,,,,,
245-250,2.0,0,neg_word,,,,,
whidbey's,2.0,0,neg_nonalpha_abrev,,,,,
extremity,2.0,0,neg_word,,,,,
s08,2.0,0,neg_nonalpha_abrev,,,,,
radio/xponder/electrical,2.0,0,neg_nonalpha_abrev,,,,,
agl/1100,2.0,0,neg_nonalpha_abrev,,,,,
12345,2.0,0,neg_word,,,,,
fire-rescue,2.0,0,neg_word,,,,,
strmm,2.0,1,neg_nonword,,,,,
enlightened,2.0,0,neg_word,,,,,
were:1),2.0,0,neg_nonalpha_abrev,,,,,
c-1d,2.0,0,neg_nonalpha_abrev,,,,,
guidance)2),2.0,0,neg_nonalpha_abrev,,,,,
000ft)3),2.0,0,neg_nonalpha_abrev,,,,,
down4,2.0,0,neg_nonalpha_abrev,,,,,
besas,2.0,1,neg_nonword,,,,,
x39,2.0,0,neg_nonalpha_abrev,,,,,
10-1),2.0,0,neg_nonalpha_abrev,,,,,
'atc:,2.0,0,neg_nonalpha_abrev,,,,,
ug446,2.0,0,neg_nonalpha_abrev,,,,,
kobet,2.0,1,neg_nonword,,,,,
ua636,2.0,0,neg_nonalpha_abrev,,,,,
cock,2.0,0,neg_word,,,,,
transparency,2.0,0,neg_word,,,,,
ugaaa6,2.0,0,neg_nonalpha_abrev,,,,,
altimter,2.0,1,neg_nonword,,,,,
harrisonburg,2.0,1,neg_nonword,,,,,
notions,2.0,0,neg_word,,,,,
stifled,2.0,0,neg_word,,,,,
10/30,2.0,0,neg_nonalpha_abrev,,,,,
lava,2.0,0,neg_word,,,,,
rfiki,2.0,1,neg_nonword,,,,,
omsum,2.0,1,neg_nonword,,,,,
10/2016,2.0,0,neg_nonalpha_abrev,,,,,
0950,2.0,0,neg_word,,,,,
0945,2.0,0,neg_word,,,,,
11/2016:,2.0,0,neg_nonalpha_abrev,,,,,
rbfs,2.0,1,neg_nonword,,,,,
re-positioning,2.0,0,neg_word,,,,,
r-4007,2.0,0,neg_word,,,,,
winterhaven,2.0,1,neg_nonword,,,,,
xa:10,2.0,0,neg_nonalpha_abrev,,,,,
flywheel,2.0,0,neg_word,,,,,
half-hour,2.0,0,neg_word,,,,,
oscic,2.0,1,neg_nonword,,,,,
malke,2.0,1,neg_nonword,,,,,
navajo?',2.0,0,neg_nonalpha_abrev,,,,,
babysitters,2.0,0,neg_word,,,,,
#67,2.0,0,neg_nonalpha_abrev,,,,,
-13,2.0,0,neg_word,,,,,
tufting,2.0,0,neg_word,,,,,
[identified],2.0,0,neg_nonalpha_abrev,,,,,
l39c,2.0,0,neg_nonalpha_abrev,,,,,
nrx,2.0,1,neg_nonword,,,,,
6mi,2.0,0,neg_nonalpha_abrev,,,,,
motorglider,2.0,1,neg_nonword,,,,,
resectoring,2.0,1,neg_nonword,,,,,
yvet,2.0,1,neg_nonword,,,,,
linder,2.0,1,neg_nonword,,,,,
e-erly,2.0,0,neg_nonalpha_abrev,,,,,
bowlr,2.0,1,neg_nonword,,,,,
#74,2.0,0,neg_nonalpha_abrev,,,,,
flaps-trailing,2.0,0,neg_word,,,,,
piglt1,2.0,0,neg_nonalpha_abrev,,,,,
oshka,2.0,1,neg_nonword,,,,,
5-7-1c,2.0,0,neg_nonalpha_abrev,,,,,
misterp,2.0,1,neg_nonword,,,,,
discontent,2.0,0,neg_word,,,,,
alpha-numerics,2.0,0,neg_word,,,,,
atcr,2.0,1,neg_nonword,,,,,
274678:,2.0,0,neg_nonalpha_abrev,,,,,
141's,2.0,0,neg_nonalpha_abrev,,,,,
worm,2.0,0,neg_word,,,,,
18l?,2.0,0,neg_nonalpha_abrev,,,,,
675386:,2.0,0,neg_nonalpha_abrev,,,,,
pmms,2.0,1,neg_nonword,,,,,
polling,2.0,0,neg_word,,,,,
debilitation,2.0,0,neg_word,,,,,
pbi-mco),2.0,0,neg_nonalpha_abrev,,,,,
90-98%,2.0,0,neg_nonalpha_abrev,,,,,
