tracon_month,pos_nonword_ct,pos_nonword_unique_ct,all_abrevs_no_overcount_ct,all_abrevs_no_overcount_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_ct,iata_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct
MSY 2019/2,1,1,3,3,2,2,0,0,2,2,1,1,0,0
MTC 1989/1,64,19,82,27,38,12,14,5,30,9,22,7,22,7
MTC 1991/10,18,11,38,23,15,10,6,2,4,3,10,6,13,7
MTC 1993/5,63,32,79,40,34,14,23,11,21,11,32,17,26,14
MTC 1997/3,21,15,38,20,18,4,2,1,7,3,18,11,17,13
MTEG 1991/3,15,11,22,14,7,4,2,1,9,5,4,3,8,7
MTJ 1989/3,36,20,48,30,12,11,8,6,11,6,13,9,22,11
MTN 1996/1,24,13,34,18,10,6,6,2,9,7,11,8,5,3
MTPP 1999/9,12,10,19,12,5,2,0,0,0,0,7,6,9,7
MTPP 2001/12,20,7,50,12,18,2,0,0,4,1,14,4,18,6
MTPP 2001/5,9,6,12,8,7,4,3,2,1,1,5,4,5,4
MTPP 2001/7,2,1,6,3,2,1,2,1,2,1,0,0,2,1
MTPP 2003/10,21,14,34,23,13,6,2,2,7,5,9,6,13,9
MTPP 2007/5,22,14,34,20,17,8,9,5,7,6,6,5,8,6
MTPP 2012/1,6,5,6,5,1,1,5,4,2,2,0,0,4,3
MTPP 2012/2,3,2,6,4,1,1,2,1,1,1,0,0,2,1
MTPP 2012/8,1,1,6,3,1,1,0,0,1,1,0,0,0,0
MTY 1992/10,9,6,15,9,10,5,5,3,7,3,1,1,1,1
MTY 1993/6,28,14,38,19,21,8,5,4,10,6,6,6,5,5
MTY 1994/1,38,25,51,33,19,11,9,5,15,11,21,13,20,11
MTY 1995/3,35,20,51,32,18,11,9,5,12,8,17,9,19,10
MUC 1989/10,23,13,41,27,17,8,10,4,13,6,12,8,7,6
MUC 1989/11,14,10,16,12,6,5,2,2,5,4,9,7,7,4
MUC 1992/10,25,13,47,23,20,10,9,4,11,5,4,3,8,4
MUHA 1999/4,33,12,44,19,18,7,10,4,10,4,30,11,21,8
MUO 1994/11,21,13,35,22,19,11,6,3,13,8,10,6,5,4
MVD 1998/3,7,6,7,6,0,0,0,0,3,3,3,3,3,2
MVMI 1997/7,35,23,52,35,19,12,11,7,15,10,16,12,15,10
MWC 1995/10,15,11,20,15,9,5,5,3,6,5,6,4,6,5
MWC 1996/6,18,12,19,13,3,1,1,1,5,1,12,8,8,8
MWCR 2005/4,11,6,22,11,8,4,6,4,9,4,6,3,1,1
MWH 1988/4,27,16,30,19,7,4,9,4,3,3,11,8,19,11
MWH 1988/6,28,17,43,24,3,3,6,4,6,4,8,4,21,12
MWH 1991/8,27,11,39,20,15,6,10,3,19,6,20,9,8,5
MWH 1992/9,38,17,58,24,23,12,13,4,9,6,26,14,22,7
MWH 1993/5,38,20,53,25,13,7,14,6,4,1,19,10,24,12
MWH 1995/10,35,19,54,28,24,13,17,8,8,7,15,9,18,10
MWH 1996/12,24,14,26,16,11,6,4,4,7,4,9,7,7,6
MWH 1997/3,9,9,10,10,3,3,4,4,4,4,2,2,3,3
MWH 1998/4,24,17,47,26,25,11,12,4,7,5,11,10,18,11
MWH 2007/4,24,11,30,14,13,6,8,3,11,5,10,7,11,6
MWH 2009/4,1,1,5,2,4,1,1,1,0,0,0,0,0,0
MWH 2015/6,17,10,20,12,3,3,13,7,7,4,4,3,8,4
MWH 2018/7,5,3,5,3,4,2,4,2,4,2,0,0,0,0
MWH 2019/7,4,3,5,4,3,2,3,2,3,2,0,0,0,0
MXF 1988/11,85,29,100,38,25,13,27,9,43,15,48,15,40,12
MXF 1998/1,45,18,61,24,30,9,7,4,10,7,18,11,24,9
MXP 1990/7,53,28,87,49,42,21,12,6,28,14,29,17,24,14
MXP 1993/3,26,11,38,15,8,4,6,2,12,5,12,6,12,5
MXP 1996/4,23,12,42,19,20,6,3,3,8,2,18,7,16,8
MXP 1997/10,30,13,46,24,27,10,12,4,10,5,10,8,7,6
MXP 1998/10,24,13,30,16,11,6,6,3,6,4,10,7,14,8
MYGF 1999/6,96,33,125,53,48,23,38,12,48,16,31,13,37,13
MYGF 2002/5,16,12,27,20,13,7,8,5,13,8,8,4,6,5
MYGF 2002/6,56,21,76,35,28,13,16,6,13,9,17,9,34,12
MYGF 2003/5,102,26,141,40,46,12,27,9,15,6,32,12,67,18
MYNA 2000/12,17,14,25,21,12,9,5,3,8,8,10,10,8,7
MYNN 1989/11,7,4,11,7,3,2,3,2,3,2,5,3,5,3
MYNN 1999/9,28,17,54,29,24,8,0,0,4,4,12,9,20,12
MYNN 2001/1,14,9,25,12,16,5,6,3,9,5,11,6,5,3
MYNN 2002/1,9,7,15,11,10,7,4,3,9,6,2,1,1,1
MYNN 2002/6,152,25,218,36,106,12,30,5,52,9,96,17,62,13
MYNN 2006/7,40,18,57,24,21,8,7,4,2,2,22,11,27,11
MYNN 2014/9,4,4,11,10,1,1,1,1,2,2,0,0,2,2
MYR 1988/7,26,13,30,16,13,7,12,4,8,5,7,5,11,5
MYR 1988/8,35,18,45,26,20,11,16,5,15,8,23,10,18,10
MYR 1989/10,101,38,134,54,67,26,17,13,42,21,42,18,35,15
MYR 1989/12,24,15,25,16,2,2,4,3,3,3,14,8,21,12
MYR 1989/9,28,8,60,19,20,6,20,5,14,4,6,3,16,3
MYR 1990/1,19,14,27,20,13,10,4,2,9,7,4,3,5,4
MYR 1990/2,11,9,14,11,5,4,1,1,7,5,3,2,4,3
MYR 1990/4,38,20,46,28,12,9,2,2,12,7,14,7,22,10
MYR 1990/9,42,16,60,23,28,10,16,6,24,7,24,10,18,7
MYR 1991/3,13,10,19,13,7,4,3,3,1,1,14,8,11,8
MYR 1992/4,21,12,34,19,15,9,5,4,8,6,14,10,12,6
MYR 1992/9,37,18,49,26,21,10,12,6,14,8,9,5,15,9
MYR 1993/11,20,12,31,19,11,7,3,2,3,2,10,7,11,5
MYR 1993/5,45,20,51,25,20,10,11,6,10,4,21,11,22,11
MYR 1994/11,30,18,37,21,11,7,7,4,12,8,14,11,17,9
MYR 1994/9,33,17,49,24,15,6,1,1,17,8,15,10,10,8
MYR 1996/4,35,21,46,27,24,11,7,2,16,8,12,8,8,6
MYR 1996/6,34,19,49,27,21,10,12,5,10,8,8,6,16,8
MYR 1996/7,52,22,70,33,23,12,14,6,28,12,30,14,24,9
MYR 1997/1,62,22,87,34,32,12,13,5,20,8,28,9,34,9
MYR 1997/10,110,48,128,60,39,15,29,9,36,12,37,23,43,25
MYR 1998/5,10,3,22,8,6,2,0,0,6,2,6,2,8,2
MYR 1999/3,132,30,146,35,58,11,12,4,28,8,60,17,68,17
MYR 1999/8,60,27,64,31,37,14,17,9,23,10,19,12,21,11
MYR 1999/9,39,20,50,28,28,15,5,4,12,10,11,7,15,7
MYR 2000/3,64,26,93,36,54,13,22,7,33,9,38,14,20,13
MYR 2000/4,39,23,53,32,20,11,3,3,14,8,12,8,19,12
MYR 2000/6,30,20,50,27,27,11,7,4,15,8,21,11,13,10
MYR 2001/5,36,19,53,27,24,10,6,5,11,6,13,7,19,10
MYR 2002/2,42,20,68,28,31,9,8,5,10,5,20,11,27,14
MYR 2003/3,23,14,28,17,9,6,3,2,10,6,10,6,13,8
MYR 2003/4,19,13,28,20,15,10,6,3,8,7,10,9,5,4
MYR 2004/9,144,30,166,35,84,12,54,9,38,10,64,13,68,17
MYR 2014/7,29,9,44,12,4,1,6,3,23,6,0,0,5,2
MZT 1998/8,32,11,39,13,18,4,16,3,18,3,3,3,13,7
N(0 1994/3,27,17,44,27,16,7,4,4,3,3,9,8,16,11
N71 1993/4,26,15,35,22,8,4,6,3,2,2,11,8,16,9
N90 1988/1,156,56,223,73,87,22,39,11,81,27,78,23,56,23
N90 1988/10,318,77,463,126,182,31,81,15,151,34,181,37,144,32
N90 1988/11,230,73,329,113,110,29,61,17,100,30,109,32,105,35
N90 1988/12,232,74,333,115,113,31,52,21,111,30,97,28,105,34
N90 1988/2,310,94,398,132,127,32,72,21,137,39,131,40,134,42
N90 1988/3,364,83,483,126,170,33,61,11,186,40,229,38,167,31
N90 1988/4,266,76,349,105,133,28,91,20,110,31,107,37,125,34
N90 1988/5,653,112,895,191,327,41,203,25,290,51,330,49,307,53
N90 1988/6,390,102,484,151,159,38,96,23,181,47,148,42,156,41
N90 1988/7,144,58,188,79,78,24,40,15,53,24,53,25,62,25
N90 1988/8,294,76,370,107,146,31,90,17,137,31,168,39,128,38
N90 1988/9,237,73,312,105,116,30,64,19,100,29,89,29,104,35
N90 1989/1,137,50,176,71,65,19,47,13,48,23,71,27,62,23
N90 1989/10,351,79,489,134,176,35,139,25,116,36,140,34,156,36
N90 1989/11,356,81,489,128,197,32,120,22,160,35,162,33,146,38
N90 1989/12,322,86,417,126,160,33,89,15,158,37,145,35,142,43
N90 1989/2,294,88,359,112,167,39,67,24,115,36,163,46,119,38
N90 1989/3,237,75,305,105,107,31,62,18,98,30,118,30,117,35
N90 1989/4,346,88,446,128,128,32,96,19,166,40,151,43,153,39
N90 1989/5,367,87,458,128,184,37,107,19,165,40,181,44,151,36
N90 1989/6,974,126,1274,206,461,43,255,28,441,52,489,46,430,56
N90 1989/7,664,111,867,192,321,44,244,34,353,52,277,39,238,48
N90 1989/8,482,100,609,146,243,42,137,27,220,43,246,43,215,46
N90 1989/9,748,105,1046,157,402,38,188,27,414,50,366,41,311,46
N90 1990/1,277,80,400,128,159,33,80,19,149,34,161,36,126,39
N90 1990/10,426,98,553,151,199,40,110,21,159,45,210,44,198,41
N90 1990/11,259,90,348,129,147,41,77,20,123,43,98,31,106,37
N90 1990/12,611,117,798,183,291,47,153,28,238,51,321,51,282,46
N90 1990/2,420,100,555,151,243,45,135,27,192,48,186,45,159,44
N90 1990/3,969,110,1254,175,470,48,316,28,459,48,533,47,459,50
N90 1990/4,813,139,1066,214,451,57,262,31,395,66,395,56,306,59
N90 1990/5,543,115,758,191,288,50,140,27,244,56,270,47,250,47
N90 1990/6,396,92,514,140,189,39,132,22,155,37,200,41,178,45
N90 1990/7,643,122,880,192,361,48,165,33,278,54,380,52,295,56
N90 1990/8,415,99,548,161,173,42,103,30,191,49,200,39,178,40
N90 1990/9,899,103,1174,157,425,41,236,20,313,42,506,50,450,48
N90 1991/1,354,93,455,130,149,34,99,25,142,42,149,38,173,43
N90 1991/10,460,97,676,148,277,37,126,22,178,40,238,44,204,44
N90 1991/11,1090,117,1553,178,668,46,269,28,523,49,621,49,449,53
N90 1991/12,493,111,653,166,269,43,168,28,217,51,214,44,208,46
N90 1991/2,131,53,181,78,67,24,40,13,51,16,64,27,61,31
N90 1991/3,330,85,417,118,161,36,91,16,136,37,136,34,156,40
N90 1991/4,1187,125,1581,193,585,47,335,27,533,54,573,52,540,56
N90 1991/5,553,126,727,179,257,44,187,30,236,55,261,46,254,55
N90 1991/6,417,99,549,142,212,43,128,21,186,44,194,46,201,38
N90 1991/7,550,126,795,189,370,51,157,26,264,59,260,51,221,51
N90 1991/8,546,105,782,155,333,43,137,21,239,48,304,49,259,45
N90 1991/9,385,102,562,155,226,39,113,27,165,42,175,43,169,49
N90 1992/1,543,109,754,162,290,40,162,26,225,42,227,47,243,48
N90 1992/10,454,108,640,161,266,49,126,29,209,55,219,47,223,41
N90 1992/11,461,91,653,142,249,38,128,26,187,41,223,40,231,40
N90 1992/12,220,74,296,114,103,33,51,14,87,29,102,41,107,37
N90 1992/2,431,110,625,163,239,46,96,25,209,50,221,45,180,44
N90 1992/3,594,115,899,179,375,44,177,23,253,49,301,51,265,52
N90 1992/4,345,89,459,125,182,38,71,16,130,40,147,43,155,41
N90 1992/5,304,75,428,118,146,30,55,12,123,28,166,44,154,38
N90 1992/6,1189,115,1703,178,644,40,319,28,519,50,602,51,588,50
N90 1992/7,366,98,524,139,200,35,117,28,146,41,151,35,162,41
N90 1992/8,263,75,361,109,168,27,73,18,134,33,154,35,91,30
N90 1992/9,158,60,242,89,93,24,38,12,72,26,77,26,79,30
N90 1993/1,228,73,322,100,113,25,65,20,105,28,105,35,100,34
N90 1993/10,883,107,1278,164,588,48,250,26,341,46,382,44,425,45
N90 1993/11,393,102,550,155,203,39,104,17,156,35,185,48,185,50
N90 1993/12,360,104,482,150,185,40,57,18,143,41,188,43,185,55
N90 1993/2,258,82,358,112,163,34,60,18,98,33,115,34,119,36
N90 1993/3,882,109,1194,159,531,47,236,29,453,53,478,50,381,46
N90 1993/4,318,81,487,134,223,39,108,23,129,35,151,36,149,38
N90 1993/5,436,96,616,138,247,37,110,20,189,38,261,45,213,46
N90 1993/6,419,117,613,166,209,41,99,21,186,47,231,56,210,55
N90 1993/7,634,116,900,182,357,45,142,26,268,46,315,52,305,53
N90 1993/8,523,107,723,154,284,44,129,24,189,41,267,47,265,50
N90 1993/9,272,84,439,128,183,36,56,17,115,38,142,44,138,38
N90 1994/1,407,105,577,156,232,43,107,26,179,43,228,45,191,46
N90 1994/10,222,64,313,91,130,28,66,18,83,27,94,28,107,26
N90 1994/11,423,98,586,149,237,41,112,22,192,41,221,47,195,47
N90 1994/12,298,74,417,107,167,30,66,15,109,30,144,37,142,35
N90 1994/2,237,85,353,123,161,39,54,20,92,36,129,45,113,40
N90 1994/3,340,89,499,129,212,37,65,19,148,36,151,39,143,39
N90 1994/4,268,90,369,124,141,34,70,21,123,38,111,39,121,39
N90 1994/5,217,65,333,90,134,31,50,14,81,27,99,33,108,29
N90 1994/6,875,96,1212,144,502,43,212,19,337,43,368,42,405,45
N90 1994/7,508,87,732,133,309,35,102,18,200,30,298,45,263,46
N90 1994/8,513,98,739,157,321,38,123,24,184,41,223,43,222,47
N90 1994/9,270,68,411,104,147,30,79,15,85,23,179,39,155,34
N90 1995/1,827,84,1265,142,592,40,222,19,328,32,462,44,445,43
N90 1995/10,330,87,463,129,202,45,95,19,170,43,144,40,144,38
N90 1995/11,325,58,475,79,210,24,80,13,127,21,128,28,175,32
N90 1995/12,234,79,324,103,141,32,55,16,77,29,114,34,133,43
N90 1995/2,496,108,726,163,274,39,118,22,201,44,285,44,270,50
N90 1995/3,290,79,446,116,202,34,80,20,119,33,144,31,133,35
N90 1995/4,516,123,818,205,369,50,149,33,203,50,239,50,248,56
N90 1995/5,1104,110,1689,173,651,41,256,23,458,45,621,50,596,50
N90 1995/6,522,125,770,197,295,47,151,31,195,55,269,51,279,57
N90 1995/7,565,124,811,187,347,47,130,26,233,57,254,54,260,52
N90 1995/8,386,102,586,155,254,44,96,24,156,42,192,44,189,42
N90 1995/9,395,85,627,129,269,29,101,17,157,31,211,41,202,44
N90 1996/1,195,67,258,90,119,34,51,17,89,32,94,33,77,26
N90 1996/10,377,107,509,152,220,40,96,22,163,44,167,49,139,46
N90 1996/11,846,100,1329,154,551,41,225,20,292,46,430,41,413,42
N90 1996/12,529,112,741,163,306,47,138,26,238,50,235,43,237,47
N90 1996/2,107,49,146,63,66,22,28,12,26,14,40,22,53,23
N90 1996/3,240,71,337,99,128,25,38,13,87,26,147,37,133,34
N90 1996/4,564,126,839,185,381,55,156,29,218,55,279,51,276,53
N90 1996/5,684,95,965,143,356,38,158,21,231,40,349,42,357,43
N90 1996/6,346,98,513,152,210,39,98,22,176,52,186,40,153,38
N90 1996/7,282,84,475,126,239,35,69,18,150,36,148,42,124,39
N90 1996/8,435,117,648,173,261,44,116,30,163,51,192,50,220,52
N90 1996/9,525,108,757,163,333,44,147,25,216,45,268,48,253,51
N90 1997/1,324,116,476,165,218,50,88,24,153,53,139,47,117,43
N90 1997/10,413,92,593,148,258,40,130,22,165,37,207,44,201,44
N90 1997/11,332,61,515,99,224,28,80,14,141,23,169,32,163,31
N90 1997/12,240,79,348,106,145,28,46,13,105,34,124,34,116,38
N90 1997/2,248,71,327,110,117,32,78,17,69,30,112,32,135,32
N90 1997/3,596,107,806,161,311,40,124,23,233,44,283,48,305,47
N90 1997/4,410,95,611,154,243,37,92,16,149,38,197,38,222,46
N90 1997/5,343,67,592,101,293,32,80,18,150,23,260,34,184,32
N90 1997/6,531,103,737,146,326,40,123,22,214,39,251,45,244,48
N90 1997/7,556,116,861,184,361,45,173,24,289,48,316,52,245,57
N90 1997/8,493,92,680,130,249,33,160,19,247,35,282,41,207,46
N90 1997/9,535,111,737,167,341,45,158,25,226,49,233,44,216,42
N90 1998/1,236,94,335,134,148,40,66,24,105,46,86,40,97,39
N90 1998/10,338,86,521,130,211,30,89,18,148,38,171,40,161,39
N90 1998/11,234,57,332,77,125,21,37,7,87,22,109,34,108,28
N90 1998/12,99,46,143,65,52,17,14,6,39,19,38,18,50,23
N90 1998/2,249,72,382,104,181,31,74,18,146,31,155,35,105,32
N90 1998/3,547,105,828,163,388,43,136,23,245,47,348,45,239,45
N90 1998/4,421,87,603,134,258,35,122,17,169,34,214,45,204,44
N90 1998/5,741,108,1039,156,436,44,195,22,331,41,322,43,297,46
N90 1998/6,532,113,822,180,340,46,142,24,205,44,265,48,263,54
N90 1998/7,401,90,614,142,289,45,128,23,155,36,189,44,173,37
N90 1998/8,380,95,571,150,245,42,85,18,173,39,210,47,191,45
N90 1998/9,423,96,607,138,256,34,100,16,176,40,226,44,197,45
N90 1999/1,21,18,36,29,17,13,9,8,15,11,11,9,7,5
N90 1999/10,435,98,631,144,267,43,104,22,182,44,221,37,209,41
N90 1999/11,332,85,486,124,221,36,97,20,174,36,180,41,149,44
N90 1999/12,177,60,262,86,106,24,49,11,96,28,116,27,78,29
N90 1999/2,345,84,494,120,229,36,89,18,124,36,181,39,178,39
N90 1999/3,763,88,1160,134,564,42,251,22,352,34,367,37,360,43
N90 1999/4,301,81,467,116,201,35,69,20,111,31,160,38,165,39
N90 1999/5,283,92,437,146,200,38,78,26,127,36,136,44,121,46
N90 1999/6,432,114,641,167,297,46,135,26,206,49,196,48,186,51
N90 1999/7,810,84,1222,137,566,38,201,16,327,35,388,41,414,41
N90 1999/8,475,103,726,160,277,40,87,18,148,40,245,48,267,48
N90 1999/9,467,107,649,153,284,44,130,23,198,41,252,48,215,47
N90 2000/1,357,92,518,138,193,35,77,14,167,38,199,42,175,45
N90 2000/10,389,91,576,138,230,38,100,18,156,40,239,45,201,34
N90 2000/11,305,91,448,130,170,33,64,22,126,35,156,38,163,46
N90 2000/12,327,82,445,120,161,29,73,19,141,37,138,35,151,36
N90 2000/2,474,110,743,172,300,45,128,24,183,46,238,51,233,46
N90 2000/3,462,98,725,157,312,50,111,24,234,42,226,44,223,43
N90 2000/4,235,76,369,112,182,37,72,17,120,34,131,39,107,33
N90 2000/5,321,98,471,138,197,36,80,22,140,40,155,39,146,47
N90 2000/6,443,96,677,138,302,39,111,20,183,39,218,42,216,44
N90 2000/7,752,97,1103,144,494,45,219,27,277,39,370,39,389,47
N90 2000/8,649,131,957,197,374,47,150,27,250,50,320,55,353,66
N90 2000/9,469,107,733,159,313,44,105,21,196,42,225,47,231,47
N90 2001/1,181,66,243,88,111,30,38,17,71,24,86,32,87,36
N90 2001/10,502,110,719,173,274,45,167,29,233,52,237,49,240,47
N90 2001/11,439,100,641,155,267,43,115,22,187,48,219,45,208,45
N90 2001/12,364,81,512,113,194,29,113,17,160,30,210,41,178,42
N90 2001/2,678,83,992,118,404,33,144,17,224,33,376,40,368,39
N90 2001/3,396,94,548,137,232,40,100,18,189,43,224,43,190,46
N90 2001/4,429,105,677,172,298,47,116,23,230,51,251,49,194,45
N90 2001/5,390,91,572,135,281,39,143,26,171,40,188,39,171,41
N90 2001/6,116,50,170,76,75,24,45,13,50,20,48,27,57,25
N90 2001/7,1316,123,2015,201,890,49,410,29,507,50,622,52,641,54
N90 2001/8,333,90,537,140,276,41,103,20,195,38,181,42,133,34
N90 2001/9,392,100,591,155,217,37,129,24,177,47,149,38,187,43
N90 2002/1,403,96,633,133,264,33,77,23,207,40,233,44,206,46
N90 2002/10,246,76,375,113,174,36,64,18,96,32,147,36,130,34
N90 2002/11,461,95,634,139,276,37,144,19,187,41,256,42,223,42
N90 2002/12,312,99,469,141,190,40,81,23,143,44,153,47,158,46
N90 2002/2,424,94,690,150,322,42,133,22,227,33,244,41,181,47
N90 2002/3,470,104,713,162,278,40,108,18,217,43,239,54,232,49
N90 2002/4,433,94,637,139,264,35,101,21,179,36,182,39,203,46
N90 2002/5,292,83,442,124,184,35,67,19,117,35,152,38,151,38
N90 2002/6,224,57,275,74,130,30,82,16,93,24,94,28,99,27
N90 2002/7,143,55,199,72,87,21,38,11,61,21,70,27,64,27
N90 2002/8,465,91,643,128,256,36,116,21,151,37,220,39,248,40
N90 2002/9,142,52,189,72,77,22,39,12,63,23,68,26,64,23
N90 2003/1,329,94,476,131,223,36,99,24,171,40,165,40,141,44
N90 2003/10,506,99,787,163,337,47,141,25,223,46,322,48,269,44
N90 2003/11,598,121,870,183,419,51,193,31,274,52,285,50,255,56
N90 2003/12,229,80,313,113,114,29,48,14,110,38,109,36,104,37
N90 2003/2,670,80,910,118,419,33,223,28,279,32,325,33,300,39
N90 2003/3,877,134,1358,222,614,52,359,33,417,68,361,49,367,49
N90 2003/4,949,144,1424,247,601,51,356,37,410,70,402,50,413,56
N90 2003/5,873,120,1185,184,555,50,267,31,354,54,452,53,395,53
N90 2003/6,368,98,579,152,244,43,111,32,164,42,183,44,183,44
N90 2003/7,758,91,1068,144,448,38,278,24,344,36,386,42,362,47
N90 2003/8,550,103,828,160,354,41,170,24,265,40,285,49,272,47
N90 2003/9,273,73,367,102,159,35,78,20,110,32,124,33,122,33
N90 2004/1,491,79,704,113,345,37,150,24,264,35,256,36,211,35
N90 2004/10,88,29,108,39,43,12,32,8,40,15,50,16,42,14
N90 2004/11,311,77,426,103,162,27,64,16,108,26,178,39,182,42
N90 2004/12,321,90,471,132,191,37,81,24,120,33,174,43,163,48
N90 2004/2,212,62,283,85,126,24,59,15,100,28,101,28,93,30
N90 2004/3,319,72,460,109,205,28,110,20,148,29,185,35,157,34
N90 2004/4,547,111,786,165,359,49,160,32,235,44,304,47,267,51
N90 2004/5,713,113,1004,170,470,45,182,30,273,43,395,53,359,55
N90 2004/6,340,88,504,129,254,40,111,21,169,32,169,47,138,42
N90 2004/7,234,76,342,115,144,34,57,17,107,30,140,38,112,35
N90 2004/8,445,94,619,133,287,38,142,26,191,35,225,41,210,46
N90 2004/9,602,77,803,106,330,34,151,19,263,29,290,35,281,36
N90 2005/1,19,12,35,20,15,6,7,5,7,6,9,6,4,3
N90 2005/10,900,102,1283,155,551,38,284,23,460,47,404,48,370,47
N90 2005/11,64,31,106,45,54,14,25,10,34,13,41,19,28,17
N90 2005/12,207,62,301,88,142,24,65,13,122,30,122,32,85,27
N90 2005/2,194,55,288,82,134,29,52,18,76,22,88,27,96,25
N90 2005/3,478,86,676,119,333,35,142,20,260,34,290,40,222,41
N90 2005/4,433,80,636,111,305,35,142,21,265,35,263,36,170,38
N90 2005/5,401,91,582,127,272,30,135,22,205,31,222,43,171,49
N90 2005/6,155,47,219,69,112,22,57,13,111,22,102,29,53,24
N90 2005/7,249,65,338,99,144,33,80,15,122,28,154,35,123,32
N90 2005/8,218,61,283,84,125,24,64,10,109,29,124,32,97,34
N90 2005/9,268,68,351,96,151,28,78,14,149,35,157,35,118,32
N90 2006/1,213,56,280,83,109,27,63,15,95,22,101,29,110,28
N90 2006/10,662,111,966,169,455,47,212,24,353,42,412,51,307,52
N90 2006/11,563,104,844,155,342,41,165,27,264,49,347,46,281,46
N90 2006/12,448,96,691,138,346,35,163,22,271,37,274,44,184,48
N90 2006/2,353,76,546,104,253,33,107,21,172,32,244,37,176,34
N90 2006/3,511,101,731,147,297,37,145,21,218,38,272,48,259,50
N90 2006/4,270,70,390,103,176,33,81,19,125,33,148,33,117,29
N90 2006/5,377,82,541,122,232,37,125,24,187,36,208,37,179,40
N90 2006/6,445,111,624,155,292,49,143,32,221,49,214,44,178,48
N90 2006/7,1436,107,1892,157,756,42,446,26,714,44,804,51,662,50
N90 2006/8,407,87,584,117,259,34,149,20,219,37,263,40,189,40
N90 2006/9,761,107,1044,152,494,42,271,23,416,36,444,49,352,59
N90 2007/1,451,87,643,126,300,37,145,19,214,36,249,41,211,41
N90 2007/10,252,60,334,80,149,26,81,18,121,25,116,29,112,29
N90 2007/11,204,52,298,79,144,24,83,17,106,18,95,28,85,26
N90 2007/12,233,59,315,78,135,22,67,10,128,22,135,32,98,30
N90 2007/2,607,86,855,125,425,41,235,21,337,36,367,42,246,37
N90 2007/3,243,35,335,48,162,18,88,8,133,15,154,25,108,18
N90 2007/4,548,75,779,110,375,31,197,17,319,33,342,38,222,33
N90 2007/5,395,71,577,108,266,32,157,18,231,29,209,30,167,34
N90 2007/6,436,87,620,133,276,39,142,17,221,34,260,46,194,43
N90 2007/7,177,51,249,76,96,25,51,15,92,23,86,20,88,24
N90 2007/8,318,72,427,112,171,28,128,22,153,32,156,33,155,33
N90 2007/9,239,64,318,92,162,31,96,22,108,24,114,30,103,34
N90 2008/1,564,72,804,103,368,36,158,21,242,36,326,38,270,33
N90 2008/10,253,69,375,97,153,23,79,18,114,26,139,33,135,38
N90 2008/11,194,41,297,59,176,20,82,11,130,19,103,26,68,20
N90 2008/12,142,49,216,78,109,30,68,20,80,23,39,18,42,17
N90 2008/2,195,41,267,55,134,21,75,14,99,13,144,27,88,23
N90 2008/3,202,61,289,82,141,23,83,24,97,23,99,24,89,29
N90 2008/4,273,72,393,101,179,29,97,19,155,29,146,35,97,32
N90 2008/5,237,71,351,107,161,30,79,16,122,32,97,35,92,32
N90 2008/6,298,80,444,115,210,41,104,18,150,35,151,38,129,33
N90 2008/7,320,88,505,141,236,42,99,23,151,33,152,38,138,42
N90 2008/8,341,79,470,113,206,31,108,24,113,28,162,38,159,36
N90 2008/9,870,79,1196,119,563,33,323,23,391,35,451,39,395,34
N90 2009/1,86,33,184,51,93,16,48,14,66,20,25,13,18,12
N90 2009/10,93,27,146,43,63,12,57,18,60,12,4,3,27,11
N90 2009/11,86,26,147,43,66,12,59,17,59,15,10,3,21,7
N90 2009/12,111,30,197,48,91,16,72,18,75,17,8,4,28,10
N90 2009/2,97,31,176,46,107,16,49,15,84,21,7,4,10,8
N90 2009/3,70,22,130,35,74,11,38,13,58,16,5,2,6,4
N90 2009/4,92,23,137,37,76,15,56,17,64,13,5,4,9,6
N90 2009/5,90,26,156,54,61,13,72,19,45,16,5,3,28,6
N90 2009/6,106,29,218,51,87,11,52,15,62,15,4,1,25,9
N90 2009/7,115,27,184,52,81,16,75,15,70,16,16,4,35,5
N90 2009/8,66,25,124,41,58,14,32,14,48,17,7,4,11,5
N90 2009/9,93,22,150,37,67,10,61,11,80,13,3,2,10,6
N90 2010/1,20,11,38,18,19,7,12,7,17,8,3,2,1,1
N90 2010/10,105,33,210,60,76,13,76,16,75,22,6,3,28,9
N90 2010/11,76,20,150,35,66,10,47,13,60,11,4,3,12,6
N90 2010/12,225,29,400,48,181,12,138,17,189,21,27,3,26,6
N90 2010/2,56,17,105,31,45,8,36,9,36,10,7,5,20,7
N90 2010/3,122,25,228,47,68,9,66,13,82,14,10,3,30,6
N90 2010/4,114,26,172,45,48,10,90,16,81,15,9,5,29,8
N90 2010/5,63,19,104,37,37,10,36,12,49,13,8,3,12,5
N90 2010/6,73,29,125,44,50,15,41,16,51,19,3,2,14,6
N90 2010/7,122,23,187,42,71,12,68,12,91,12,6,3,25,7
N90 2010/8,118,28,193,49,66,17,67,16,83,19,8,6,32,8
N90 2010/9,35,14,66,28,27,10,23,9,32,11,4,2,3,3
N90 2011/1,30,16,56,25,20,8,16,7,25,13,0,0,5,3
N90 2011/10,146,39,264,78,111,27,98,24,112,27,24,7,22,9
N90 2011/11,101,31,257,52,147,16,48,13,73,19,18,5,23,10
