,airport_code,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups,ATADS_Tracon_Tower,Airport Operations,Class,DDSO Service Area,Date,Facility,IFR Itinerant	Air Carrier,IFR Itinerant	Air Taxi,IFR Itinerant	General Aviation,IFR Itinerant	Military,IFR Itinerant	Total,IFR Overflight	Air Carrier,IFR Overflight	Air Taxi,IFR Overflight	General Aviation,IFR Overflight	Military,IFR Overflight	Total,Local	Civil,Local	Military,Local	Total,Region,State,Total Operations,Tower Operations,VFR Itinerant	Air Carrier,VFR Itinerant	Air Taxi,VFR Itinerant	General Aviation,VFR Itinerant	Military,VFR Itinerant	Total,VFR Overflight	Air Carrier,VFR Overflight	Air Taxi,VFR Overflight	General Aviation,VFR Overflight	Military,VFR Overflight	Total
2772,LAS,1995,4,0.0,0.0,1.0,0,1.0,1.0,Tower,42805.0,Combined TRACON & Tower with Radar,WE,04/1995,LAS ,20841.0,2969.0,5422.0,1011.0,30243.0,0.0,0.0,20.0,3.0,23.0,1333.0,21.0,1354.0,AWP,NV,,43650.0,846.0,5699.0,3961.0,702.0,11208.0,0.0,159.0,659.0,4.0,822.0
2773,LAS,1995,5,0.0,0.0,2.0,0,2.0,2.0,Tower,43187.0,Combined TRACON & Tower with Radar,WE,05/1995,LAS ,21288.0,3141.0,5628.0,1261.0,31318.0,2.0,1.0,6.0,0.0,9.0,1213.0,16.0,1229.0,AWP,NV,,44126.0,548.0,6613.0,2930.0,549.0,10640.0,0.0,162.0,755.0,13.0,930.0
2774,LAS,1995,7,1.0,0.0,1.0,1,2.0,1.0,Tower,41613.0,Combined TRACON & Tower with Radar,WE,07/1995,LAS ,21022.0,2846.0,5216.0,1040.0,30124.0,0.0,1.0,7.0,0.0,8.0,1160.0,0.0,1160.0,AWP,NV,,42505.0,395.0,7085.0,2624.0,225.0,10329.0,0.0,188.0,694.0,2.0,884.0
2775,LAS,1995,8,0.0,0.0,1.0,0,1.0,1.0,Tower,43978.0,Combined TRACON & Tower with Radar,WE,08/1995,LAS ,21050.0,3088.0,5992.0,1231.0,31361.0,0.0,4.0,7.0,0.0,11.0,1340.0,18.0,1358.0,AWP,NV,,44941.0,453.0,7894.0,2546.0,366.0,11259.0,0.0,91.0,861.0,0.0,952.0
2776,LAS,1995,10,1.0,0.0,0.0,0,1.0,1.0,Tower,43644.0,Combined TRACON & Tower with Radar,WE,10/1995,LAS ,22117.0,3212.0,6723.0,1142.0,33194.0,1.0,2.0,12.0,0.0,15.0,1553.0,10.0,1563.0,AWP,NV,,44596.0,397.0,5079.0,3181.0,230.0,8887.0,0.0,390.0,544.0,3.0,937.0
2777,LAS,1996,1,0.0,0.0,2.0,0,2.0,2.0,Tower,39979.0,Combined TRACON & Tower with Radar,WE,01/1996,LAS ,21518.0,2961.0,6120.0,1159.0,31758.0,0.0,1.0,10.0,0.0,11.0,1359.0,6.0,1365.0,AWP,NV,,40723.0,651.0,3288.0,2666.0,251.0,6856.0,0.0,145.0,585.0,3.0,733.0
2778,LAS,1996,2,0.0,0.0,2.0,0,2.0,2.0,Tower,39166.0,Combined TRACON & Tower with Radar,WE,02/1996,LAS ,20878.0,3022.0,5563.0,1134.0,30597.0,3.0,0.0,7.0,1.0,11.0,1448.0,4.0,1452.0,AWP,NV,,39783.0,586.0,4052.0,2256.0,223.0,7117.0,0.0,159.0,444.0,3.0,606.0
2779,LAS,1996,4,0.0,1.0,2.0,0,3.0,3.0,Tower,39396.0,Combined TRACON & Tower with Radar,WE,04/1996,LAS ,22382.0,2787.0,4635.0,1571.0,31375.0,0.0,3.0,57.0,0.0,60.0,1323.0,10.0,1333.0,AWP,NV,,40816.0,431.0,3278.0,2725.0,254.0,6688.0,0.0,694.0,657.0,9.0,1360.0
2780,LAS,1996,6,0.0,1.0,0.0,0,1.0,1.0,Tower,38771.0,Combined TRACON & Tower with Radar,WE,06/1996,LAS ,22771.0,2459.0,4546.0,1318.0,31094.0,0.0,0.0,3.0,1.0,4.0,1302.0,16.0,1318.0,AWP,NV,,39355.0,377.0,3041.0,2618.0,323.0,6359.0,0.0,100.0,466.0,14.0,580.0
2781,LAS,1996,8,0.0,0.0,1.0,0,1.0,1.0,Tower,39824.0,Combined TRACON & Tower with Radar,WE,08/1996,LAS ,24077.0,2692.0,4151.0,1199.0,32119.0,0.0,0.0,8.0,0.0,8.0,1292.0,0.0,1292.0,AWP,NV,,40368.0,357.0,3290.0,2532.0,234.0,6413.0,0.0,87.0,445.0,4.0,536.0
2782,LAS,1996,9,0.0,0.0,1.0,0,1.0,1.0,Tower,40034.0,Combined TRACON & Tower with Radar,WE,09/1996,LAS ,23667.0,2685.0,4772.0,1337.0,32461.0,0.0,2.0,6.0,0.0,8.0,977.0,2.0,979.0,AWP,NV,,40936.0,456.0,3328.0,2492.0,318.0,6594.0,0.0,387.0,503.0,4.0,894.0
2783,LAS,1996,12,0.0,1.0,1.0,0,2.0,2.0,Tower,37958.0,Combined TRACON & Tower with Radar,WE,12/1996,LAS ,23280.0,2342.0,4295.0,1074.0,30991.0,1.0,1.0,7.0,0.0,9.0,1350.0,4.0,1354.0,AWP,NV,,38540.0,379.0,2613.0,2230.0,391.0,5613.0,0.0,199.0,373.0,1.0,573.0
2784,LAS,1997,4,0.0,1.0,2.0,0,3.0,3.0,Tower,39266.0,Combined TRACON & Tower with Radar,WE,04/1997,LAS ,23674.0,1959.0,5382.0,1194.0,32209.0,0.0,10.0,66.0,0.0,76.0,932.0,0.0,932.0,AWP,NV,,40662.0,451.0,2560.0,2644.0,470.0,6125.0,0.0,998.0,318.0,4.0,1320.0
2785,LAS,1997,5,0.0,0.0,1.0,0,1.0,1.0,Tower,41266.0,Combined TRACON & Tower with Radar,WE,05/1997,LAS ,24550.0,2195.0,5540.0,1302.0,33587.0,0.0,4.0,22.0,0.0,26.0,1088.0,0.0,1088.0,AWP,NV,,42134.0,427.0,2955.0,2729.0,480.0,6591.0,0.0,631.0,210.0,1.0,842.0
2786,LAS,1997,6,0.0,0.0,5.0,0,5.0,5.0,Tower,39621.0,Combined TRACON & Tower with Radar,WE,06/1997,LAS ,23766.0,1935.0,5649.0,1290.0,32640.0,0.0,2.0,10.0,0.0,12.0,826.0,0.0,826.0,AWP,NV,,39942.0,607.0,2592.0,2428.0,528.0,6155.0,0.0,217.0,91.0,1.0,309.0
2787,LAS,1997,12,0.0,0.0,1.0,0,1.0,1.0,Tower,36594.0,Combined TRACON & Tower with Radar,WE,12/1997,LAS ,24139.0,1648.0,5056.0,1197.0,32040.0,0.0,1.0,12.0,0.0,13.0,676.0,0.0,676.0,AWP,NV,,36695.0,625.0,1477.0,1339.0,437.0,3878.0,0.0,42.0,45.0,1.0,88.0
2788,LAS,1998,4,0.0,0.0,1.0,0,1.0,1.0,Tower,37348.0,Combined TRACON & Tower with Radar,WE,04/1998,LAS ,23730.0,1656.0,5562.0,1371.0,32319.0,0.0,28.0,18.0,0.0,46.0,650.0,0.0,650.0,AWP,NV,,37556.0,711.0,1660.0,1472.0,536.0,4379.0,0.0,54.0,104.0,4.0,162.0
2789,LAS,1998,5,0.0,0.0,1.0,0,1.0,1.0,Tower,38035.0,Combined TRACON & Tower with Radar,WE,05/1998,LAS ,24056.0,1179.0,6327.0,1450.0,33012.0,0.0,9.0,27.0,0.0,36.0,752.0,8.0,760.0,AWP,NV,,38218.0,667.0,1711.0,1305.0,580.0,4263.0,0.0,39.0,105.0,3.0,147.0
2790,LAS,1998,7,0.0,0.0,2.0,0,2.0,2.0,Tower,38533.0,Combined TRACON & Tower with Radar,WE,07/1998,LAS ,24340.0,1310.0,5643.0,1588.0,32881.0,66.0,41.0,148.0,0.0,255.0,1010.0,0.0,1010.0,AWP,NV,,39280.0,500.0,1881.0,1539.0,722.0,4642.0,1.0,171.0,318.0,2.0,492.0
2791,LAS,1998,8,1.0,0.0,2.0,1,3.0,2.0,Tower,40876.0,Combined TRACON & Tower with Radar,WE,08/1998,LAS ,24766.0,1246.0,6600.0,1918.0,34530.0,4.0,6.0,68.0,0.0,78.0,1373.0,0.0,1373.0,AWP,NV,,43218.0,565.0,2263.0,1295.0,850.0,4973.0,0.0,1947.0,315.0,2.0,2264.0
2792,LAS,1998,9,0.0,0.0,1.0,0,1.0,1.0,Tower,40716.0,Combined TRACON & Tower with Radar,WE,09/1998,LAS ,23657.0,1567.0,6976.0,2104.0,34304.0,1.0,10.0,42.0,0.0,53.0,1271.0,0.0,1271.0,AWP,NV,,42410.0,661.0,2206.0,1398.0,876.0,5141.0,0.0,1389.0,251.0,1.0,1641.0
2793,LAS,1998,10,0.0,0.0,1.0,0,1.0,1.0,Tower,45290.0,Combined TRACON & Tower with Radar,WE,10/1998,LAS ,24658.0,1821.0,9093.0,2229.0,37801.0,0.0,9.0,61.0,0.0,70.0,986.0,1.0,987.0,AWP,NV,,46299.0,1387.0,2182.0,2020.0,913.0,6502.0,0.0,697.0,236.0,6.0,939.0
2794,LAS,1999,1,0.0,0.0,1.0,0,1.0,1.0,Tower,41842.0,Combined TRACON & Tower with Radar,WE,01/1999,LAS ,24915.0,2212.0,7603.0,726.0,35456.0,0.0,5.0,68.0,1.0,74.0,781.0,0.0,781.0,AWP,NV,,42549.0,674.0,2914.0,1609.0,408.0,5605.0,0.0,290.0,342.0,1.0,633.0
2795,LAS,1999,3,0.0,0.0,1.0,0,1.0,1.0,Tower,48473.0,Combined TRACON & Tower with Radar,WE,03/1999,LAS ,27082.0,3956.0,9543.0,249.0,40830.0,1.0,5.0,59.0,0.0,65.0,763.0,0.0,763.0,AWP,NV,,49066.0,1124.0,3288.0,2268.0,200.0,6880.0,0.0,264.0,263.0,1.0,528.0
2796,LAS,1999,4,0.0,0.0,3.0,0,3.0,3.0,Tower,40246.0,Combined TRACON & Tower with Radar,WE,04/1999,LAS ,25273.0,1735.0,6586.0,139.0,33733.0,2.0,17.0,59.0,1.0,79.0,853.0,0.0,853.0,AWP,NV,,40809.0,1923.0,2078.0,1532.0,127.0,5660.0,191.0,98.0,193.0,2.0,484.0
2797,LAS,1999,5,0.0,0.0,1.0,0,1.0,1.0,Tower,45856.0,Combined TRACON & Tower with Radar,WE,05/1999,LAS ,25141.0,3483.0,9084.0,136.0,37844.0,0.0,2.0,49.0,0.0,51.0,885.0,0.0,885.0,AWP,NV,,46508.0,1072.0,3683.0,2210.0,162.0,7127.0,92.0,259.0,249.0,1.0,601.0
2798,LAS,1999,8,0.0,1.0,1.0,0,2.0,2.0,Tower,46483.0,Combined TRACON & Tower with Radar,WE,08/1999,LAS ,26851.0,2725.0,7679.0,556.0,37811.0,12.0,3.0,57.0,0.0,72.0,915.0,0.0,915.0,AWP,NV,,47075.0,2783.0,2489.0,1638.0,847.0,7757.0,261.0,58.0,198.0,3.0,520.0
2799,LAS,1999,11,0.0,0.0,1.0,0,1.0,1.0,Tower,50129.0,Combined TRACON & Tower with Radar,WE,11/1999,LAS ,26615.0,3324.0,8824.0,1755.0,40518.0,3.0,8.0,43.0,0.0,54.0,2879.0,0.0,2879.0,AWP,NV,,51789.0,1026.0,2649.0,2042.0,1015.0,6732.0,424.0,676.0,502.0,4.0,1606.0
2800,LAS,2000,1,0.0,0.0,2.0,0,2.0,2.0,Tower,47849.0,Combined TRACON & Tower with Radar,WE,01/2000,LAS ,26891.0,2599.0,9536.0,1843.0,40869.0,2.0,29.0,80.0,1.0,112.0,1080.0,0.0,1080.0,AWP,NV,,49440.0,1076.0,2125.0,1879.0,820.0,5900.0,44.0,736.0,697.0,2.0,1479.0
2801,LAS,2000,2,0.0,0.0,5.0,0,5.0,5.0,Tower,44327.0,Combined TRACON & Tower with Radar,WE,02/2000,LAS ,26230.0,2905.0,7857.0,1479.0,38471.0,1.0,17.0,28.0,0.0,46.0,534.0,0.0,534.0,AWP,NV,,45044.0,804.0,2312.0,1386.0,820.0,5322.0,0.0,364.0,307.0,0.0,671.0
2802,LAS,2000,3,0.0,0.0,2.0,0,2.0,2.0,Tower,50574.0,Combined TRACON & Tower with Radar,WE,03/2000,LAS ,28520.0,3493.0,9343.0,1676.0,43032.0,0.0,0.0,18.0,0.0,18.0,35.0,0.0,35.0,AWP,NV,,50979.0,877.0,3918.0,1678.0,1034.0,7507.0,0.0,331.0,56.0,0.0,387.0
2803,LAS,2000,4,0.0,0.0,3.0,0,3.0,3.0,Tower,48006.0,Combined TRACON & Tower with Radar,WE,04/2000,LAS ,27287.0,2661.0,7374.0,1720.0,39042.0,0.0,12.0,8.0,0.0,20.0,1230.0,0.0,1230.0,AWP,NV,,48327.0,852.0,3505.0,2388.0,989.0,7734.0,0.0,286.0,15.0,0.0,301.0
2804,LAS,2000,5,0.0,0.0,1.0,0,1.0,1.0,Tower,42103.0,Combined TRACON & Tower with Radar,WE,05/2000,LAS ,27668.0,2745.0,7060.0,1399.0,38872.0,0.0,51.0,11.0,0.0,62.0,12.0,0.0,12.0,AWP,NV,,48813.0,547.0,671.0,1720.0,281.0,3219.0,0.0,6648.0,0.0,0.0,6648.0
2805,LAS,2000,6,0.0,1.0,0.0,0,1.0,1.0,Tower,40382.0,Combined TRACON & Tower with Radar,WE,06/2000,LAS ,27909.0,2384.0,6320.0,863.0,37476.0,0.0,25.0,19.0,0.0,44.0,18.0,0.0,18.0,AWP,NV,,47244.0,350.0,579.0,1812.0,147.0,2888.0,0.0,6756.0,62.0,0.0,6818.0
2806,LAS,2000,7,0.0,0.0,2.0,0,2.0,2.0,Tower,39263.0,Combined TRACON & Tower with Radar,WE,07/2000,LAS ,27654.0,1998.0,5626.0,903.0,36181.0,2.0,29.0,14.0,0.0,45.0,21.0,0.0,21.0,AWP,NV,,45769.0,416.0,573.0,1892.0,180.0,3061.0,0.0,6110.0,351.0,0.0,6461.0
2807,LAS,2000,8,0.0,0.0,1.0,0,1.0,1.0,Tower,40090.0,Combined TRACON & Tower with Radar,WE,08/2000,LAS ,27730.0,2344.0,6255.0,1892.0,38221.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,AWP,NV,,46645.0,513.0,284.0,486.0,576.0,1859.0,0.0,6091.0,464.0,0.0,6555.0
2808,LAS,2000,9,0.0,0.0,1.0,0,1.0,1.0,Tower,38391.0,Combined TRACON & Tower with Radar,WE,09/2000,LAS ,26279.0,3080.0,4610.0,1017.0,34986.0,0.0,16.0,9.0,0.0,25.0,14.0,0.0,14.0,AWP,NV,,45186.0,373.0,622.0,2231.0,165.0,3391.0,0.0,6567.0,203.0,0.0,6770.0
2809,LAS,2000,11,0.0,0.0,1.0,0,1.0,1.0,Tower,45554.0,Combined TRACON & Tower with Radar,WE,11/2000,LAS ,27837.0,2115.0,5738.0,1071.0,36761.0,0.0,7.0,50.0,0.0,57.0,10.0,0.0,10.0,AWP,NV,,47849.0,744.0,5222.0,2469.0,348.0,8783.0,0.0,2106.0,132.0,0.0,2238.0
2810,LAS,2001,1,0.0,0.0,2.0,0,2.0,2.0,Tower,41524.0,Combined TRACON & Tower with Radar,WE,01/2001,LAS ,27022.0,1874.0,5541.0,972.0,35409.0,10.0,61.0,9.0,0.0,80.0,8.0,0.0,8.0,AWP,NV,,43381.0,707.0,3454.0,1678.0,268.0,6107.0,0.0,1631.0,146.0,0.0,1777.0
2811,LAS,2001,2,0.0,0.0,1.0,0,1.0,1.0,Tower,38710.0,Combined TRACON & Tower with Radar,WE,02/2001,LAS ,25204.0,1798.0,4806.0,903.0,32711.0,0.0,67.0,15.0,0.0,82.0,8.0,0.0,8.0,AWP,NV,,40258.0,747.0,3486.0,1425.0,333.0,5991.0,0.0,1349.0,117.0,0.0,1466.0
2812,LAS,2001,3,0.0,0.0,1.0,0,1.0,1.0,Tower,47146.0,Combined TRACON & Tower with Radar,WE,03/2001,LAS ,28148.0,2647.0,5775.0,1235.0,37805.0,0.0,66.0,18.0,0.0,84.0,5.0,0.0,5.0,AWP,NV,,49116.0,933.0,5744.0,2156.0,503.0,9336.0,0.0,1720.0,166.0,0.0,1886.0
2813,LAS,2001,7,0.0,2.0,2.0,0,4.0,4.0,Tower,43208.0,Combined TRACON & Tower with Radar,WE,07/2001,LAS ,27620.0,2334.0,3983.0,1209.0,35146.0,0.0,31.0,6.0,0.0,37.0,5.0,0.0,5.0,AWP,NV,,44651.0,679.0,5195.0,1757.0,426.0,8057.0,0.0,1268.0,138.0,0.0,1406.0
2814,LAS,2001,11,0.0,2.0,0.0,0,2.0,2.0,Tower,38180.0,Combined TRACON & Tower with Radar,WE,11/2001,LAS ,24452.0,2453.0,4439.0,1084.0,32428.0,0.0,67.0,16.0,0.0,83.0,1.0,0.0,1.0,AWP,NV,,39744.0,700.0,3188.0,1535.0,328.0,5751.0,0.0,1351.0,130.0,0.0,1481.0
2815,LAS,2001,12,0.0,0.0,1.0,0,1.0,1.0,Tower,37033.0,Combined TRACON & Tower with Radar,WE,12/2001,LAS ,24560.0,2162.0,3978.0,935.0,31635.0,0.0,49.0,8.0,0.0,57.0,8.0,0.0,8.0,AWP,NV,,38448.0,716.0,3009.0,1333.0,332.0,5390.0,0.0,1233.0,125.0,0.0,1358.0
2816,LAS,2002,3,0.0,0.0,1.0,0,1.0,1.0,Tower,44030.0,Combined TRACON & Tower with Radar,WE,03/2002,LAS ,25856.0,3385.0,5332.0,1408.0,35981.0,0.0,62.0,15.0,0.0,77.0,2.0,0.0,2.0,AWP,NV,,46193.0,1366.0,4354.0,1784.0,543.0,8047.0,0.0,1924.0,162.0,0.0,2086.0
2817,LAS,2002,5,0.0,0.0,1.0,0,1.0,1.0,Tower,44400.0,Combined TRACON & Tower with Radar,WE,05/2002,LAS ,26636.0,3081.0,5110.0,1450.0,36277.0,0.0,99.0,22.0,0.0,121.0,28.0,0.0,28.0,AWP,NV,,46083.0,842.0,4796.0,1985.0,472.0,8095.0,0.0,1414.0,148.0,0.0,1562.0
2818,LAS,2002,6,0.0,0.0,3.0,0,3.0,3.0,Tower,41723.0,Combined TRACON & Tower with Radar,WE,06/2002,LAS ,26344.0,2597.0,4028.0,1236.0,34205.0,0.0,56.0,11.0,0.0,67.0,15.0,0.0,15.0,AWP,NV,,43200.0,722.0,4596.0,1774.0,411.0,7503.0,0.0,1269.0,141.0,0.0,1410.0
2819,LAS,2003,5,0.0,0.0,1.0,0,1.0,1.0,Tower,43463.0,Combined TRACON & Tower with Radar,WE,05/2003,LAS ,24764.0,2907.0,5183.0,1746.0,34600.0,0.0,112.0,22.0,0.0,134.0,8.0,0.0,8.0,AWP,NV,,44053.0,1002.0,5567.0,1721.0,565.0,8855.0,0.0,373.0,83.0,0.0,456.0
2820,LAS,2003,6,0.0,0.0,2.0,0,2.0,2.0,Tower,41847.0,Combined TRACON & Tower with Radar,WE,06/2003,LAS ,24803.0,2291.0,4333.0,1716.0,33143.0,0.0,79.0,21.0,0.0,100.0,1.0,0.0,1.0,AWP,NV,,42301.0,815.0,5896.0,1468.0,524.0,8703.0,0.0,267.0,87.0,0.0,354.0
2821,LAS,2003,9,0.0,0.0,1.0,0,1.0,1.0,Tower,43710.0,Combined TRACON & Tower with Radar,WE,09/2003,LAS ,24940.0,2439.0,4717.0,1934.0,34030.0,0.0,81.0,17.0,0.0,98.0,0.0,0.0,0.0,AWP,NV,,44207.0,936.0,6456.0,1710.0,578.0,9680.0,0.0,329.0,70.0,0.0,399.0
2822,LAS,2004,2,1.0,0.0,2.0,1,3.0,2.0,Tower,42783.0,Combined TRACON & Tower with Radar,WE,02/2004,LAS ,27914.0,2504.0,4653.0,173.0,35244.0,0.0,81.0,0.0,0.0,81.0,0.0,0.0,0.0,AWP,NV,,44167.0,0.0,6465.0,1026.0,48.0,7539.0,0.0,1303.0,0.0,0.0,1303.0
2823,LAS,2004,12,0.0,0.0,1.0,0,1.0,1.0,Tower,46072.0,Towers with Radar,WE,12/2004,LAS ,31816.0,2720.0,3974.0,180.0,38690.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,AWP,NV,,47609.0,1.0,6583.0,759.0,39.0,7382.0,0.0,1501.0,0.0,0.0,1501.0
2824,LAS,2005,1,0.0,0.0,1.0,0,1.0,1.0,Tower,46817.0,Towers with Radar,WE,01/2005,LAS ,31029.0,3205.0,4952.0,121.0,39307.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,AWP,NV,,48132.0,2.0,6633.0,814.0,61.0,7510.0,0.0,1276.0,0.0,0.0,1276.0
2825,LAS,2005,5,0.0,0.0,1.0,0,1.0,1.0,Tower,55459.0,Towers with Radar,WE,05/2005,LAS ,33532.0,4271.0,6072.0,118.0,43993.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,0.0,AWP,NV,,57447.0,1.0,10319.0,1067.0,79.0,11466.0,0.0,1892.0,0.0,0.0,1892.0
2826,LAS,2005,9,0.0,0.0,1.0,0,1.0,1.0,Tower,51726.0,Towers with Radar,WE,09/2005,LAS ,33027.0,3369.0,4392.0,176.0,40964.0,5.0,37.0,96.0,2.0,140.0,0.0,0.0,0.0,AWP,NV,,54143.0,21.0,9785.0,926.0,30.0,10762.0,0.0,1638.0,622.0,17.0,2277.0
2827,LAS,2006,1,0.0,0.0,1.0,0,1.0,1.0,Tower,49719.0,Towers with Radar,WE,01/2006,LAS ,32944.0,3706.0,5161.0,136.0,41947.0,2.0,45.0,113.0,0.0,160.0,0.0,0.0,0.0,AWP,NV,,51301.0,3.0,6650.0,1030.0,89.0,7772.0,0.0,712.0,661.0,49.0,1422.0
2828,LAS,2006,4,0.0,1.0,0.0,0,1.0,1.0,Tower,52601.0,Towers with Radar,WE,04/2006,LAS ,33149.0,4053.0,4741.0,126.0,42069.0,14.0,38.0,150.0,3.0,205.0,0.0,0.0,0.0,AWP,NV,,58263.0,5.0,9624.0,822.0,81.0,10532.0,0.0,4522.0,888.0,47.0,5457.0
2829,LAS,2006,6,0.0,0.0,2.0,0,2.0,2.0,Tower,50623.0,Towers with Radar,WE,06/2006,LAS ,33401.0,4071.0,3856.0,154.0,41482.0,15.0,43.0,113.0,3.0,174.0,0.0,0.0,0.0,AWP,NV,,55486.0,10.0,8313.0,735.0,83.0,9141.0,0.0,3860.0,814.0,15.0,4689.0
2830,LAS,2006,9,0.0,0.0,1.0,0,1.0,1.0,Tower,52193.0,Towers with Radar,WE,09/2006,LAS ,33450.0,3527.0,4203.0,100.0,41280.0,9.0,17.0,99.0,3.0,128.0,0.0,0.0,0.0,AWP,NV,,58202.0,5.0,10099.0,760.0,49.0,10913.0,0.0,4919.0,943.0,19.0,5881.0
2831,LAS,2006,12,0.0,0.0,1.0,0,1.0,1.0,Tower,48625.0,Towers with Radar,WE,12/2006,LAS ,33705.0,4035.0,4046.0,110.0,41896.0,55.0,33.0,104.0,1.0,193.0,0.0,0.0,0.0,AWP,NV,,52582.0,9.0,5960.0,660.0,100.0,6729.0,0.0,2947.0,789.0,28.0,3764.0
2832,LAS,2007,3,2.0,0.0,2.0,0,4.0,4.0,Tower,53630.0,Towers with Radar,WE,03/2007,LAS ,34851.0,4329.0,5053.0,141.0,44374.0,4.0,35.0,118.0,3.0,160.0,0.0,0.0,0.0,AWP,NV,,56665.0,9.0,8359.0,718.0,170.0,9256.0,0.0,1996.0,808.0,71.0,2875.0
2833,LAS,2007,5,0.0,1.0,0.0,0,1.0,1.0,Tower,55187.0,Towers with Radar,WE,05/2007,LAS ,35024.0,4795.0,5495.0,118.0,45432.0,2.0,49.0,216.0,3.0,270.0,0.0,0.0,0.0,AWP,NV,,57392.0,3.0,9047.0,611.0,94.0,9755.0,0.0,1060.0,846.0,29.0,1935.0
2834,LAS,2008,2,1.0,0.0,0.0,0,1.0,1.0,Tower,47219.0,Towers with Radar,WE,02/2008,LAS ,31833.0,3651.0,4346.0,88.0,39918.0,3.0,38.0,159.0,1.0,201.0,0.0,0.0,0.0,AWP,NV,,48859.0,12.0,6567.0,648.0,74.0,7301.0,0.0,690.0,731.0,18.0,1439.0
2835,LAS,2008,6,0.0,0.0,1.0,0,1.0,1.0,Tower,48888.0,Towers with Radar,WE,06/2008,LAS ,32977.0,3237.0,3157.0,84.0,39455.0,2.0,51.0,213.0,1.0,267.0,0.0,0.0,0.0,AWP,NV,,50600.0,9.0,8802.0,549.0,73.0,9433.0,0.0,674.0,755.0,16.0,1445.0
2836,LAS,2008,8,1.0,0.0,1.0,1,2.0,1.0,Tower,49697.0,Towers with Radar,WE,08/2008,LAS ,33162.0,2611.0,3052.0,137.0,38962.0,3.0,34.0,232.0,2.0,271.0,0.0,0.0,0.0,AWP,NV,,51457.0,10.0,10058.0,572.0,95.0,10735.0,0.0,601.0,867.0,21.0,1489.0
2837,LAS,2009,7,0.0,0.0,1.0,0,1.0,1.0,Tower,43707.0,Towers with Radar,WE,07/2009,LAS ,30857.0,1738.0,2478.0,121.0,35194.0,1.0,61.0,211.0,1.0,274.0,0.0,0.0,0.0,AWP,NV,,45519.0,20.0,7900.0,556.0,37.0,8513.0,0.0,597.0,923.0,18.0,1538.0
2838,LAS,2010,4,0.0,0.0,1.0,0,1.0,1.0,Tower,42231.0,Towers with Radar,WE,04/2010,LAS ,28282.0,2237.0,2994.0,118.0,33631.0,6.0,42.0,235.0,1.0,284.0,0.0,0.0,0.0,AWP,NV,,43762.0,1.0,8004.0,522.0,73.0,8600.0,0.0,452.0,760.0,35.0,1247.0
2839,LAS,2010,7,0.0,2.0,1.0,0,3.0,3.0,Tower,44252.0,Towers with Radar,WE,07/2010,LAS ,29491.0,2254.0,2508.0,87.0,34340.0,13.0,76.0,204.0,2.0,295.0,0.0,0.0,0.0,AWP,NV,,45819.0,0.0,9246.0,611.0,55.0,9912.0,0.0,386.0,860.0,26.0,1272.0
2840,LAS,2010,10,0.0,0.0,1.0,0,1.0,1.0,Tower,45187.0,Towers with Radar,WE,10/2010,LAS ,29471.0,2505.0,3255.0,72.0,35303.0,16.0,61.0,176.0,1.0,254.0,0.0,0.0,0.0,AWP,NV,,46547.0,0.0,9295.0,538.0,51.0,9884.0,0.0,298.0,787.0,21.0,1106.0
2841,LAS,2011,5,0.0,0.0,1.0,0,1.0,1.0,Tower,47254.0,Towers with Radar,WE,05/2011,LAS ,30263.0,3143.0,3820.0,92.0,37318.0,7.0,86.0,270.0,2.0,365.0,0.0,0.0,0.0,AWP,NV,,49683.0,0.0,9149.0,749.0,38.0,9936.0,0.0,1077.0,980.0,7.0,2064.0
2842,LAS,2011,7,0.0,0.0,2.0,0,2.0,2.0,Tower,46435.0,Towers with Radar,WE,07/2011,LAS ,31121.0,2636.0,2405.0,88.0,36250.0,16.0,70.0,194.0,1.0,281.0,0.0,0.0,0.0,AWP,NV,,48325.0,1.0,9462.0,643.0,79.0,10185.0,0.0,766.0,839.0,4.0,1609.0
2843,LAS,2011,12,0.0,1.0,0.0,0,1.0,1.0,Tower,40238.0,Towers with Radar,WE,12/2011,LAS ,27879.0,2662.0,2956.0,102.0,33599.0,10.0,37.0,111.0,25.0,183.0,0.0,0.0,0.0,AWP,NV,,41454.0,0.0,5921.0,580.0,138.0,6639.0,0.0,366.0,658.0,9.0,1033.0
2844,LAS,2012,4,0.0,0.0,1.0,0,1.0,1.0,Tower,45227.0,Towers with Radar,WE,04/2012,LAS ,29544.0,2610.0,2696.0,78.0,34928.0,13.0,36.0,163.0,41.0,253.0,0.0,0.0,0.0,AWP,NV,,46718.0,1.0,9438.0,817.0,43.0,10299.0,0.0,526.0,699.0,13.0,1238.0
2845,LAS,2012,6,1.0,0.0,2.0,0,3.0,3.0,Tower,44964.0,Towers with Radar,WE,06/2012,LAS ,29170.0,2536.0,2644.0,67.0,34417.0,16.0,66.0,194.0,35.0,311.0,0.0,0.0,0.0,AWP,NV,,46802.0,2.0,9752.0,743.0,50.0,10547.0,0.0,649.0,859.0,19.0,1527.0
