,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform2,add_to_realworld_dictionary,add_to_airport,mispelled_word_fix 
mygal,2,1,neg_nonword,,,,,,,,
sawgy,2,1,neg_nonword,,,,,,,,
arring,2,1,neg_nonword,,,,,,,,
preselection,2,1,neg_nonword,,,,,,,,
gmh,2,1,neg_nonword,,,,,,,,
alvar,2,1,neg_nonword,,,,,,,,
lesod,2,1,neg_nonword,,,,,,,,
leggo,2,1,neg_nonword,,,,,,,,
littlestown,2,1,neg_nonword,,,,,,,,
betir,2,1,neg_nonword,,,,,,,,
ungrooved,2,1,neg_nonword,,,,,,,,
resoc,2,1,neg_nonword,,,,,,,,
rincon,2,1,neg_nonword,,,,,,,,
tecate,2,1,neg_nonword,,,,,,,,
judke,2,1,neg_nonword,,,,,,,,
ime,2,1,neg_nonword,,,,,,,,
tew,2,1,neg_nonword,,,,,,,,
malzz,2,1,neg_nonword,,,,,,,,
lott,2,1,neg_nonword,,,,,,,,
langhorne,2,1,neg_nonword,,,,,,,,
farak,2,1,neg_nonword,,,,,,,,
fredericks,2,1,neg_nonword,,,,,,,,
quakertown,2,1,neg_nonword,,,,,,,,
onv,2,1,neg_nonword,,,,,,,,
personel,2,1,neg_nonword,,,,,,,,
kilbur,2,1,neg_nonword,,,,,,,,
brownfield,2,1,neg_nonword,,,,,,,,
duffe,2,1,neg_nonword,,,,,,,,
ronda,2,1,neg_nonword,,,,,,,,
acw,2,1,neg_nonword,,,,,,,,
byrrd,2,1,neg_nonword,,,,,,,,
polla,2,1,neg_nonword,,,,,,,,
barrelling,2,1,neg_nonword,,,,,,,,
autohdof,2,1,neg_nonword,,,,,,,,
navworx,2,1,neg_nonword,,,,,,,,
mamamoros,2,1,neg_nonword,,,,,,,,
stickmap,2,1,neg_nonword,,,,,,,,
gitlin,2,1,neg_nonword,,,,,,,,
buzon,2,1,neg_nonword,,,,,,,,
kieno,2,1,neg_nonword,,,,,,,,
alday,2,1,neg_nonword,,,,,,,,
collider,2,1,neg_nonword,,,,,,,,
thund,2,1,neg_nonword,,,,,,,,
ewnel,2,1,neg_nonword,,,,,,,,
shaad,2,1,neg_nonword,,,,,,,,
overserving,2,1,neg_nonword,,,,,,,,
incheon,2,1,neg_nonword,,,,,,,,
hectar,2,1,neg_nonword,,,,,,,,
aevc,2,1,neg_nonword,,,,,,,,
miura,2,1,neg_nonword,,,,,,,,
byweather,2,1,neg_nonword,,,,,,,,
mathews,2,1,neg_nonword,,,,,,,,
staut,2,1,neg_nonword,,,,,,,,
alegre,2,1,neg_nonword,,,,,,,,
fleetwise,2,1,neg_nonword,,,,,,,,
irwin,2,1,neg_nonword,,,,,,,,
ved,2,1,neg_nonword,,,,,,,,
evidentally,2,1,neg_nonword,,,,,,,,
illwaco,2,1,neg_nonword,,,,,,,,
mexia,2,1,neg_nonword,,,,,,,,
iadc,2,1,neg_nonword,,,,,,,,
peppr,2,1,neg_nonword,,,,,,,,
ladda,2,1,neg_nonword,,,,,,,,
athen,2,1,neg_nonword,,,,,,,,
astr,2,1,neg_nonword,,,,,,,,
guage,2,1,neg_nonword,,,,,,,,
hawkn,2,1,neg_nonword,,,,,,,,
gayed,2,1,neg_nonword,,,,,,,,
predialed,2,1,neg_nonword,,,,,,,,
busey,2,1,neg_nonword,,,,,,,,
meret,2,1,neg_nonword,,,,,,,,
saufley,2,1,neg_nonword,,,,,,,,
livvi,2,1,neg_nonword,,,,,,,,
natchitoches,2,1,neg_nonword,,,,,,,,
dont,2,1,neg_nonword,,,,,,,,
shenendoah,2,1,neg_nonword,,,,,,,,
nancy,2,1,neg_nonword,,,,,,,,
garey,2,1,neg_nonword,,,,,,,,
taipai,2,1,neg_nonword,,,,,,,,
musl,2,1,neg_nonword,,,,,,,,
westn,2,1,neg_nonword,,,,,,,,
carzz,2,1,neg_nonword,,,,,,,,
rosamond,2,1,neg_nonword,,,,,,,,
rroyy,2,1,neg_nonword,,,,,,,,
electricals,2,1,neg_nonword,,,,,,,,
atchison,2,1,neg_nonword,,,,,,,,
habut,2,1,neg_nonword,,,,,,,,
winno,2,1,neg_nonword,,,,,,,,
backgnds,2,1,neg_nonword,,,,,,,,
dzus,2,1,neg_nonword,,,,,,,,
iase,2,1,neg_nonword,,,,,,,,
reinformed,2,1,neg_nonword,,,,,,,,
walzz,2,1,neg_nonword,,,,,,,,
overburning,2,1,neg_nonword,,,,,,,,
ajee,2,1,neg_nonword,,,,,,,,
croswell,2,1,neg_nonword,,,,,,,,
fsar,2,1,neg_nonword,,,,,,,,
ajeh,2,1,neg_nonword,,,,,,,,
blead,2,1,neg_nonword,,,,,,,,
ipump,2,1,neg_nonword,,,,,,,,
aisr,2,1,neg_nonword,,,,,,,,
nalde,2,1,neg_nonword,,,,,,,,
workgroups,2,1,neg_nonword,,,,,,,,
seaver,2,1,neg_nonword,,,,,,,,
cv,2,1,neg_nonword,,,,,,,,
lfff,2,1,neg_nonword,,,,,,,,
fden,2,1,neg_nonword,,,,,,,,
undersvced,2,1,neg_nonword,,,,,,,,
glaco,2,1,neg_nonword,,,,,,,,
mulde,2,1,neg_nonword,,,,,,,,
stroudsburg,2,1,neg_nonword,,,,,,,,
algoa,2,1,neg_nonword,,,,,,,,
penno,2,1,neg_nonword,,,,,,,,
tenerife,2,1,neg_nonword,,,,,,,,
charlortte,2,1,neg_nonword,,,,,,,,
mashi,2,1,neg_nonword,,,,,,,,
mrssh,2,1,neg_nonword,,,,,,,,
skaneateles,2,1,neg_nonword,,,,,,,,
sheol,2,1,neg_nonword,,,,,,,,
meeup,2,1,neg_nonword,,,,,,,,
cardd,2,1,neg_nonword,,,,,,,,
tfcs,2,1,neg_nonword,,,,,,,,
aldape,2,1,neg_nonword,,,,,,,,
southbend,2,1,neg_nonword,,,,,,,,
borger,2,1,neg_nonword,,,,,,,,
wllll,2,1,neg_nonword,,,,,,,,
sykes,2,1,neg_nonword,,,,,,,,
vucan,2,1,neg_nonword,,,,,,,,
kubic,2,1,neg_nonword,,,,,,,,
okaying,2,1,neg_nonword,,,,,,,,
aahzz,2,1,neg_nonword,,,,,,,,
exmor,2,1,neg_nonword,,,,,,,,
midhurst,2,1,neg_nonword,,,,,,,,
unmistakeable,2,1,neg_nonword,,,,,,,,
staar,2,1,neg_nonword,,,,,,,,
otitis,2,1,neg_nonword,,,,,,,,
danburg,2,1,neg_nonword,,,,,,,,
docve,2,1,neg_nonword,,,,,,,,
davni,2,1,neg_nonword,,,,,,,,
reslave,2,1,neg_nonword,,,,,,,,
kelpp,2,1,neg_nonword,,,,,,,,
aobs,2,1,neg_nonword,,,,,,,,
redhawk,2,1,neg_nonword,,,,,,,,
magog,2,1,neg_nonword,,,,,,,,
ortin,2,1,neg_nonword,,,,,,,,
konzz,2,1,neg_nonword,,,,,,,,
intellicast,2,1,neg_nonword,,,,,,,,
silva,2,1,neg_nonword,,,,,,,,
tomic,2,1,neg_nonword,,,,,,,,
rjtg,2,1,neg_nonword,,,,,,,,
oberg,2,1,neg_nonword,,,,,,,,
feztr,2,1,neg_nonword,,,,,,,,
zakto,2,1,neg_nonword,,,,,,,,
zachh,2,1,neg_nonword,,,,,,,,
dvg,2,1,neg_nonword,,,,,,,,
dirct,2,1,neg_nonword,,,,,,,,
birdy,2,1,neg_nonword,,,,,,,,
mglw,2,1,neg_nonword,,,,,,,,
mavis,2,1,neg_nonword,,,,,,,,
misperceptions,2,1,neg_nonword,,,,,,,,
fthil,2,1,neg_nonword,,,,,,,,
lacke,2,1,neg_nonword,,,,,,,,
jayna,2,1,neg_nonword,,,,,,,,
templ,2,1,neg_nonword,,,,,,,,
loup,2,1,neg_nonword,,,,,,,,
wabox,2,1,neg_nonword,,,,,,,,
maltese,2,1,neg_nonword,,,,,,,,
beray,2,1,neg_nonword,,,,,,,,
highjack,2,1,neg_nonword,,,,,,,,
tocumen,2,1,neg_nonword,,,,,,,,
bocck,2,1,neg_nonword,,,,,,,,
bbach,2,1,neg_nonword,,,,,,,,
pekon,2,1,neg_nonword,,,,,,,,
horsefeather,2,1,neg_nonword,,,,,,,,
raidal,2,1,neg_nonword,,,,,,,,
nxxba,2,1,neg_nonword,,,,,,,,
nxxab,2,1,neg_nonword,,,,,,,,
fqmol,2,1,neg_nonword,,,,,,,,
doggs,2,1,neg_nonword,,,,,,,,
rockville,2,1,neg_nonword,,,,,,,,
coghland,2,1,neg_nonword,,,,,,,,
imballance,2,1,neg_nonword,,,,,,,,
malas,2,1,neg_nonword,,,,,,,,
dripsticks,2,1,neg_nonword,,,,,,,,
vmp,2,1,neg_nonword,,,,,,,,
purms,2,1,neg_nonword,,,,,,,,
starr,2,1,neg_nonword,,,,,,,,
adad,2,1,neg_nonword,,,,,,,,
jergi,2,1,neg_nonword,,,,,,,,
tfacon,2,1,neg_nonword,,,,,,,,
laplatta,2,1,neg_nonword,,,,,,,,
findley,2,1,neg_nonword,,,,,,,,
streamwood,2,1,neg_nonword,,,,,,,,
protrudence,2,1,neg_nonword,,,,,,,,
cfps,2,1,neg_nonword,,,,,,,,
exale,2,1,neg_nonword,,,,,,,,
nixde,2,1,neg_nonword,,,,,,,,
fisty,2,1,neg_nonword,,,,,,,,
deligated,2,1,neg_nonword,,,,,,,,
sy,2,1,neg_nonword,,,,,,,,
dalls,2,1,neg_nonword,,,,,,,,
noas,2,1,neg_nonword,,,,,,,,
hurlbart,2,1,neg_nonword,,,,,,,,
disappeard,2,1,neg_nonword,,,,,,,,
cce,2,1,neg_nonword,,,,,,,,
nedic,2,1,neg_nonword,,,,,,,,
sequoyah,2,1,neg_nonword,,,,,,,,
builtmore,2,1,neg_nonword,,,,,,,,
louisburg,2,1,neg_nonword,,,,,,,,
buehl,2,1,neg_nonword,,,,,,,,
saame,2,1,neg_nonword,,,,,,,,
advetch,2,1,neg_nonword,,,,,,,,
felix,2,1,neg_nonword,,,,,,,,
identifer,2,1,neg_nonword,,,,,,,,
emma,2,1,neg_nonword,,,,,,,,
tornn,2,1,neg_nonword,,,,,,,,
unableto,2,1,neg_nonword,,,,,,,,
hurlbert,2,1,neg_nonword,,,,,,,,
coubel,2,1,neg_nonword,,,,,,,,
kawo,2,1,neg_nonword,,,,,,,,
bixer,2,1,neg_nonword,,,,,,,,
morocaileo,2,1,neg_nonword,,,,,,,,
wingspar,2,1,neg_nonword,,,,,,,,
dwayn,2,1,neg_nonword,,,,,,,,
caliente,2,1,neg_nonword,,,,,,,,
alititude,2,1,neg_nonword,,,,,,,,
casvi,2,1,neg_nonword,,,,,,,,
chaty,2,1,neg_nonword,,,,,,,,
burne,2,1,neg_nonword,,,,,,,,
redoc,2,1,neg_nonword,,,,,,,,
estrella,2,1,neg_nonword,,,,,,,,
churchville,2,1,neg_nonword,,,,,,,,
gvc,2,1,neg_nonword,,,,,,,,
gcv,2,1,neg_nonword,,,,,,,,
misclred,2,1,neg_nonword,,,,,,,,
dwn,2,1,neg_nonword,,,,,,,,
eeu,2,1,neg_nonword,,,,,,,,
deere,2,1,neg_nonword,,,,,,,,
brkmn,2,1,neg_nonword,,,,,,,,
hestr,2,1,neg_nonword,,,,,,,,
poore,2,1,neg_nonword,,,,,,,,
kilde,2,1,neg_nonword,,,,,,,,
faire,2,1,neg_nonword,,,,,,,,
reextended,2,1,neg_nonword,,,,,,,,
lincolnton,2,1,neg_nonword,,,,,,,,
lndre,2,1,neg_nonword,,,,,,,,
bondi,2,1,neg_nonword,,,,,,,,
preprograms,2,1,neg_nonword,,,,,,,,
sebastian,2,1,neg_nonword,,,,,,,,
ironn,2,1,neg_nonword,,,,,,,,
sulphur,2,1,neg_nonword,,,,,,,,
syndi,2,1,neg_nonword,,,,,,,,
xboarded,2,1,neg_nonword,,,,,,,,
resopnding,2,1,neg_nonword,,,,,,,,
occurrance,2,1,neg_nonword,,,,,,,,
funcitons,2,1,neg_nonword,,,,,,,,
contintued,2,1,neg_nonword,,,,,,,,
thta,2,1,neg_nonword,,,,,,,,
dluth,2,1,neg_nonword,,,,,,,,
obb,2,1,neg_nonword,,,,,,,,
loudn,2,1,neg_nonword,,,,,,,,
apopka,2,1,neg_nonword,,,,,,,,
anicu,2,1,neg_nonword,,,,,,,,
cindi,2,1,neg_nonword,,,,,,,,
harrison,2,1,neg_nonword,,,,,,,,
blanca,2,1,neg_nonword,,,,,,,,
vages,2,1,neg_nonword,,,,,,,,
repowered,2,1,neg_nonword,,,,,,,,
baylor,2,1,neg_nonword,,,,,,,,
adcs,2,1,neg_nonword,,,,,,,,
zealand,2,1,neg_nonword,,,,,,,,
jaywa,2,1,neg_nonword,,,,,,,,
montpelier,2,1,neg_nonword,,,,,,,,
underflying,2,1,neg_nonword,,,,,,,,
crewpersons,2,1,neg_nonword,,,,,,,,
mckellar,2,1,neg_nonword,,,,,,,,
cancelation,2,1,neg_nonword,,,,,,,,
jto,2,1,neg_nonword,,,,,,,,
addision,2,1,neg_nonword,,,,,,,,
ld,2,1,neg_nonword,,,,,,,,
vinel,2,1,neg_nonword,,,,,,,,
mison,2,1,neg_nonword,,,,,,,,
venezuelan,2,1,neg_nonword,,,,,,,,
ridgeland,2,1,neg_nonword,,,,,,,,
lasered,2,1,neg_nonword,,,,,,,,
ellwood,2,1,neg_nonword,,,,,,,,
gippr,2,1,neg_nonword,,,,,,,,
nrpm,2,1,neg_nonword,,,,,,,,
calpe,2,1,neg_nonword,,,,,,,,
dotte,2,1,neg_nonword,,,,,,,,
sunne,2,1,neg_nonword,,,,,,,,
prewarned,2,1,neg_nonword,,,,,,,,
wallk,2,1,neg_nonword,,,,,,,,
monnt,2,1,neg_nonword,,,,,,,,
preapch,2,1,neg_nonword,,,,,,,,
zimbi,2,1,neg_nonword,,,,,,,,
airco,2,1,neg_nonword,,,,,,,,
althold,2,1,neg_nonword,,,,,,,,
nabie,2,1,neg_nonword,,,,,,,,
minto,2,1,neg_nonword,,,,,,,,
fnk,2,1,neg_nonword,,,,,,,,
argl,2,1,neg_nonword,,,,,,,,
releaned,2,1,neg_nonword,,,,,,,,
palced,2,1,neg_nonword,,,,,,,,
sepration,2,1,neg_nonword,,,,,,,,
joess,2,1,neg_nonword,,,,,,,,
malmo,2,1,neg_nonword,,,,,,,,
stipped,2,1,neg_nonword,,,,,,,,
mirabel,2,1,neg_nonword,,,,,,,,
preffered,2,1,neg_nonword,,,,,,,,
accomodate,2,1,neg_nonword,,,,,,,,
inxn,2,1,neg_nonword,,,,,,,,
reponsibilities,2,1,neg_nonword,,,,,,,,
reoccurence,2,1,neg_nonword,,,,,,,,
egtt,2,1,neg_nonword,,,,,,,,
ven,2,1,neg_nonword,,,,,,,,
smarr,2,1,neg_nonword,,,,,,,,
babco,2,1,neg_nonword,,,,,,,,
klump,2,1,neg_nonword,,,,,,,,
lugnut,2,1,neg_nonword,,,,,,,,
perls,2,1,neg_nonword,,,,,,,,
bombay,2,1,neg_nonword,,,,,,,,
piine,2,1,neg_nonword,,,,,,,,
kobet,2,1,neg_nonword,,,,,,,,
duvall,2,1,neg_nonword,,,,,,,,
wereover,2,1,neg_nonword,,,,,,,,
hinku,2,1,neg_nonword,,,,,,,,
lgcu,2,1,neg_nonword,,,,,,,,
eaone,2,1,neg_nonword,,,,,,,,
stuka,2,1,neg_nonword,,,,,,,,
dowagiac,2,1,neg_nonword,,,,,,,,
ttf,2,1,neg_nonword,,,,,,,,
duunk,2,1,neg_nonword,,,,,,,,
reblocking,2,1,neg_nonword,,,,,,,,
pezsy,2,1,neg_nonword,,,,,,,,
paducah,2,1,neg_nonword,,,,,,,,
manseq,2,1,neg_nonword,,,,,,,,
zpatch,2,1,neg_nonword,,,,,,,,
oman,2,1,neg_nonword,,,,,,,,
gafin,2,1,neg_nonword,,,,,,,,
lockr,2,1,neg_nonword,,,,,,,,
teflon,2,1,neg_nonword,,,,,,,,
mcgregor,2,1,neg_nonword,,,,,,,,
esler,2,1,neg_nonword,,,,,,,,
hade,2,1,neg_nonword,,,,,,,,
misfunction,2,1,neg_nonword,,,,,,,,
neward,2,1,neg_nonword,,,,,,,,
oversvced,2,1,neg_nonword,,,,,,,,
alongthat,2,1,neg_nonword,,,,,,,,
anita,2,1,neg_nonword,,,,,,,,
defacto,2,1,neg_nonword,,,,,,,,
wattenberg,2,1,neg_nonword,,,,,,,,
mindblock,2,1,neg_nonword,,,,,,,,
longez,2,1,neg_nonword,,,,,,,,
joplin,2,1,neg_nonword,,,,,,,,
bartelsville,2,1,neg_nonword,,,,,,,,
versailles,2,1,neg_nonword,,,,,,,,
fianl,2,1,neg_nonword,,,,,,,,
volam,2,1,neg_nonword,,,,,,,,
vnw,2,1,neg_nonword,,,,,,,,
wert,2,1,neg_nonword,,,,,,,,
eventsstack,2,1,neg_nonword,,,,,,,,
thathe,2,1,neg_nonword,,,,,,,,
wasilla,2,1,neg_nonword,,,,,,,,
wygee,2,1,neg_nonword,,,,,,,,
airstation,2,1,neg_nonword,,,,,,,,
marve,2,1,neg_nonword,,,,,,,,
junur,2,1,neg_nonword,,,,,,,,
apan,2,1,neg_nonword,,,,,,,,
stela,2,1,neg_nonword,,,,,,,,
marvall,2,1,neg_nonword,,,,,,,,
besas,2,1,neg_nonword,,,,,,,,
herno,2,1,neg_nonword,,,,,,,,
leming,2,1,neg_nonword,,,,,,,,
eafb,2,1,neg_nonword,,,,,,,,
encol,2,1,neg_nonword,,,,,,,,
selcalled,2,1,neg_nonword,,,,,,,,
overton,2,1,neg_nonword,,,,,,,,
thejet,2,1,neg_nonword,,,,,,,,
cholla,2,1,neg_nonword,,,,,,,,
fligt,2,1,neg_nonword,,,,,,,,
ponde,2,1,neg_nonword,,,,,,,,
gevow,2,1,neg_nonword,,,,,,,,
bonyo,2,1,neg_nonword,,,,,,,,
csff,2,1,neg_nonword,,,,,,,,
warmm,2,1,neg_nonword,,,,,,,,
degreasers,2,1,neg_nonword,,,,,,,,
approachi,2,1,neg_nonword,,,,,,,,
unfactored,2,1,neg_nonword,,,,,,,,
tiffin,2,1,neg_nonword,,,,,,,,
operatons,2,1,neg_nonword,,,,,,,,
beachline,2,1,neg_nonword,,,,,,,,
shaam,2,1,neg_nonword,,,,,,,,
nite,2,1,neg_nonword,,,,,,,,
axo,2,1,neg_nonword,,,,,,,,
tulas,2,1,neg_nonword,,,,,,,,
saturdays,2,1,neg_nonword,,,,,,,,
ques,2,1,neg_nonword,,,,,,,,
pinos,2,1,neg_nonword,,,,,,,,
maros,2,1,neg_nonword,,,,,,,,
xxbx,2,1,neg_nonword,,,,,,,,
sdmr,2,1,neg_nonword,,,,,,,,
ims,2,1,neg_nonword,,,,,,,,
forcl,2,1,neg_nonword,,,,,,,,
hfw,2,1,neg_nonword,,,,,,,,
belfair,2,1,neg_nonword,,,,,,,,
wahpeton,2,1,neg_nonword,,,,,,,,
grnd,2,1,neg_nonword,,,,,,,,
marshalling,2,1,neg_nonword,,,,,,,,
bebad,2,1,neg_nonword,,,,,,,,
thasa,2,1,neg_nonword,,,,,,,,
headedness,2,1,neg_nonword,,,,,,,,
phxt,2,1,neg_nonword,,,,,,,,
lorel,2,1,neg_nonword,,,,,,,,
marq,2,1,neg_nonword,,,,,,,,
precoord,2,1,neg_nonword,,,,,,,,
avianca,2,1,neg_nonword,,,,,,,,
jepsn,2,1,neg_nonword,,,,,,,,
crowell,2,1,neg_nonword,,,,,,,,
palacious,2,1,neg_nonword,,,,,,,,
olberg,2,1,neg_nonword,,,,,,,,
yxyx,2,1,neg_nonword,,,,,,,,
sepxaoctxb,2,1,neg_nonword,,,,,,,,
seguando,2,1,neg_nonword,,,,,,,,
currituck,2,1,neg_nonword,,,,,,,,
glenrose,2,1,neg_nonword,,,,,,,,
pogie,2,1,neg_nonword,,,,,,,,
jepptc,2,1,neg_nonword,,,,,,,,
leevy,2,1,neg_nonword,,,,,,,,
kuala,2,1,neg_nonword,,,,,,,,
razzr,2,1,neg_nonword,,,,,,,,
signe,2,1,neg_nonword,,,,,,,,
islc,2,1,neg_nonword,,,,,,,,
usfs,2,1,neg_nonword,,,,,,,,
kinik,2,1,neg_nonword,,,,,,,,
maumelle,2,1,neg_nonword,,,,,,,,
occurences,2,1,neg_nonword,,,,,,,,
linder,2,1,neg_nonword,,,,,,,,
blyth,2,1,neg_nonword,,,,,,,,
pmms,2,1,neg_nonword,,,,,,,,
krstl,2,1,neg_nonword,,,,,,,,
lx,2,1,neg_nonword,,,,,,,,
facia,2,1,neg_nonword,,,,,,,,
eul,2,1,neg_nonword,,,,,,,,
mcarthur,2,1,neg_nonword,,,,,,,,
unsvcable,2,1,neg_nonword,,,,,,,,
wrays,2,1,neg_nonword,,,,,,,,
trist,2,1,neg_nonword,,,,,,,,
belen,2,1,neg_nonword,,,,,,,,
marchetti,2,1,neg_nonword,,,,,,,,
gardenerville,2,1,neg_nonword,,,,,,,,
towplane,2,1,neg_nonword,,,,,,,,
epernon,2,1,neg_nonword,,,,,,,,
nontransponder,2,1,neg_nonword,,,,,,,,
mendocino,2,1,neg_nonword,,,,,,,,
blytheville,2,1,neg_nonword,,,,,,,,
gga,2,1,neg_nonword,,,,,,,,
stomn,2,1,neg_nonword,,,,,,,,
yerington,2,1,neg_nonword,,,,,,,,
rauki,2,1,neg_nonword,,,,,,,,
estus,2,1,neg_nonword,,,,,,,,
rainchk,2,1,neg_nonword,,,,,,,,
aprroach,2,1,neg_nonword,,,,,,,,
royyl,2,1,neg_nonword,,,,,,,,
nxsb,2,1,neg_nonword,,,,,,,,
navisota,2,1,neg_nonword,,,,,,,,
raalf,2,1,neg_nonword,,,,,,,,
ravki,2,1,neg_nonword,,,,,,,,
aovs,2,1,neg_nonword,,,,,,,,
lejco,2,1,neg_nonword,,,,,,,,
raynr,2,1,neg_nonword,,,,,,,,
afbf,2,1,neg_nonword,,,,,,,,
inav,2,1,neg_nonword,,,,,,,,
appreqs,2,1,neg_nonword,,,,,,,,
ifbs,2,1,neg_nonword,,,,,,,,
dentt,2,1,neg_nonword,,,,,,,,
corol,2,1,neg_nonword,,,,,,,,
valey,2,1,neg_nonword,,,,,,,,
goodl,2,1,neg_nonword,,,,,,,,
rkytp,2,1,neg_nonword,,,,,,,,
ing,2,1,neg_nonword,,,,,,,,
ttoro,2,1,neg_nonword,,,,,,,,
jawol,2,1,neg_nonword,,,,,,,,
lyon,2,1,neg_nonword,,,,,,,,
forcast,2,1,neg_nonword,,,,,,,,
plato,2,1,neg_nonword,,,,,,,,
pocib,2,1,neg_nonword,,,,,,,,
felipe,2,1,neg_nonword,,,,,,,,
revenuing,2,1,neg_nonword,,,,,,,,
simuls,2,1,neg_nonword,,,,,,,,
acins,2,1,neg_nonword,,,,,,,,
pizzo,2,1,neg_nonword,,,,,,,,
zedul,2,1,neg_nonword,,,,,,,,
dty,2,1,neg_nonword,,,,,,,,
levinworth,2,1,neg_nonword,,,,,,,,
sdcu,2,1,neg_nonword,,,,,,,,
jakel,2,1,neg_nonword,,,,,,,,
cj,2,1,neg_nonword,,,,,,,,
arrie,2,1,neg_nonword,,,,,,,,
wheelchaired,2,1,neg_nonword,,,,,,,,
ec,2,1,neg_nonword,,,,,,,,
elma,2,1,neg_nonword,,,,,,,,
marvin,2,1,neg_nonword,,,,,,,,
mokee,2,1,neg_nonword,,,,,,,,
cassi,2,1,neg_nonword,,,,,,,,
gdale,2,1,neg_nonword,,,,,,,,
leavenworth,2,1,neg_nonword,,,,,,,,
essn,2,1,neg_nonword,,,,,,,,
ploughed,2,1,neg_nonword,,,,,,,,
perkasie,2,1,neg_nonword,,,,,,,,
unsat,2,1,neg_nonword,,,,,,,,
melee,2,1,neg_nonword,,,,,,,,
rutan,2,1,neg_nonword,,,,,,,,
jetstreams,2,1,neg_nonword,,,,,,,,
dscnds,2,1,neg_nonword,,,,,,,,
wafdof,2,1,neg_nonword,,,,,,,,
hlmet,2,1,neg_nonword,,,,,,,,
weeel,2,1,neg_nonword,,,,,,,,
stael,2,1,neg_nonword,,,,,,,,
xfering,2,1,neg_nonword,,,,,,,,
chartview,2,1,neg_nonword,,,,,,,,
dfb,2,1,neg_nonword,,,,,,,,
uu,2,1,neg_nonword,,,,,,,,
cdplc,2,1,neg_nonword,,,,,,,,
wf,2,1,neg_nonword,,,,,,,,
bubbi,2,1,neg_nonword,,,,,,,,
engineless,2,1,neg_nonword,,,,,,,,
jackbox,2,1,neg_nonword,,,,,,,,
robay,2,1,neg_nonword,,,,,,,,
hehad,2,1,neg_nonword,,,,,,,,
afdl,2,1,neg_nonword,,,,,,,,
cbrez,2,1,neg_nonword,,,,,,,,
rainer,2,1,neg_nonword,,,,,,,,
elias,2,1,neg_nonword,,,,,,,,
cdfa,2,1,neg_nonword,,,,,,,,
burgl,2,1,neg_nonword,,,,,,,,
rivrs,2,1,neg_nonword,,,,,,,,
rwj,2,1,neg_nonword,,,,,,,,
rrnet,2,1,neg_nonword,,,,,,,,
myles,2,1,neg_nonword,,,,,,,,
kahahlui,2,1,neg_nonword,,,,,,,,
ufo,2,1,neg_nonword,,,,,,,,
alsfs,2,1,neg_nonword,,,,,,,,
meloy,2,1,neg_nonword,,,,,,,,
manuever,2,1,neg_nonword,,,,,,,,
corvalis,2,1,neg_nonword,,,,,,,,
gredy,2,1,neg_nonword,,,,,,,,
drver,2,1,neg_nonword,,,,,,,,
accel,2,1,neg_nonword,,,,,,,,
secil,2,1,neg_nonword,,,,,,,,
seevu,2,1,neg_nonword,,,,,,,,
gabriels,2,1,neg_nonword,,,,,,,,
jimve,2,1,neg_nonword,,,,,,,,
vyy,2,1,neg_nonword,,,,,,,,
fopm,2,1,neg_nonword,,,,,,,,
alque,2,1,neg_nonword,,,,,,,,
harrisonburg,2,1,neg_nonword,,,,,,,,
rollouts,2,1,neg_nonword,,,,,,,,
prssure,2,1,neg_nonword,,,,,,,,
fuzzz,2,1,neg_nonword,,,,,,,,
crosside,2,1,neg_nonword,,,,,,,,
koyukuk,2,1,neg_nonword,,,,,,,,
ladie,2,1,neg_nonword,,,,,,,,
retightened,2,1,neg_nonword,,,,,,,,
rfiki,2,1,neg_nonword,,,,,,,,
shilshole,2,1,neg_nonword,,,,,,,,
slabb,2,1,neg_nonword,,,,,,,,
surfn,2,1,neg_nonword,,,,,,,,
subscale,2,1,neg_nonword,,,,,,,,
macintosh,2,1,neg_nonword,,,,,,,,
nadp,2,1,neg_nonword,,,,,,,,
kcio,2,1,neg_nonword,,,,,,,,
cornerposts,2,1,neg_nonword,,,,,,,,
calus,2,1,neg_nonword,,,,,,,,
persits,2,1,neg_nonword,,,,,,,,
bettles,2,1,neg_nonword,,,,,,,,
fapin,2,1,neg_nonword,,,,,,,,
wilie,2,1,neg_nonword,,,,,,,,
bluto,2,1,neg_nonword,,,,,,,,
cabed,2,1,neg_nonword,,,,,,,,
sulie,2,1,neg_nonword,,,,,,,,
tydye,2,1,neg_nonword,,,,,,,,
cratr,2,1,neg_nonword,,,,,,,,
rimba,2,1,neg_nonword,,,,,,,,
dekac,2,1,neg_nonword,,,,,,,,
ullmn,2,1,neg_nonword,,,,,,,,
mooni,2,1,neg_nonword,,,,,,,,
cikan,2,1,neg_nonword,,,,,,,,
vfb,2,1,neg_nonword,,,,,,,,
bunzz,2,1,neg_nonword,,,,,,,,
ilip,2,1,neg_nonword,,,,,,,,
wiltt,2,1,neg_nonword,,,,,,,,
indentified,2,1,neg_nonword,,,,,,,,
nearmiss,2,1,neg_nonword,,,,,,,,
tnnis,2,1,neg_nonword,,,,,,,,
hopkinsville,2,1,neg_nonword,,,,,,,,
brantley,2,1,neg_nonword,,,,,,,,
hcg,2,1,neg_nonword,,,,,,,,
wocl,2,1,neg_nonword,,,,,,,,
zax,2,1,neg_nonword,,,,,,,,
ftmsl,2,1,neg_nonword,,,,,,,,
